V	1.000k	10.000k	100.000k	1.000M
-3.000000E+0	2.445040E-10	1.283860E-10	3.063850E-12	1.010570E-13
-2.950000E+0	2.443960E-10	1.283150E-10	3.076890E-12	1.013320E-13
-2.900000E+0	2.444170E-10	1.282770E-10	3.065330E-12	9.806240E-14
-2.850000E+0	2.443390E-10	1.281700E-10	3.064770E-12	9.832270E-14
-2.800000E+0	2.443140E-10	1.282920E-10	3.071400E-12	1.002190E-13
-2.750000E+0	2.443620E-10	1.284210E-10	3.075610E-12	1.010470E-13
-2.700000E+0	2.441440E-10	1.283200E-10	3.079460E-12	1.009290E-13
-2.650000E+0	2.442710E-10	1.284760E-10	3.078360E-12	1.029730E-13
-2.600000E+0	2.442740E-10	1.284410E-10	3.078170E-12	1.023140E-13
-2.550000E+0	2.441790E-10	1.285050E-10	3.088170E-12	1.045070E-13
-2.500000E+0	2.441120E-10	1.283700E-10	3.085370E-12	1.055520E-13
-2.450000E+0	2.442170E-10	1.282650E-10	3.093070E-12	1.076440E-13
-2.400000E+0	2.441950E-10	1.281030E-10	3.088680E-12	1.139800E-13
-2.350000E+0	2.441640E-10	1.283810E-10	3.086600E-12	1.167500E-13
-2.300000E+0	2.441800E-10	1.282820E-10	3.081920E-12	1.147520E-13
-2.250000E+0	2.440440E-10	1.282880E-10	3.086820E-12	1.101760E-13
-2.200000E+0	2.441370E-10	1.281870E-10	3.092920E-12	1.152270E-13
-2.150000E+0	2.441810E-10	1.281520E-10	3.102420E-12	1.153680E-13
-2.100000E+0	2.441760E-10	1.281030E-10	3.095050E-12	1.160960E-13
-2.050000E+0	2.441300E-10	1.282110E-10	3.088000E-12	1.140570E-13
-2.000000E+0	2.441380E-10	1.279950E-10	3.101620E-12	1.132980E-13
-1.950000E+0	2.441800E-10	1.283190E-10	3.099370E-12	1.096920E-13
-1.900000E+0	2.441290E-10	1.281790E-10	3.097220E-12	1.119460E-13
-1.850000E+0	2.441770E-10	1.283240E-10	3.099610E-12	1.101600E-13
-1.800000E+0	2.442000E-10	1.283260E-10	3.100930E-12	1.078510E-13
-1.750000E+0	2.441150E-10	1.283510E-10	3.090710E-12	1.053160E-13
-1.700000E+0	2.442140E-10	1.283010E-10	3.099350E-12	1.006480E-13
-1.650000E+0	2.441460E-10	1.284440E-10	3.094310E-12	1.054310E-13
-1.600000E+0	2.441380E-10	1.283270E-10	3.101720E-12	1.024430E-13
-1.550000E+0	2.442100E-10	1.283700E-10	3.096830E-12	1.002170E-13
-1.500000E+0	2.442710E-10	1.283380E-10	3.092690E-12	1.040730E-13
-1.450000E+0	2.441720E-10	1.284050E-10	3.096130E-12	1.033080E-13
-1.400000E+0	2.442000E-10	1.283070E-10	3.098870E-12	1.045870E-13
-1.350000E+0	2.443140E-10	1.282690E-10	3.107890E-12	1.060980E-13
-1.300000E+0	2.441530E-10	1.281010E-10	3.120450E-12	1.066830E-13
-1.250000E+0	2.441440E-10	1.279530E-10	3.109630E-12	1.106030E-13
-1.200000E+0	2.443590E-10	1.279630E-10	3.112780E-12	1.132400E-13
-1.150000E+0	2.444020E-10	1.281910E-10	3.104880E-12	1.128240E-13
-1.100000E+0	2.443890E-10	1.280840E-10	3.108880E-12	1.133270E-13
-1.050000E+0	2.443530E-10	1.280820E-10	3.105300E-12	1.181810E-13
-1.000000E+0	2.444380E-10	1.281790E-10	3.124880E-12	1.217300E-13
-9.500000E-1	2.444190E-10	1.282710E-10	3.113230E-12	1.207670E-13
-9.000000E-1	2.445200E-10	1.283190E-10	3.123970E-12	1.221300E-13
-8.500000E-1	2.444010E-10	1.282090E-10	3.125760E-12	1.236510E-13
-8.000000E-1	2.445040E-10	1.282570E-10	3.122000E-12	1.206380E-13
-7.500000E-1	2.447310E-10	1.281410E-10	3.128250E-12	1.213610E-13
-7.000000E-1	2.447630E-10	1.280620E-10	3.131520E-12	1.191500E-13
-6.500000E-1	2.447910E-10	1.278410E-10	3.140260E-12	1.192910E-13
-6.000000E-1	2.450430E-10	1.280010E-10	3.154130E-12	1.172010E-13
-5.500000E-1	2.451130E-10	1.278390E-10	3.156830E-12	1.164590E-13
-5.000000E-1	2.452810E-10	1.281650E-10	3.146720E-12	1.146510E-13
-4.500000E-1	2.457260E-10	1.280060E-10	3.145140E-12	1.137560E-13
-4.000000E-1	2.461920E-10	1.281460E-10	3.157060E-12	1.103470E-13
-3.500000E-1	2.469740E-10	1.280340E-10	3.163740E-12	1.072100E-13
-3.000000E-1	2.481440E-10	1.281920E-10	3.157290E-12	1.101050E-13
-2.500000E-1	2.500990E-10	1.279810E-10	3.143580E-12	1.106450E-13
-2.000000E-1	2.540170E-10	1.278940E-10	3.125630E-12	1.106460E-13
-1.500000E-1	2.633950E-10	1.275550E-10	3.107190E-12	1.115190E-13
-1.000000E-1	2.863360E-10	1.269190E-10	3.037580E-12	1.136860E-13
-5.000000E-2	3.346350E-10	1.240810E-10	2.905500E-12	1.192790E-13
0.000000E+0	4.216580E-10	1.181190E-10	2.611260E-12	1.149380E-13
5.000000E-2	5.420960E-10	1.092030E-10	2.058360E-12	1.090820E-13
1.000000E-1	6.572110E-10	9.966380E-11	1.433640E-12	1.023110E-13
1.500000E-1	7.426310E-10	9.219450E-11	1.083410E-12	9.241060E-14
2.000000E-1	8.010170E-10	8.752690E-11	9.807250E-13	7.608020E-14
2.500000E-1	8.405160E-10	8.415820E-11	9.840990E-13	6.991180E-14
3.000000E-1	8.673970E-10	8.178400E-11	1.024360E-12	6.550320E-14
3.500000E-1	8.873890E-10	8.042890E-11	1.061050E-12	6.021060E-14
4.000000E-1	9.020230E-10	7.890120E-11	1.081170E-12	6.376030E-14
4.500000E-1	9.129170E-10	7.802380E-11	1.103920E-12	6.847000E-14
5.000000E-1	9.216730E-10	7.740310E-11	1.127070E-12	8.057000E-14
5.500000E-1	9.290380E-10	7.663580E-11	1.125350E-12	8.571140E-14
6.000000E-1	9.348430E-10	7.610500E-11	1.136170E-12	9.530990E-14
6.500000E-1	9.400410E-10	7.556630E-11	1.146500E-12	9.776850E-14
7.000000E-1	9.436460E-10	7.545210E-11	1.153150E-12	1.088920E-13
7.500000E-1	9.472300E-10	7.502040E-11	1.154830E-12	1.103060E-13
8.000000E-1	9.503580E-10	7.482910E-11	1.158570E-12	1.142200E-13
8.500000E-1	9.527550E-10	7.469440E-11	1.148950E-12	1.243980E-13
9.000000E-1	9.551000E-10	7.472470E-11	1.162310E-12	1.272920E-13
9.500000E-1	9.575630E-10	7.454240E-11	1.167760E-12	1.350720E-13
1.000000E+0	9.592940E-10	7.425560E-11	1.165110E-12	1.409260E-13
1.050000E+0	9.609800E-10	7.429950E-11	1.162190E-12	1.508160E-13
1.100000E+0	9.625850E-10	7.417590E-11	1.164310E-12	1.524380E-13
1.150000E+0	9.640690E-10	7.417080E-11	1.168470E-12	1.583560E-13
1.200000E+0	9.656760E-10	7.407290E-11	1.174880E-12	1.643510E-13
1.250000E+0	9.665570E-10	7.392750E-11	1.171010E-12	1.688130E-13
1.300000E+0	9.682110E-10	7.384120E-11	1.169120E-12	1.758860E-13
1.350000E+0	9.682540E-10	7.364160E-11	1.168300E-12	1.773330E-13
1.400000E+0	9.690970E-10	7.346400E-11	1.171930E-12	1.795830E-13
1.450000E+0	9.699630E-10	7.349150E-11	1.172320E-12	1.850380E-13
1.500000E+0	9.705140E-10	7.341450E-11	1.173980E-12	1.864100E-13
1.550000E+0	9.715250E-10	7.335080E-11	1.172720E-12	1.882720E-13
1.600000E+0	9.722680E-10	7.323310E-11	1.165550E-12	1.864830E-13
1.650000E+0	9.728390E-10	7.328510E-11	1.167900E-12	1.871310E-13
1.700000E+0	9.731620E-10	7.329570E-11	1.166120E-12	1.886600E-13
1.750000E+0	9.736210E-10	7.312410E-11	1.171880E-12	1.846700E-13
1.800000E+0	9.741880E-10	7.324780E-11	1.175040E-12	1.839300E-13
1.850000E+0	9.746710E-10	7.334430E-11	1.167990E-12	1.851300E-13
1.900000E+0	9.751120E-10	7.336620E-11	1.169710E-12	1.830630E-13
1.950000E+0	9.755990E-10	7.309960E-11	1.171790E-12	1.833450E-13
2.000000E+0	9.756220E-10	7.319640E-11	1.171200E-12	1.812760E-13
2.050000E+0	9.763220E-10	7.285310E-11	1.171670E-12	1.838940E-13
2.100000E+0	9.766100E-10	7.304590E-11	1.176030E-12	1.839240E-13
2.150000E+0	9.766350E-10	7.288650E-11	1.171070E-12	1.900160E-13
2.200000E+0	9.770900E-10	7.299490E-11	1.179690E-12	1.956590E-13
2.250000E+0	9.776060E-10	7.294230E-11	1.178080E-12	1.961440E-13
2.300000E+0	9.774180E-10	7.287660E-11	1.173030E-12	1.959920E-13
2.350000E+0	9.780960E-10	7.301340E-11	1.183640E-12	2.012490E-13
2.400000E+0	9.782870E-10	7.292670E-11	1.171980E-12	2.068510E-13
2.450000E+0	9.785550E-10	7.292620E-11	1.175420E-12	2.048070E-13
2.500000E+0	9.787010E-10	7.265370E-11	1.172780E-12	2.043930E-13
2.550000E+0	9.787980E-10	7.267540E-11	1.177050E-12	2.073940E-13
2.600000E+0	9.787820E-10	7.285100E-11	1.186320E-12	2.076900E-13
2.650000E+0	9.784900E-10	7.285160E-11	1.174620E-12	2.070220E-13
2.700000E+0	9.791210E-10	7.298320E-11	1.172830E-12	2.087390E-13
2.750000E+0	9.790490E-10	7.312970E-11	1.167560E-12	2.054930E-13
2.800000E+0	9.794990E-10	7.303340E-11	1.181420E-12	2.038170E-13
2.850000E+0	9.786900E-10	7.291060E-11	1.177910E-12	2.015670E-13
2.900000E+0	9.790720E-10	7.270150E-11	1.178440E-12	1.992260E-13
2.950000E+0	9.793830E-10	7.286490E-11	1.174490E-12	2.036500E-13
3.000000E+0	9.795970E-10	7.289010E-11	1.182260E-12	1.982960E-13
