V	1.000k	10.000k	100.000k	1.000M
-3.000000E+0	1.102390E-9	1.086470E-9	9.799770E-10	6.783580E-11
-2.950000E+0	1.100240E-9	1.084450E-9	9.770190E-10	6.792800E-11
-2.900000E+0	1.098750E-9	1.082840E-9	9.697670E-10	6.805950E-11
-2.850000E+0	1.097150E-9	1.081680E-9	9.617150E-10	6.815080E-11
-2.800000E+0	1.095440E-9	1.080520E-9	9.601070E-10	6.820970E-11
-2.750000E+0	1.093880E-9	1.079200E-9	9.596010E-10	6.826870E-11
-2.700000E+0	1.092410E-9	1.077880E-9	9.581390E-10	6.836950E-11
-2.650000E+0	1.091210E-9	1.076700E-9	9.571160E-10	6.846950E-11
-2.600000E+0	1.089630E-9	1.075550E-9	9.516620E-10	6.852330E-11
-2.550000E+0	1.088350E-9	1.074620E-9	9.405300E-10	6.871230E-11
-2.500000E+0	1.086650E-9	1.073400E-9	9.382230E-10	6.885340E-11
-2.450000E+0	1.085210E-9	1.071850E-9	9.344370E-10	6.890620E-11
-2.400000E+0	1.084120E-9	1.070600E-9	9.335050E-10	6.905790E-11
-2.350000E+0	1.082740E-9	1.069580E-9	9.326090E-10	6.918400E-11
-2.300000E+0	1.081420E-9	1.068490E-9	9.319090E-10	6.927860E-11
-2.250000E+0	1.080340E-9	1.067210E-9	9.311650E-10	6.936880E-11
-2.200000E+0	1.079040E-9	1.066140E-9	9.305870E-10	6.954990E-11
-2.150000E+0	1.077730E-9	1.065010E-9	9.297260E-10	6.970230E-11
-2.100000E+0	1.076470E-9	1.063830E-9	9.292750E-10	6.978510E-11
-2.050000E+0	1.075150E-9	1.062520E-9	9.287140E-10	6.992140E-11
-2.000000E+0	1.073880E-9	1.061470E-9	9.280370E-10	7.001880E-11
-1.950000E+0	1.072500E-9	1.060850E-9	9.274120E-10	7.006120E-11
-1.900000E+0	1.071660E-9	1.060160E-9	9.268600E-10	7.018890E-11
-1.850000E+0	1.070010E-9	1.059090E-9	9.260260E-10	7.029380E-11
-1.800000E+0	1.069050E-9	1.057730E-9	9.254100E-10	7.039280E-11
-1.750000E+0	1.068130E-9	1.056830E-9	9.249640E-10	7.045400E-11
-1.700000E+0	1.066660E-9	1.056060E-9	9.242440E-10	7.053400E-11
-1.650000E+0	1.065800E-9	1.055140E-9	9.236890E-10	7.059960E-11
-1.600000E+0	1.064520E-9	1.053890E-9	9.230500E-10	7.067290E-11
-1.550000E+0	1.063350E-9	1.052430E-9	9.222180E-10	7.077560E-11
-1.500000E+0	1.062110E-9	1.051390E-9	9.216100E-10	7.079340E-11
-1.450000E+0	1.061220E-9	1.050410E-9	9.209660E-10	7.092140E-11
-1.400000E+0	1.059790E-9	1.049720E-9	9.204180E-10	7.093190E-11
-1.350000E+0	1.058960E-9	1.048550E-9	9.197330E-10	7.104050E-11
-1.300000E+0	1.057990E-9	1.047230E-9	9.191520E-10	7.112190E-11
-1.250000E+0	1.056730E-9	1.046830E-9	9.186730E-10	7.113240E-11
-1.200000E+0	1.055650E-9	1.045960E-9	9.180770E-10	7.127400E-11
