V	1.000k	10.000k	100.000k	1.000M
-3.000000E+0	1.016520E-1	9.468920E-1	8.470510E+0	2.623580E+1
-2.950000E+0	1.013930E-1	9.470440E-1	8.445020E+0	2.614300E+1
-2.900000E+0	1.016200E-1	9.470950E-1	8.467420E+0	2.709070E+1
-2.850000E+0	1.019800E-1	9.476500E-1	8.465480E+0	2.696660E+1
-2.800000E+0	1.012140E-1	9.466160E-1	8.451380E+0	2.654260E+1
-2.750000E+0	1.010930E-1	9.451800E-1	8.450590E+0	2.631230E+1
-2.700000E+0	1.013130E-1	9.457320E-1	8.440790E+0	2.639250E+1
-2.650000E+0	1.007090E-1	9.446300E-1	8.441680E+0	2.585050E+1
-2.600000E+0	1.012370E-1	9.451670E-1	8.436550E+0	2.598950E+1
-2.550000E+0	1.010330E-1	9.443850E-1	8.417460E+0	2.550510E+1
-2.500000E+0	1.005160E-1	9.458190E-1	8.428680E+0	2.524160E+1
-2.450000E+0	1.009030E-1	9.461280E-1	8.406910E+0	2.475030E+1
-2.400000E+0	1.003720E-1	9.482640E-1	8.421230E+0	2.334580E+1
-2.350000E+0	1.009230E-1	9.460950E-1	8.421790E+0	2.274650E+1
-2.300000E+0	1.008770E-1	9.469970E-1	8.431220E+0	2.313450E+1
-2.250000E+0	1.010300E-1	9.469130E-1	8.411350E+0	2.415130E+1
-2.200000E+0	1.006800E-1	9.472650E-1	8.405860E+0	2.309170E+1
-2.150000E+0	1.005060E-1	9.478160E-1	8.391220E+0	2.303730E+1
-2.100000E+0	1.007790E-1	9.481530E-1	8.400690E+0	2.290290E+1
-2.050000E+0	1.009710E-1	9.468190E-1	8.412960E+0	2.327930E+1
-2.000000E+0	9.994170E-2	9.484290E-1	8.386010E+0	2.342340E+1
-1.950000E+0	1.007750E-1	9.458110E-1	8.383140E+0	2.418970E+1
-1.900000E+0	1.008710E-1	9.465040E-1	8.395610E+0	2.367610E+1
-1.850000E+0	1.005010E-1	9.457640E-1	8.387710E+0	2.407530E+1
-1.800000E+0	1.004050E-1	9.458610E-1	8.384730E+0	2.458650E+1
