V	1.000k	10.000k	100.000k	1.000M
-3.000000E+0	2.835650E-2	1.143560E-2	-2.355470E-3	7.484390E-3
-2.950000E+0	-1.143610E-1	5.784060E-3	-2.864760E-3	6.544110E-3
-2.900000E+0	1.204210E-2	6.515390E-3	-2.429090E-3	6.841820E-3
-2.850000E+0	1.954720E-2	8.341820E-3	-1.213240E-3	7.928900E-3
-2.800000E+0	-1.379770E-1	2.295710E-3	-5.394930E-3	6.835890E-3
-2.750000E+0	-2.860150E-4	1.175040E-2	-5.331170E-3	7.951710E-3
-2.700000E+0	-2.422250E-2	-4.280090E-3	-5.795880E-3	1.164800E-2
-2.650000E+0	-1.214310E-2	4.256840E-3	-7.562920E-3	7.638970E-3
-2.600000E+0	1.250570E-2	-6.178720E-4	-6.896480E-3	8.086930E-3
-2.550000E+0	-1.034930E-1	5.312420E-3	-6.272000E-3	9.910520E-3
-2.500000E+0	-2.749980E-2	3.518860E-3	-5.893750E-3	9.133570E-3
-2.450000E+0	-1.131700E-2	1.120110E-3	-6.554120E-3	9.437920E-3
-2.400000E+0	-5.594030E-2	1.201010E-2	-8.534410E-3	1.178390E-2
-2.350000E+0	-5.018310E-2	6.568600E-3	-1.062670E-2	1.241480E-2
-2.300000E+0	3.298710E-2	5.857840E-3	-1.266920E-2	1.251360E-2
-2.250000E+0	-7.851480E-2	-4.890920E-3	-1.194540E-2	1.254360E-2
-2.200000E+0	8.562480E-2	3.091880E-4	-1.258880E-2	1.332110E-2
-2.150000E+0	4.012520E-2	7.543000E-3	-1.285500E-2	1.084350E-2
-2.100000E+0	1.084270E-2	-7.037970E-3	-1.492280E-2	1.291180E-2
-2.050000E+0	-2.773380E-2	8.522060E-4	-1.589390E-2	1.417890E-2
-2.000000E+0	-7.082280E-2	4.393330E-3	-1.633490E-2	1.311660E-2
-1.950000E+0	-1.580580E-3	1.763330E-2	-1.557600E-2	1.310060E-2
-1.900000E+0	-1.496710E-3	8.672000E-3	-1.623340E-2	1.144470E-2
-1.850000E+0	9.659320E-3	1.141240E-2	-1.830320E-2	1.539710E-2
-1.800000E+0	-1.438730E-2	1.506200E-2	-1.977330E-2	1.449240E-2
-1.750000E+0	-1.011800E-2	1.889470E-3	-2.032700E-2	1.644290E-2
-1.700000E+0	-8.502930E-2	1.108640E-2	-2.200450E-2	1.498430E-2
-1.650000E+0	1.499310E-2	1.322260E-2	-2.048090E-2	1.500940E-2
-1.600000E+0	9.164290E-3	-1.267360E-4	-2.242420E-2	1.315370E-2
