V	1.000k	10.000k	100.000k	1.000M
-3.000000E+0	2.416250E-10	2.361690E-10	9.986620E-11	3.192290E-12
-2.950000E+0	2.415130E-10	2.361780E-10	9.988290E-11	3.191840E-12
-2.900000E+0	2.414520E-10	2.361570E-10	9.990400E-11	3.202640E-12
-2.850000E+0	2.414820E-10	2.361690E-10	9.985110E-11	3.196310E-12
-2.800000E+0	2.414250E-10	2.361870E-10	9.974720E-11	3.199270E-12
-2.750000E+0	2.414680E-10	2.361780E-10	9.983610E-11	3.196680E-12
-2.700000E+0	2.415630E-10	2.361870E-10	9.974900E-11	3.199970E-12
-2.650000E+0	2.415270E-10	2.361590E-10	9.977450E-11	3.198750E-12
-2.600000E+0	2.414490E-10	2.361280E-10	9.970850E-11	3.199860E-12
-2.550000E+0	2.413200E-10	2.360930E-10	9.974840E-11	3.211130E-12
-2.500000E+0	2.412710E-10	2.360850E-10	9.970280E-11	3.205470E-12
-2.450000E+0	2.412300E-10	2.360500E-10	9.969820E-11	3.199470E-12
-2.400000E+0	2.412700E-10	2.360340E-10	9.973210E-11	3.194000E-12
-2.350000E+0	2.412970E-10	2.360310E-10	9.974000E-11	3.200980E-12
-2.300000E+0	2.411670E-10	2.360290E-10	9.969440E-11	3.196370E-12
-2.250000E+0	2.412290E-10	2.360340E-10	9.973140E-11	3.201240E-12
-2.200000E+0	2.412450E-10	2.360430E-10	9.965570E-11	3.196670E-12
-2.150000E+0	2.412010E-10	2.360410E-10	9.964110E-11	3.199410E-12
-2.100000E+0	2.411840E-10	2.360900E-10	9.965090E-11	3.205070E-12
-2.050000E+0	2.411920E-10	2.361260E-10	9.965840E-11	3.203320E-12
-2.000000E+0	2.411080E-10	2.361460E-10	9.960040E-11	3.201400E-12
-1.950000E+0	2.411970E-10	2.361570E-10	9.954710E-11	3.205880E-12
-1.900000E+0	2.411450E-10	2.361590E-10	9.957860E-11	3.208810E-12
-1.850000E+0	2.411480E-10	2.361680E-10	9.944360E-11	3.208910E-12
-1.800000E+0	2.412840E-10	2.361280E-10	9.939950E-11	3.202170E-12
-1.750000E+0	2.411780E-10	2.361230E-10	9.944550E-11	3.208140E-12
-1.700000E+0	2.412040E-10	2.361400E-10	9.939990E-11	3.198890E-12
-1.650000E+0	2.411920E-10	2.361030E-10	9.944450E-11	3.199940E-12
-1.600000E+0	2.411480E-10	2.361190E-10	9.944650E-11	3.205360E-12
-1.550000E+0	2.413520E-10	2.361030E-10	9.942620E-11	3.203060E-12
-1.500000E+0	2.412530E-10	2.361490E-10	9.937560E-11	3.194690E-12
-1.450000E+0	2.411940E-10	2.361840E-10	9.948450E-11	3.190570E-12
-1.400000E+0	2.413410E-10	2.362530E-10	9.944710E-11	3.199510E-12
-1.350000E+0	2.413310E-10	2.363430E-10	9.945980E-11	3.197600E-12
-1.300000E+0	2.412640E-10	2.363980E-10	9.951530E-11	3.195900E-12
-1.250000E+0	2.414180E-10	2.363620E-10	9.942440E-11	3.198710E-12
-1.200000E+0	2.413730E-10	2.364100E-10	9.937130E-11	3.196690E-12
-1.150000E+0	2.414130E-10	2.364740E-10	9.937340E-11	3.197670E-12
-1.100000E+0	2.415010E-10	2.365400E-10	9.933310E-11	3.194390E-12
-1.050000E+0	2.416130E-10	2.365950E-10	9.931940E-11	3.191040E-12
-1.000000E+0	2.415890E-10	2.366720E-10	9.928590E-11	3.196750E-12
-9.500000E-1	2.417200E-10	2.368120E-10	9.931850E-11	3.195780E-12
-9.000000E-1	2.418650E-10	2.370220E-10	9.935030E-11	3.192070E-12
-8.500000E-1	2.418450E-10	2.372730E-10	9.937260E-11	3.191070E-12
-8.000000E-1	2.420060E-10	2.375910E-10	9.939260E-11	3.192220E-12
-7.500000E-1	2.423700E-10	2.380620E-10	9.931910E-11	3.194530E-12
-7.000000E-1	2.427120E-10	2.386370E-10	9.934230E-11	3.199610E-12
-6.500000E-1	2.431250E-10	2.393520E-10	9.929410E-11	3.193650E-12
-6.000000E-1	2.436740E-10	2.401120E-10	9.947140E-11	3.184970E-12
-5.500000E-1	2.444390E-10	2.408590E-10	9.939860E-11	3.192920E-12
