V	1.000k	10.000k	100.000k	1.000M
-3.000000E+0	2.641610E-2	2.137210E-1	1.998600E+0	1.505790E+1
-2.950000E+0	2.656420E-2	2.133390E-1	1.997810E+0	1.506870E+1
-2.900000E+0	2.630840E-2	2.132320E-1	1.999250E+0	1.507750E+1
-2.850000E+0	2.642180E-2	2.133460E-1	1.999900E+0	1.496710E+1
-2.800000E+0	2.627430E-2	2.132360E-1	1.999770E+0	1.502300E+1
-2.750000E+0	2.627750E-2	2.131300E-1	1.994610E+0	1.494770E+1
-2.700000E+0	2.632120E-2	2.131270E-1	1.997590E+0	1.488190E+1
-2.650000E+0	2.588190E-2	2.130830E-1	1.999690E+0	1.492410E+1
-2.600000E+0	2.631980E-2	2.132660E-1	2.000140E+0	1.483760E+1
-2.550000E+0	2.615050E-2	2.132520E-1	1.998170E+0	1.487880E+1
-2.500000E+0	2.592170E-2	2.131230E-1	1.996570E+0	1.484110E+1
-2.450000E+0	2.586590E-2	2.132040E-1	1.996480E+0	1.480910E+1
-2.400000E+0	2.575790E-2	2.132780E-1	1.998250E+0	1.479430E+1
-2.350000E+0	2.567260E-2	2.133470E-1	1.998650E+0	1.481560E+1
-2.300000E+0	2.577810E-2	2.132770E-1	1.999720E+0	1.477140E+1
-2.250000E+0	2.593230E-2	2.128490E-1	1.997380E+0	1.483010E+1
-2.200000E+0	2.568770E-2	2.131650E-1	1.995890E+0	1.472820E+1
-2.150000E+0	2.561170E-2	2.128670E-1	1.996500E+0	1.474970E+1
-2.100000E+0	2.569180E-2	2.127890E-1	1.998960E+0	1.479880E+1
-2.050000E+0	2.572080E-2	2.126820E-1	1.999700E+0	1.474210E+1
-2.000000E+0	2.571350E-2	2.126860E-1	2.001240E+0	1.473770E+1
-1.950000E+0	2.577830E-2	2.125850E-1	2.002040E+0	1.469940E+1
-1.900000E+0	2.586510E-2	2.127860E-1	1.999780E+0	1.466190E+1
-1.850000E+0	2.535590E-2	2.128490E-1	2.000150E+0	1.462090E+1
-1.800000E+0	2.544190E-2	2.129870E-1	1.999250E+0	1.463380E+1
-1.750000E+0	2.549650E-2	2.130560E-1	2.001260E+0	1.467970E+1
-1.700000E+0	2.535030E-2	2.128780E-1	2.001520E+0	1.466440E+1
-1.650000E+0	2.557870E-2	2.128380E-1	2.003060E+0	1.459420E+1
-1.600000E+0	2.543200E-2	2.128650E-1	2.005940E+0	1.460700E+1
-1.550000E+0	2.559720E-2	2.132410E-1	2.001890E+0	1.457720E+1
-1.500000E+0	2.541170E-2	2.134060E-1	2.004170E+0	1.455680E+1
-1.450000E+0	2.541130E-2	2.133900E-1	2.004080E+0	1.457440E+1
-1.400000E+0	2.538970E-2	2.134070E-1	2.002990E+0	1.457320E+1
-1.350000E+0	2.539760E-2	2.133400E-1	2.003170E+0	1.456710E+1
-1.300000E+0	2.518800E-2	2.137730E-1	2.003800E+0	1.450350E+1
-1.250000E+0	2.570320E-2	2.136660E-1	2.005510E+0	1.453420E+1
-1.200000E+0	2.526670E-2	2.137240E-1	2.006400E+0	1.452250E+1
-1.150000E+0	2.553870E-2	2.137790E-1	2.008100E+0	1.448630E+1
-1.100000E+0	2.556960E-2	2.137990E-1	2.007730E+0	1.453240E+1
