V	1.000k	10.000k	100.000k	1.000M
-3.000000E+0	1.958960E-2	1.419110E-1	1.331820E+0	7.907230E+0
-2.950000E+0	2.032620E-2	1.417970E-1	1.330780E+0	7.899920E+0
-2.900000E+0	1.957070E-2	1.416180E-1	1.328890E+0	7.894730E+0
-2.850000E+0	2.101520E-2	1.414810E-1	1.328530E+0	7.893820E+0
-2.800000E+0	2.012050E-2	1.413110E-1	1.325390E+0	7.882740E+0
-2.750000E+0	2.057060E-2	1.411770E-1	1.325600E+0	7.882630E+0
-2.700000E+0	1.949400E-2	1.412780E-1	1.324280E+0	7.884830E+0
-2.650000E+0	2.006430E-2	1.410740E-1	1.324460E+0	7.870510E+0
-2.600000E+0	1.961320E-2	1.409530E-1	1.322620E+0	7.834730E+0
-2.550000E+0	2.072560E-2	1.410240E-1	1.322400E+0	7.838750E+0
-2.500000E+0	1.988640E-2	1.409200E-1	1.319830E+0	7.808870E+0
-2.450000E+0	1.988540E-2	1.407310E-1	1.319240E+0	7.812930E+0
-2.400000E+0	2.006380E-2	1.407330E-1	1.317200E+0	7.803890E+0
-2.350000E+0	1.953700E-2	1.403060E-1	1.318180E+0	7.828510E+0
-2.300000E+0	1.972970E-2	1.401980E-1	1.315920E+0	7.811080E+0
-2.250000E+0	1.892550E-2	1.403590E-1	1.315620E+0	7.796340E+0
-2.200000E+0	1.991230E-2	1.401510E-1	1.314370E+0	7.790010E+0
-2.150000E+0	1.999250E-2	1.400590E-1	1.314380E+0	7.774710E+0
-2.100000E+0	2.014930E-2	1.399170E-1	1.312180E+0	7.729830E+0
-2.050000E+0	1.865100E-2	1.397950E-1	1.312490E+0	7.758770E+0
-2.000000E+0	1.957280E-2	1.397780E-1	1.311930E+0	7.736530E+0
-1.950000E+0	1.898650E-2	1.396650E-1	1.308180E+0	7.712790E+0
-1.900000E+0	2.016910E-2	1.396320E-1	1.307380E+0	7.719480E+0
-1.850000E+0	1.963060E-2	1.397200E-1	1.305300E+0	7.706750E+0
-1.800000E+0	2.003420E-2	1.396670E-1	1.306760E+0	7.709320E+0
-1.750000E+0	1.919640E-2	1.395180E-1	1.305570E+0	7.664710E+0
-1.700000E+0	1.984640E-2	1.397390E-1	1.308420E+0	7.673680E+0
-1.650000E+0	1.961040E-2	1.396510E-1	1.308740E+0	7.697920E+0
-1.600000E+0	2.019380E-2	1.395680E-1	1.308980E+0	7.696520E+0
-1.550000E+0	2.013220E-2	1.399660E-1	1.311590E+0	7.672820E+0
-1.500000E+0	2.071770E-2	1.403840E-1	1.313300E+0	7.656940E+0
-1.450000E+0	2.114970E-2	1.411410E-1	1.316390E+0	7.658920E+0
-1.400000E+0	2.204370E-2	1.417880E-1	1.322250E+0	7.628200E+0
-1.350000E+0	2.403600E-2	1.430610E-1	1.327830E+0	7.628810E+0
-1.300000E+0	2.776980E-2	1.450980E-1	1.334040E+0	7.612750E+0
-1.250000E+0	3.331890E-2	1.480630E-1	1.341940E+0	7.616970E+0
-1.200000E+0	4.274340E-2	1.530940E-1	1.352120E+0	7.639930E+0
-1.150000E+0	5.680470E-2	1.607480E-1	1.365300E+0	7.655840E+0
-1.100000E+0	7.543600E-2	1.735150E-1	1.384440E+0	7.692730E+0
-1.050000E+0	8.625300E-2	1.929370E-1	1.414500E+0	7.778050E+0
-1.000000E+0	8.775190E-2	2.186390E-1	1.464940E+0	7.889640E+0
-9.500000E-1	8.236880E-2	2.444130E-1	1.549310E+0	8.104820E+0
-9.000000E-1	7.648510E-2	2.647940E-1	1.688210E+0	8.446920E+0
-8.500000E-1	6.992180E-2	2.790210E-1	1.897850E+0	8.985200E+0
-8.000000E-1	6.340190E-2	2.908270E-1	2.159030E+0	9.697160E+0
-7.500000E-1	5.792630E-2	3.035850E-1	2.468430E+0	1.076520E+1
-7.000000E-1	5.278650E-2	3.202710E-1	2.763370E+0	1.214430E+1
-6.500000E-1	4.932880E-2	3.397570E-1	3.012280E+0	1.394850E+1
-6.000000E-1	4.653450E-2	3.601750E-1	3.186830E+0	1.618840E+1
-5.500000E-1	4.559770E-2	3.793570E-1	3.316470E+0	1.875520E+1
-5.000000E-1	4.496370E-2	3.965120E-1	3.396060E+0	2.139320E+1
-4.500000E-1	4.552040E-2	4.104030E-1	3.458420E+0	2.421790E+1
-4.000000E-1	4.601970E-2	4.226160E-1	3.495120E+0	2.652550E+1
-3.500000E-1	4.664130E-2	4.325810E-1	3.524280E+0	2.817580E+1
-3.000000E-1	4.742720E-2	4.411600E-1	3.552300E+0	2.908310E+1
-2.500000E-1	4.798690E-2	4.489460E-1	3.574270E+0	2.916210E+1
-2.000000E-1	4.837990E-2	4.554470E-1	3.588640E+0	2.858900E+1
-1.500000E-1	4.911780E-2	4.604650E-1	3.609130E+0	2.790620E+1
-1.000000E-1	4.924170E-2	4.659760E-1	3.618680E+0	2.693510E+1
-5.000000E-2	4.980630E-2	4.707710E-1	3.629780E+0	2.583310E+1
0.000000E+0	5.019290E-2	4.746090E-1	3.641370E+0	2.511240E+1
5.000000E-2	5.053190E-2	4.788620E-1	3.650520E+0	2.417750E+1
1.000000E-1	5.090130E-2	4.817530E-1	3.658860E+0	2.350160E+1
1.500000E-1	5.143560E-2	4.847900E-1	3.663150E+0	2.296690E+1
2.000000E-1	5.143240E-2	4.873480E-1	3.671160E+0	2.223070E+1
2.500000E-1	5.171550E-2	4.899510E-1	3.681690E+0	2.179780E+1
3.000000E-1	5.180680E-2	4.919630E-1	3.683060E+0	2.134470E+1
3.500000E-1	5.198870E-2	4.943780E-1	3.690390E+0	2.094990E+1
4.000000E-1	5.220540E-2	4.957310E-1	3.701300E+0	2.038180E+1
4.500000E-1	5.274060E-2	4.975310E-1	3.698500E+0	2.029130E+1
5.000000E-1	5.266580E-2	4.997840E-1	3.703600E+0	1.990080E+1
5.500000E-1	5.297090E-2	5.004220E-1	3.706250E+0	1.964120E+1
6.000000E-1	5.285490E-2	5.008180E-1	3.709600E+0	1.936420E+1
6.500000E-1	5.297500E-2	5.027460E-1	3.709620E+0	1.907970E+1
7.000000E-1	5.326320E-2	5.041760E-1	3.716940E+0	1.899150E+1
7.500000E-1	5.348900E-2	5.050080E-1	3.718230E+0	1.875090E+1
8.000000E-1	5.347070E-2	5.061240E-1	3.722260E+0	1.856830E+1
8.500000E-1	5.353460E-2	5.067540E-1	3.728700E+0	1.836590E+1
9.000000E-1	5.367320E-2	5.089160E-1	3.725370E+0	1.805670E+1
9.500000E-1	5.385510E-2	5.089650E-1	3.730590E+0	1.802360E+1
1.000000E+0	5.373360E-2	5.099630E-1	3.728620E+0	1.769010E+1
1.050000E+0	5.413570E-2	5.102440E-1	3.731140E+0	1.762670E+1
1.100000E+0	5.401490E-2	5.113230E-1	3.735350E+0	1.752070E+1
1.150000E+0	5.420970E-2	5.117500E-1	3.734320E+0	1.737070E+1
1.200000E+0	5.415840E-2	5.125390E-1	3.734120E+0	1.724720E+1
1.250000E+0	5.437300E-2	5.127650E-1	3.745430E+0	1.723010E+1
1.300000E+0	5.400810E-2	5.138130E-1	3.745740E+0	1.711610E+1
1.350000E+0	5.440850E-2	5.143350E-1	3.747210E+0	1.704970E+1
1.400000E+0	5.435830E-2	5.143140E-1	3.745960E+0	1.698130E+1
1.450000E+0	5.441100E-2	5.148000E-1	3.751740E+0	1.687160E+1
1.500000E+0	5.430080E-2	5.145210E-1	3.751060E+0	1.686330E+1
1.550000E+0	5.463090E-2	5.150920E-1	3.750340E+0	1.676070E+1
1.600000E+0	5.470630E-2	5.157260E-1	3.752740E+0	1.678690E+1
1.650000E+0	5.476270E-2	5.156060E-1	3.748900E+0	1.681000E+1
1.700000E+0	5.467230E-2	5.153750E-1	3.749560E+0	1.666330E+1
1.750000E+0	5.485240E-2	5.163480E-1	3.752930E+0	1.671530E+1
1.800000E+0	5.475890E-2	5.171960E-1	3.754720E+0	1.667790E+1
1.850000E+0	5.502170E-2	5.177820E-1	3.755740E+0	1.662070E+1
1.900000E+0	5.495040E-2	5.177350E-1	3.755290E+0	1.658920E+1
1.950000E+0	5.483790E-2	5.184750E-1	3.756480E+0	1.649330E+1
2.000000E+0	5.515710E-2	5.188130E-1	3.753770E+0	1.659890E+1
2.050000E+0	5.470230E-2	5.184680E-1	3.756910E+0	1.646850E+1
2.100000E+0	5.504580E-2	5.178840E-1	3.757640E+0	1.643470E+1
2.150000E+0	5.505940E-2	5.183900E-1	3.759380E+0	1.640770E+1
2.200000E+0	5.514580E-2	5.184870E-1	3.754710E+0	1.640430E+1
2.250000E+0	5.525750E-2	5.194000E-1	3.758590E+0	1.629580E+1
2.300000E+0	5.537570E-2	5.189850E-1	3.756500E+0	1.630010E+1
2.350000E+0	5.531080E-2	5.197750E-1	3.761270E+0	1.619640E+1
2.400000E+0	5.546810E-2	5.196780E-1	3.758750E+0	1.619150E+1
2.450000E+0	5.539300E-2	5.203340E-1	3.761150E+0	1.615210E+1
2.500000E+0	5.530320E-2	5.201470E-1	3.764750E+0	1.612490E+1
2.550000E+0	5.560890E-2	5.199220E-1	3.767350E+0	1.610130E+1
2.600000E+0	5.567490E-2	5.202060E-1	3.760250E+0	1.597750E+1
2.650000E+0	5.543460E-2	5.204780E-1	3.761350E+0	1.589560E+1
2.700000E+0	5.555660E-2	5.208300E-1	3.760070E+0	1.595730E+1
2.750000E+0	5.533830E-2	5.211380E-1	3.764750E+0	1.592180E+1
2.800000E+0	5.588080E-2	5.212790E-1	3.768140E+0	1.581650E+1
2.850000E+0	5.589820E-2	5.210830E-1	3.760740E+0	1.584510E+1
2.900000E+0	5.606680E-2	5.210570E-1	3.759150E+0	1.573800E+1
2.950000E+0	5.572570E-2	5.202950E-1	3.760010E+0	1.574470E+1
3.000000E+0	5.590940E-2	5.207590E-1	3.760030E+0	1.579010E+1
