V	1.000k	10.000k	100.000k	1.000M
-3.000000E+0	1.049280E-2	3.263630E-2	2.546600E-1	3.275580E+0
-2.950000E+0	1.048020E-2	3.246740E-2	2.543140E-1	3.271260E+0
-2.900000E+0	1.023380E-2	3.227500E-2	2.540470E-1	3.267750E+0
-2.850000E+0	1.015400E-2	3.211780E-2	2.537370E-1	3.264950E+0
-2.800000E+0	1.002890E-2	3.199810E-2	2.534210E-1	3.261400E+0
-2.750000E+0	9.913550E-3	3.190680E-2	2.531720E-1	3.258420E+0
-2.700000E+0	9.844030E-3	3.186450E-2	2.528540E-1	3.254990E+0
-2.650000E+0	9.630420E-3	3.184520E-2	2.526580E-1	3.251790E+0
-2.600000E+0	9.638740E-3	3.174110E-2	2.523100E-1	3.248330E+0
-2.550000E+0	9.671140E-3	3.168620E-2	2.520590E-1	3.245570E+0
-2.500000E+0	9.404350E-3	3.163880E-2	2.517680E-1	3.242690E+0
-2.450000E+0	9.279090E-3	3.150900E-2	2.515770E-1	3.239510E+0
-2.400000E+0	9.157770E-3	3.142220E-2	2.513060E-1	3.236720E+0
-2.350000E+0	9.073330E-3	3.122280E-2	2.510470E-1	3.233860E+0
-2.300000E+0	9.080640E-3	3.112590E-2	2.507700E-1	3.230880E+0
-2.250000E+0	8.884460E-3	3.105360E-2	2.505370E-1	3.227850E+0
-2.200000E+0	8.850730E-3	3.085260E-2	2.502890E-1	3.225360E+0
-2.150000E+0	8.647780E-3	3.072810E-2	2.499960E-1	3.222440E+0
-2.100000E+0	8.731910E-3	3.062110E-2	2.497740E-1	3.219090E+0
-2.050000E+0	8.521200E-3	3.050050E-2	2.496070E-1	3.216920E+0
-2.000000E+0	8.399770E-3	3.048380E-2	2.493410E-1	3.213830E+0
-1.950000E+0	8.396210E-3	3.039190E-2	2.491300E-1	3.210750E+0
-1.900000E+0	8.393430E-3	3.040430E-2	2.488390E-1	3.207950E+0
-1.850000E+0	8.229060E-3	3.033020E-2	2.486030E-1	3.205100E+0
-1.800000E+0	8.131920E-3	3.030070E-2	2.484380E-1	3.202100E+0
-1.750000E+0	8.168320E-3	3.023630E-2	2.481970E-1	3.199380E+0
-1.700000E+0	8.155810E-3	3.018800E-2	2.479870E-1	3.196720E+0
-1.650000E+0	7.953000E-3	3.013540E-2	2.477360E-1	3.194190E+0
-1.600000E+0	7.943300E-3	2.997280E-2	2.474820E-1	3.191090E+0
-1.550000E+0	7.742130E-3	2.990660E-2	2.472840E-1	3.188080E+0
-1.500000E+0	7.782200E-3	2.972150E-2	2.470520E-1	3.185450E+0
-1.450000E+0	7.778070E-3	2.954600E-2	2.468700E-1	3.182660E+0
-1.400000E+0	7.567590E-3	2.938870E-2	2.465900E-1	3.179700E+0
-1.350000E+0	7.568170E-3	2.928250E-2	2.464010E-1	3.177280E+0
-1.300000E+0	7.649100E-3	2.920610E-2	2.462100E-1	3.174260E+0
-1.250000E+0	7.335610E-3	2.917900E-2	2.459280E-1	3.171750E+0
-1.200000E+0	7.259990E-3	2.919920E-2	2.458050E-1	3.169710E+0
-1.150000E+0	7.291000E-3	2.918770E-2	2.455740E-1	3.166440E+0
-1.100000E+0	7.385320E-3	2.919520E-2	2.453340E-1	3.163670E+0
-1.050000E+0	7.050970E-3	2.926290E-2	2.451490E-1	3.160690E+0
-1.000000E+0	7.159970E-3	2.921830E-2	2.449520E-1	3.158330E+0
-9.500000E-1	7.042750E-3	2.921850E-2	2.448050E-1	3.155680E+0
-9.000000E-1	6.905480E-3	2.912930E-2	2.445590E-1	3.153290E+0
-8.500000E-1	6.954750E-3	2.900620E-2	2.442930E-1	3.150060E+0
-8.000000E-1	6.872810E-3	2.888590E-2	2.440840E-1	3.147330E+0
-7.500000E-1	6.819330E-3	2.876260E-2	2.439120E-1	3.144880E+0
-7.000000E-1	6.795150E-3	2.864550E-2	2.436790E-1	3.142270E+0
-6.500000E-1	6.803110E-3	2.861970E-2	2.434830E-1	3.139390E+0
-6.000000E-1	6.823950E-3	2.855540E-2	2.433010E-1	3.136700E+0
