V	1.000k	10.000k	100.000k	1.000M
-3.000000E+0	-1.169310E-1	4.565140E-4	-1.899780E-3	1.723930E-2
-2.950000E+0	-4.639570E-2	1.043740E-3	-1.044520E-2	1.907060E-2
-2.900000E+0	2.230340E-2	-8.737820E-3	-1.072270E-2	1.960800E-2
-2.850000E+0	-2.170540E-1	2.720330E-3	-8.277410E-3	1.911630E-2
-2.800000E+0	7.626810E-2	1.962360E-3	-4.900720E-3	2.074730E-2
-2.750000E+0	3.714240E-2	7.128690E-3	-6.001120E-3	1.986750E-2
-2.700000E+0	-1.276600E-2	1.260530E-2	-5.500860E-3	2.076160E-2
-2.650000E+0	1.674770E-2	-9.999560E-3	-1.333000E-3	1.754490E-2
-2.600000E+0	-8.132260E-2	-1.252480E-2	-6.830030E-3	2.036420E-2
-2.550000E+0	9.818420E-2	-1.467840E-3	-7.437600E-3	1.812840E-2
-2.500000E+0	-3.072810E-1	-1.020400E-2	-9.513800E-3	2.122870E-2
-2.450000E+0	-3.991680E-2	8.558420E-3	-1.114510E-2	1.871610E-2
-2.400000E+0	-1.234350E-2	-1.267530E-5	-1.075940E-2	2.011380E-2
-2.350000E+0	-4.662670E-2	-2.072070E-3	-1.236710E-2	2.088640E-2
-2.300000E+0	-7.525100E-2	-4.815000E-3	-1.111700E-2	1.963110E-2
-2.250000E+0	-3.252790E-2	-9.092580E-5	-2.370130E-2	1.931200E-2
-2.200000E+0	-5.583090E-2	-8.726180E-3	-1.234810E-2	2.115760E-2
-2.150000E+0	-8.710250E-2	-5.984900E-3	-9.666830E-3	2.017370E-2
-2.100000E+0	-7.605000E-2	3.524820E-3	-1.998440E-2	2.271350E-2
-2.050000E+0	-2.546050E-2	1.392440E-2	-2.032380E-2	2.104910E-2
-2.000000E+0	-6.597480E-2	-8.287840E-3	-1.902620E-2	2.192360E-2
-1.950000E+0	4.077340E-2	4.371910E-3	-2.272370E-2	2.467920E-2
-1.900000E+0	-7.245260E-2	6.217200E-3	-2.539500E-2	2.290470E-2
-1.850000E+0	-3.054680E-2	-1.182460E-2	-1.330980E-2	2.257490E-2
-1.800000E+0	2.776110E-3	-2.127860E-3	-2.044890E-2	2.296430E-2
-1.750000E+0	-4.622490E-2	-1.085540E-3	-1.746510E-2	2.485530E-2
-1.700000E+0	-1.722890E-2	1.142240E-1	-2.090050E-2	2.372500E-2
-1.650000E+0	-4.073400E-2	1.848150E-1	-2.423310E-2	2.600020E-2
-1.600000E+0	-1.862890E-1	2.217610E-1	-2.611750E-2	2.548560E-2
-1.550000E+0	-2.825620E-2	1.923900E-1	-2.464510E-2	2.549660E-2
-1.500000E+0	1.311500E-2	1.360430E-1	-2.643130E-2	2.488710E-2
-1.450000E+0	-6.444390E-2	3.487980E-2	-2.850430E-2	2.572280E-2
-1.400000E+0	-8.621840E-2	-4.580910E-2	-2.588080E-2	2.473970E-2
-1.350000E+0	1.103310E-3	-8.090410E-2	-3.286610E-2	2.601250E-2
-1.300000E+0	-3.404680E-2	-1.202760E-1	-3.153560E-2	2.476910E-2
-1.250000E+0	-5.754380E-2	-1.261890E-1	-3.333950E-2	2.849400E-2
-1.200000E+0	8.702540E-2	-1.248310E-1	-2.415470E-2	2.515990E-2
