V	1.000k	10.000k	100.000k	1.000M
-3.000000E+0	2.083240E-11	2.986740E-11	2.901220E-11	2.074390E-11
-2.950000E+0	4.425410E-11	2.971440E-11	2.939970E-11	2.090970E-11
-2.900000E+0	3.832800E-11	3.001220E-11	2.970120E-11	2.100060E-11
-2.850000E+0	4.280200E-11	3.126070E-11	2.996400E-11	2.104060E-11
-2.800000E+0	4.049940E-11	3.186110E-11	3.018350E-11	2.106870E-11
-2.750000E+0	2.866830E-11	3.050800E-11	3.034990E-11	2.107290E-11
-2.700000E+0	2.232090E-11	2.910560E-11	3.058320E-11	2.106730E-11
-2.650000E+0	1.243770E-11	2.846660E-11	3.088720E-11	2.104610E-11
-2.600000E+0	3.706650E-11	3.074890E-11	3.115320E-11	2.103670E-11
-2.550000E+0	1.169140E-11	2.958560E-11	3.156910E-11	2.100900E-11
-2.500000E+0	3.802780E-11	3.370020E-11	3.191120E-11	2.098170E-11
-2.450000E+0	2.522550E-11	3.353980E-11	3.253480E-11	2.094050E-11
-2.400000E+0	1.678620E-11	3.392640E-11	3.330250E-11	2.091120E-11
-2.350000E+0	5.756650E-11	3.765980E-11	3.432140E-11	2.088010E-11
-2.300000E+0	2.117350E-11	3.878540E-11	3.577560E-11	2.084250E-11
-2.250000E+0	3.169920E-11	4.044450E-11	3.774170E-11	2.079090E-11
-2.200000E+0	2.159300E-11	4.400150E-11	4.034840E-11	2.076510E-11
-2.150000E+0	4.965980E-11	4.772920E-11	4.379010E-11	2.072240E-11
-2.100000E+0	3.513930E-11	5.204070E-11	4.814790E-11	2.065310E-11
-2.050000E+0	5.096510E-11	5.832750E-11	5.357070E-11	2.054170E-11
-2.000000E+0	4.595760E-11	6.511630E-11	6.000320E-11	2.036760E-11
-1.950000E+0	5.313110E-11	7.195330E-11	6.722800E-11	2.013040E-11
-1.900000E+0	6.558960E-11	8.067200E-11	7.490140E-11	1.980250E-11
-1.850000E+0	6.516000E-11	8.831300E-11	8.263510E-11	1.944920E-11
-1.800000E+0	6.708310E-11	9.635060E-11	8.996850E-11	1.911410E-11
-1.750000E+0	7.305630E-11	1.036290E-10	9.660740E-11	1.883560E-11
-1.700000E+0	8.913690E-11	1.105710E-10	1.025740E-10	1.867060E-11
-1.650000E+0	8.612760E-11	1.175850E-10	1.076340E-10	1.865090E-11
-1.600000E+0	9.767700E-11	1.227850E-10	1.118960E-10	1.874480E-11
-1.550000E+0	1.062080E-10	1.274600E-10	1.154300E-10	1.894960E-11
-1.500000E+0	1.129840E-10	1.305140E-10	1.183100E-10	1.921920E-11
-1.450000E+0	1.010730E-10	1.338730E-10	1.206060E-10	1.952840E-11
-1.400000E+0	1.115100E-10	1.364590E-10	1.223990E-10	1.986030E-11
-1.350000E+0	1.129140E-10	1.380740E-10	1.237870E-10	2.018180E-11
-1.300000E+0	1.233200E-10	1.394630E-10	1.247700E-10	2.047820E-11
-1.250000E+0	1.147450E-10	1.408790E-10	1.254480E-10	2.071670E-11
-1.200000E+0	1.189200E-10	1.412680E-10	1.258670E-10	2.093050E-11
-1.150000E+0	1.249140E-10	1.417530E-10	1.260520E-10	2.108910E-11
-1.100000E+0	1.163360E-10	1.420920E-10	1.259990E-10	2.121190E-11
-1.050000E+0	1.305460E-10	1.418400E-10	1.258050E-10	2.128260E-11
-1.000000E+0	1.237920E-10	1.402970E-10	1.254370E-10	2.132000E-11
-9.500000E-1	1.298710E-10	1.397350E-10	1.249720E-10	2.130830E-11
-9.000000E-1	1.206470E-10	1.393600E-10	1.244110E-10	2.126680E-11
-8.500000E-1	1.120710E-10	1.388030E-10	1.237710E-10	2.119480E-11
-8.000000E-1	1.096310E-10	1.383970E-10	1.229900E-10	2.109930E-11
-7.500000E-1	1.101850E-10	1.374450E-10	1.221930E-10	2.097510E-11
