V	1.000k	10.000k	100.000k	1.000M
-3.000000E+0	1.061840E-9	1.048730E-9	9.778010E-10	1.194440E-10
-2.950000E+0	1.060320E-9	1.047620E-9	9.770180E-10	1.195860E-10
-2.900000E+0	1.059080E-9	1.046520E-9	9.762630E-10	1.197000E-10
-2.850000E+0	1.057820E-9	1.045600E-9	9.755490E-10	1.197790E-10
-2.800000E+0	1.056470E-9	1.044610E-9	9.749280E-10	1.198920E-10
-2.750000E+0	1.055530E-9	1.043720E-9	9.742290E-10	1.199860E-10
-2.700000E+0	1.054490E-9	1.042740E-9	9.735560E-10	1.200950E-10
-2.650000E+0	1.053180E-9	1.041780E-9	9.728920E-10	1.201910E-10
-2.600000E+0	1.052150E-9	1.040830E-9	9.723150E-10	1.203010E-10
-2.550000E+0	1.051040E-9	1.039880E-9	9.716420E-10	1.203840E-10
-2.500000E+0	1.049900E-9	1.038890E-9	9.710150E-10	1.204790E-10
-2.450000E+0	1.048980E-9	1.038010E-9	9.703720E-10	1.205740E-10
-2.400000E+0	1.047430E-9	1.036980E-9	9.697380E-10	1.206610E-10
-2.350000E+0	1.046740E-9	1.036030E-9	9.691040E-10	1.207510E-10
-2.300000E+0	1.045680E-9	1.035130E-9	9.685250E-10	1.208490E-10
-2.250000E+0	1.044460E-9	1.034270E-9	9.679310E-10	1.209420E-10
-2.200000E+0	1.043720E-9	1.033450E-9	9.673260E-10	1.210160E-10
-2.150000E+0	1.042640E-9	1.032580E-9	9.666990E-10	1.211030E-10
-2.100000E+0	1.041570E-9	1.031750E-9	9.660650E-10	1.212150E-10
-2.050000E+0	1.040690E-9	1.030970E-9	9.654560E-10	1.212830E-10
-2.000000E+0	1.039800E-9	1.030170E-9	9.648130E-10	1.213820E-10
-1.950000E+0	1.038750E-9	1.029320E-9	9.642250E-10	1.214810E-10
-1.900000E+0	1.037730E-9	1.028530E-9	9.636430E-10	1.215700E-10
-1.850000E+0	1.036900E-9	1.027680E-9	9.630240E-10	1.216600E-10
-1.800000E+0	1.035840E-9	1.026770E-9	9.623910E-10	1.217570E-10
-1.750000E+0	1.034990E-9	1.025930E-9	9.618180E-10	1.218420E-10
-1.700000E+0	1.033850E-9	1.025050E-9	9.612150E-10	1.219280E-10
-1.650000E+0	1.033080E-9	1.024120E-9	9.606680E-10	1.220100E-10
-1.600000E+0	1.031980E-9	1.023270E-9	9.600660E-10	1.221110E-10
-1.550000E+0	1.031280E-9	1.022490E-9	9.594590E-10	1.222050E-10
-1.500000E+0	1.030120E-9	1.021620E-9	9.589000E-10	1.222910E-10
-1.450000E+0	1.029340E-9	1.020810E-9	9.582840E-10	1.223800E-10
-1.400000E+0	1.028390E-9	1.020060E-9	9.576770E-10	1.224710E-10
-1.350000E+0	1.027540E-9	1.019350E-9	9.570830E-10	1.225520E-10
-1.300000E+0	1.026490E-9	1.018640E-9	9.565120E-10	1.226470E-10
-1.250000E+0	1.025780E-9	1.017940E-9	9.559350E-10	1.227260E-10
-1.200000E+0	1.024830E-9	1.017210E-9	9.553230E-10	1.227870E-10
-1.150000E+0	1.023950E-9	1.016410E-9	9.547440E-10	1.229010E-10
-1.100000E+0	1.023200E-9	1.015600E-9	9.541340E-10	1.229900E-10
-1.050000E+0	1.022250E-9	1.014840E-9	9.535820E-10	1.230840E-10
-1.000000E+0	1.021210E-9	1.013920E-9	9.530030E-10	1.231540E-10
-9.500000E-1	1.020620E-9	1.013090E-9	9.524110E-10	1.232380E-10
-9.000000E-1	1.019570E-9	1.012230E-9	9.518520E-10	1.233140E-10
-8.500000E-1	1.018640E-9	1.011400E-9	9.512490E-10	1.234190E-10
-8.000000E-1	1.017880E-9	1.010530E-9	9.506830E-10	1.235060E-10
-7.500000E-1	1.017110E-9	1.009800E-9	9.500960E-10	1.235900E-10
-7.000000E-1	1.016240E-9	1.009200E-9	9.494890E-10	1.236720E-10
-6.500000E-1	1.015440E-9	1.008470E-9	9.488890E-10	1.237640E-10
-6.000000E-1	1.014660E-9	1.007680E-9	9.483260E-10	1.238460E-10
-5.500000E-1	1.013770E-9	1.006900E-9	9.477260E-10	1.239290E-10
-5.000000E-1	1.012680E-9	1.006130E-9	9.471370E-10	1.240220E-10
-4.500000E-1	1.012100E-9	1.005380E-9	9.465540E-10	1.241020E-10
-4.000000E-1	1.011390E-9	1.004630E-9	9.459510E-10	1.241950E-10
-3.500000E-1	1.010410E-9	1.003930E-9	9.454180E-10	1.242830E-10
-3.000000E-1	1.009620E-9	1.003190E-9	9.447930E-10	1.243750E-10
-2.500000E-1	1.008830E-9	1.002420E-9	9.442450E-10	1.244600E-10
-2.000000E-1	1.008060E-9	1.001670E-9	9.436610E-10	1.245540E-10
-1.500000E-1	1.007280E-9	1.000900E-9	9.430530E-10	1.246380E-10
-1.000000E-1	1.006420E-9	1.000180E-9	9.424990E-10	1.247210E-10
-5.000000E-2	1.005580E-9	9.994210E-10	9.419110E-10	1.248040E-10
0.000000E+0	1.004990E-9	9.987040E-10	9.413240E-10	1.249070E-10
5.000000E-2	1.004180E-9	9.980030E-10	9.407620E-10	1.249870E-10
1.000000E-1	1.003370E-9	9.972900E-10	9.401510E-10	1.250590E-10
1.500000E-1	1.002570E-9	9.965480E-10	9.395920E-10	1.251470E-10
2.000000E-1	1.001700E-9	9.958460E-10	9.390000E-10	1.252420E-10
2.500000E-1	1.001220E-9	9.950570E-10	9.384440E-10	1.253200E-10
3.000000E-1	1.000270E-9	9.943230E-10	9.378780E-10	1.254270E-10
3.500000E-1	9.994960E-10	9.936970E-10	9.372850E-10	1.255070E-10
4.000000E-1	9.989840E-10	9.929390E-10	9.367380E-10	1.255940E-10
4.500000E-1	9.982190E-10	9.922710E-10	9.361470E-10	1.256940E-10
5.000000E-1	9.973170E-10	9.915580E-10	9.355940E-10	1.257600E-10
5.500000E-1	9.966790E-10	9.908950E-10	9.350100E-10	1.258510E-10
6.000000E-1	9.960030E-10	9.902140E-10	9.343950E-10	1.259510E-10
6.500000E-1	9.952450E-10	9.895360E-10	9.338450E-10	1.260190E-10
7.000000E-1	9.946220E-10	9.888020E-10	9.332910E-10	1.261040E-10
7.500000E-1	9.940450E-10	9.881260E-10	9.327840E-10	1.261850E-10
8.000000E-1	9.931990E-10	9.874240E-10	9.321990E-10	1.262880E-10
8.500000E-1	9.924620E-10	9.867810E-10	9.316120E-10	1.263780E-10
9.000000E-1	9.919710E-10	9.861030E-10	9.310660E-10	1.264380E-10
9.500000E-1	9.912430E-10	9.855060E-10	9.305140E-10	1.265250E-10
1.000000E+0	9.905460E-10	9.848640E-10	9.300170E-10	1.266180E-10
1.050000E+0	9.900390E-10	9.842020E-10	9.294500E-10	1.267050E-10
1.100000E+0	9.894090E-10	9.835420E-10	9.289090E-10	1.267910E-10
1.150000E+0	9.887810E-10	9.829510E-10	9.283650E-10	1.268620E-10
1.200000E+0	9.880490E-10	9.823180E-10	9.278180E-10	1.269370E-10
1.250000E+0	9.874530E-10	9.816940E-10	9.273040E-10	1.270400E-10
1.300000E+0	9.868450E-10	9.810570E-10	9.267710E-10	1.271050E-10
1.350000E+0	9.862030E-10	9.804220E-10	9.262290E-10	1.272040E-10
1.400000E+0	9.856160E-10	9.798170E-10	9.257220E-10	1.272730E-10
1.450000E+0	9.850470E-10	9.792450E-10	9.251710E-10	1.273570E-10
1.500000E+0	9.846400E-10	9.786090E-10	9.246750E-10	1.274510E-10
1.550000E+0	9.839030E-10	9.779580E-10	9.241350E-10	1.275220E-10
1.600000E+0	9.832620E-10	9.773900E-10	9.235820E-10	1.276040E-10
1.650000E+0	9.826870E-10	9.768470E-10	9.230280E-10	1.276720E-10
1.700000E+0	9.822580E-10	9.763160E-10	9.225420E-10	1.277520E-10
1.750000E+0	9.816190E-10	9.757960E-10	9.220670E-10	1.278340E-10
1.800000E+0	9.811020E-10	9.752670E-10	9.215780E-10	1.279190E-10
1.850000E+0	9.804790E-10	9.746550E-10	9.210610E-10	1.280010E-10
1.900000E+0	9.798520E-10	9.741780E-10	9.205580E-10	1.280790E-10
1.950000E+0	9.793280E-10	9.735980E-10	9.200330E-10	1.281550E-10
2.000000E+0	9.787990E-10	9.728970E-10	9.195370E-10	1.282370E-10
2.050000E+0	9.784340E-10	9.723130E-10	9.190620E-10	1.283350E-10
2.100000E+0	9.777740E-10	9.717090E-10	9.185430E-10	1.283810E-10
2.150000E+0	9.771920E-10	9.711480E-10	9.180560E-10	1.284570E-10
2.200000E+0	9.768400E-10	9.705680E-10	9.175530E-10	1.285330E-10
2.250000E+0	9.765200E-10	9.700080E-10	9.171150E-10	1.286080E-10
2.300000E+0	9.757990E-10	9.694980E-10	9.165850E-10	1.286860E-10
2.350000E+0	9.751620E-10	9.689840E-10	9.161370E-10	1.287480E-10
2.400000E+0	9.749160E-10	9.685160E-10	9.156050E-10	1.288240E-10
2.450000E+0	9.742400E-10	9.680420E-10	9.151790E-10	1.288960E-10
2.500000E+0	9.738810E-10	9.675660E-10	9.146590E-10	1.289850E-10
2.550000E+0	9.733560E-10	9.671360E-10	9.141540E-10	1.290480E-10
2.600000E+0	9.730190E-10	9.666130E-10	9.137300E-10	1.291230E-10
2.650000E+0	9.722620E-10	9.661040E-10	9.132340E-10	1.292110E-10
2.700000E+0	9.718540E-10	9.655540E-10	9.127310E-10	1.292760E-10
2.750000E+0	9.715280E-10	9.650840E-10	9.123400E-10	1.293270E-10
2.800000E+0	9.709640E-10	9.644850E-10	9.118050E-10	1.294080E-10
2.850000E+0	9.704500E-10	9.639280E-10	9.113580E-10	1.294920E-10
2.900000E+0	9.701030E-10	9.633830E-10	9.108910E-10	1.295560E-10
2.950000E+0	9.696370E-10	9.628950E-10	9.104790E-10	1.296180E-10
3.000000E+0	9.691700E-10	9.623730E-10	9.100010E-10	1.297100E-10
