V	1.000k	10.000k	100.000k	1.000M
-3.000000E+0	1.009910E-2	3.160230E-2	2.483110E-1	3.179790E+0
-2.950000E+0	9.607270E-3	3.136770E-2	2.480430E-1	3.176290E+0
-2.900000E+0	9.594790E-3	3.126850E-2	2.477560E-1	3.172850E+0
-2.850000E+0	9.258080E-3	3.114750E-2	2.474790E-1	3.169960E+0
-2.800000E+0	9.518060E-3	3.102500E-2	2.472660E-1	3.167160E+0
-2.750000E+0	9.356890E-3	3.088960E-2	2.470360E-1	3.164400E+0
-2.700000E+0	9.027880E-3	3.078960E-2	2.468200E-1	3.164910E+0
-2.650000E+0	9.216780E-3	3.067510E-2	2.465800E-1	3.162490E+0
-2.600000E+0	8.894130E-3	3.053770E-2	2.463090E-1	3.159470E+0
-2.550000E+0	9.048750E-3	3.051730E-2	2.460450E-1	3.157090E+0
-2.500000E+0	8.903950E-3	3.048740E-2	2.458350E-1	3.154120E+0
-2.450000E+0	8.835370E-3	3.040070E-2	2.456380E-1	3.151670E+0
-2.400000E+0	8.615150E-3	3.043650E-2	2.454060E-1	3.147940E+0
-2.350000E+0	8.592330E-3	3.027960E-2	2.451800E-1	3.144290E+0
-2.300000E+0	8.482260E-3	3.023590E-2	2.450000E-1	3.141380E+0
-2.250000E+0	8.282400E-3	3.013390E-2	2.447370E-1	3.138880E+0
-2.200000E+0	8.442750E-3	3.001850E-2	2.445060E-1	3.136820E+0
-2.150000E+0	8.258860E-3	2.995570E-2	2.443260E-1	3.134050E+0
-2.100000E+0	8.247090E-3	2.980420E-2	2.441190E-1	3.130950E+0
-2.050000E+0	8.262970E-3	2.962820E-2	2.438530E-1	3.128550E+0
-2.000000E+0	8.109880E-3	2.956280E-2	2.436690E-1	3.126210E+0
-1.950000E+0	7.978630E-3	2.945210E-2	2.434790E-1	3.123320E+0
-1.900000E+0	7.910780E-3	2.938510E-2	2.432970E-1	3.120510E+0
-1.850000E+0	7.852470E-3	2.932020E-2	2.430910E-1	3.118230E+0
-1.800000E+0	7.824660E-3	2.925150E-2	2.428760E-1	3.115600E+0
-1.750000E+0	7.748870E-3	2.922340E-2	2.426560E-1	3.112960E+0
-1.700000E+0	7.630180E-3	2.926680E-2	2.424890E-1	3.110250E+0
-1.650000E+0	7.609450E-3	2.922430E-2	2.422360E-1	3.107780E+0
