V	1.000k	10.000k	100.000k	1.000M
-3.000000E+0	3.914040E-13	3.818780E-13	4.270490E-13	4.243820E-13
-2.950000E+0	4.343220E-13	3.690010E-13	4.238640E-13	4.335530E-13
-2.900000E+0	4.480460E-13	3.413920E-13	4.280290E-13	4.310300E-13
-2.850000E+0	4.354490E-13	3.423540E-13	4.272610E-13	4.391010E-13
-2.800000E+0	4.653560E-13	3.664610E-13	4.271610E-13	4.444050E-13
-2.750000E+0	4.501650E-13	4.047840E-13	4.274960E-13	4.477530E-13
-2.700000E+0	4.447060E-13	4.395210E-13	4.245950E-13	4.515590E-13
-2.650000E+0	4.482140E-13	4.573270E-13	4.283730E-13	4.552090E-13
-2.600000E+0	4.111460E-13	4.816880E-13	4.272330E-13	4.614350E-13
-2.550000E+0	4.468010E-13	5.152330E-13	4.278740E-13	4.587870E-13
-2.500000E+0	4.335030E-13	5.162300E-13	4.297350E-13	4.556710E-13
-2.450000E+0	4.253220E-13	4.391790E-13	4.319750E-13	4.531460E-13
-2.400000E+0	4.809420E-13	4.409090E-13	4.341650E-13	4.442460E-13
-2.350000E+0	4.856500E-13	4.491620E-13	4.394430E-13	4.417080E-13
-2.300000E+0	5.011820E-13	4.592390E-13	4.447280E-13	4.476910E-13
-2.250000E+0	5.070490E-13	4.711210E-13	4.521210E-13	4.424060E-13
-2.200000E+0	5.479220E-13	5.033520E-13	4.746090E-13	4.503670E-13
-2.150000E+0	6.108230E-13	5.510690E-13	4.956850E-13	4.579740E-13
-2.100000E+0	5.841960E-13	6.077100E-13	5.372360E-13	4.778130E-13
-2.050000E+0	7.174250E-13	6.913860E-13	5.997040E-13	5.019720E-13
-2.000000E+0	7.880150E-13	8.062050E-13	7.005060E-13	5.446580E-13
-1.950000E+0	8.568290E-13	9.624590E-13	8.579010E-13	5.983950E-13
-1.900000E+0	9.641340E-13	1.156420E-12	1.080690E-12	6.758280E-13
-1.850000E+0	1.060100E-12	1.389280E-12	1.354440E-12	7.695000E-13
-1.800000E+0	1.274720E-12	1.670770E-12	1.671900E-12	8.703590E-13
