V	1.000k	10.000k	100.000k	1.000M
-3.000000E+0	4.688570E-13	4.518400E-13	4.244940E-13	4.309180E-13
-2.950000E+0	4.527790E-13	4.513320E-13	4.230430E-13	4.309770E-13
-2.900000E+0	4.013780E-13	4.466360E-13	4.230260E-13	4.317280E-13
-2.850000E+0	4.301990E-13	4.301390E-13	4.243970E-13	4.313110E-13
-2.800000E+0	4.527160E-13	4.238420E-13	4.251860E-13	4.304910E-13
-2.750000E+0	4.605010E-13	4.192740E-13	4.251750E-13	4.321750E-13
-2.700000E+0	4.323600E-13	4.018350E-13	4.248630E-13	4.320430E-13
-2.650000E+0	4.311260E-13	3.971540E-13	4.245950E-13	4.323350E-13
-2.600000E+0	4.572700E-13	3.952180E-13	4.244330E-13	4.328650E-13
-2.550000E+0	4.615110E-13	3.981250E-13	4.247490E-13	4.336660E-13
-2.500000E+0	4.999070E-13	4.030780E-13	4.246950E-13	4.336950E-13
-2.450000E+0	4.151750E-13	4.197430E-13	4.259380E-13	4.352600E-13
-2.400000E+0	4.530360E-13	4.316760E-13	4.265110E-13	4.348210E-13
-2.350000E+0	4.591770E-13	4.427260E-13	4.253410E-13	4.362330E-13
-2.300000E+0	4.546510E-13	4.494470E-13	4.264430E-13	4.366910E-13
-2.250000E+0	4.419290E-13	4.565720E-13	4.258400E-13	4.374540E-13
-2.200000E+0	4.994860E-13	4.541780E-13	4.264720E-13	4.377520E-13
-2.150000E+0	4.629580E-13	4.456070E-13	4.275420E-13	4.384470E-13
-2.100000E+0	4.665830E-13	4.285390E-13	4.275260E-13	4.394060E-13
-2.050000E+0	4.334140E-13	4.270030E-13	4.275720E-13	4.403970E-13
-2.000000E+0	4.185710E-13	4.117380E-13	4.274650E-13	4.413440E-13
-1.950000E+0	4.603660E-13	4.076590E-13	4.287070E-13	4.427480E-13
-1.900000E+0	4.444760E-13	3.998640E-13	4.292530E-13	4.439960E-13
-1.850000E+0	4.665270E-13	3.959190E-13	4.298090E-13	4.463370E-13
