VIN,VSS,VDD,IDD,ISS,VREF,IREF,VOUT
0.0,0.0,3.3,-3.48e-12,9.91e+307,0.0,9.91e+307,0.041746
0.05,0.0,3.3,-1.7e-13,9.91e+307,0.0,9.91e+307,0.048614
0.1,0.0,3.3,3.9e-13,9.91e+307,0.0,9.91e+307,0.051744
0.15,0.0,3.3,3.1e-13,9.91e+307,0.0,9.91e+307,0.054834
0.2,0.0,3.3,-2e-13,9.91e+307,0.0,9.91e+307,0.0579
0.25,0.0,3.3,-2e-14,9.91e+307,0.0,9.91e+307,0.06083
0.3,0.0,3.3,1.42e-12,9.91e+307,0.0,9.91e+307,0.063772
0.35,0.0,3.3,4.67e-12,9.91e+307,0.0,9.91e+307,0.067004
0.4,0.0,3.3,2.12e-11,9.91e+307,0.0,9.91e+307,0.071576
0.45,0.0,3.3,6.096e-11,9.91e+307,0.0,9.91e+307,0.08145
0.5,0.0,3.3,1.3753e-10,9.91e+307,0.0,9.91e+307,0.103964
0.55,0.0,3.3,1.8248e-10,9.91e+307,0.0,9.91e+307,0.139198
0.6,0.0,3.3,1.996e-10,9.91e+307,0.0,9.91e+307,0.184654
0.65,0.0,3.3,2.0272e-10,9.91e+307,0.0,9.91e+307,0.232212
0.7,0.0,3.3,1.9954e-10,9.91e+307,0.0,9.91e+307,0.279574
0.75,0.0,3.3,2.07e-10,9.91e+307,0.0,9.91e+307,0.329358
0.8,0.0,3.3,2.3182e-10,9.91e+307,0.0,9.91e+307,0.374616
0.85,0.0,3.3,2.1958e-10,9.91e+307,0.0,9.91e+307,0.429126
0.9,0.0,3.3,2.0923e-10,9.91e+307,0.0,9.91e+307,0.47997
0.95,0.0,3.3,2.0713e-10,9.91e+307,0.0,9.91e+307,0.530848
1.0,0.0,3.3,2.1352e-10,9.91e+307,0.0,9.91e+307,0.581284
1.05,0.0,3.3,2.0589e-10,9.91e+307,0.0,9.91e+307,0.630938
1.1,0.0,3.3,2.0726e-10,9.91e+307,0.0,9.91e+307,0.681014
1.15,0.0,3.3,2.0684e-10,9.91e+307,0.0,9.91e+307,0.730452
1.2,0.0,3.3,1.9997e-10,9.91e+307,0.0,9.91e+307,0.78022
1.25,0.0,3.3,2.1093e-10,9.91e+307,0.0,9.91e+307,0.83001
1.3,0.0,3.3,2.0988e-10,9.91e+307,0.0,9.91e+307,0.879808
1.35,0.0,3.3,2.0281e-10,9.91e+307,0.0,9.91e+307,0.929314
1.4,0.0,3.3,2.0933e-10,9.91e+307,0.0,9.91e+307,0.979256
1.45,0.0,3.3,2.0483e-10,9.91e+307,0.0,9.91e+307,1.029976
