VIN,VSS,VDD,IDD,ISS,VREF,IIN,VOUT
1.4,0.0,3.3,4.10316e-07,-4.10343e-07,1.5,-4e-14,0.222718
1.45,0.0,3.3,4.47008e-07,-4.47071e-07,1.5,0.0,0.247652
1.5,0.0,3.3,4.83185e-07,-4.83171e-07,1.5,-1e-14,0.273294
1.55,0.0,3.3,5.19593e-07,-5.19518e-07,1.5,4e-14,0.300618
1.6,0.0,3.3,5.5518e-07,-5.551e-07,1.5,8e-14,0.329254
1.65,0.0,3.3,5.89696e-07,-5.89689e-07,1.5,-3e-14,0.358628
1.7,0.0,3.3,6.23487e-07,-6.2343e-07,1.5,7e-14,0.389678
1.75,0.0,3.3,6.56281e-07,-6.5614e-07,1.5,4e-14,0.421944
1.8,0.0,3.3,6.87513e-07,-6.87404e-07,1.5,6e-14,0.455404
1.85,0.0,3.3,7.16383e-07,-7.16447e-07,1.5,3e-14,0.489778
1.9,0.0,3.3,7.43934e-07,-7.43928e-07,1.5,-3e-14,0.525964
1.95,0.0,3.3,7.69212e-07,-7.69276e-07,1.5,8e-14,0.563368
2.0,0.0,3.3,7.91993e-07,-7.92064e-07,1.5,4e-14,0.601596
2.05,0.0,3.3,8.12444e-07,-8.12698e-07,1.5,3e-14,0.641726
2.1,0.0,3.3,8.30841e-07,-8.30675e-07,1.5,6e-14,0.683214
2.15,0.0,3.3,8.45977e-07,-8.45814e-07,1.5,-1e-14,0.7254
2.2,0.0,3.3,8.58677e-07,-8.58749e-07,1.5,2e-14,0.769404
2.25,0.0,3.3,8.69076e-07,-8.69068e-07,1.5,-1e-14,0.814288
2.3,0.0,3.3,8.77071e-07,-8.77418e-07,1.5,1e-14,0.860492
2.35,0.0,3.3,8.8381e-07,-8.83984e-07,1.5,6e-14,0.906674
2.4,0.0,3.3,8.89038e-07,-8.89131e-07,1.5,6e-14,0.954208
2.45,0.0,3.3,8.93615e-07,-8.93362e-07,1.5,5e-14,1.0018
2.5,0.0,3.3,8.9695e-07,-8.97297e-07,1.5,2e-14,1.049252
2.55,0.0,3.3,9.00753e-07,-9.004e-07,1.5,3e-14,1.097548
2.6,0.0,3.3,9.03017e-07,-9.03414e-07,1.5,1e-14,1.146292
2.65,0.0,3.3,9.05953e-07,-9.06171e-07,1.5,0.0,1.194036
2.7,0.0,3.3,9.08466e-07,-9.08469e-07,1.5,6e-14,1.242646
2.75,0.0,3.3,9.10439e-07,-9.10493e-07,1.5,1e-14,1.29145
2.8,0.0,3.3,9.12917e-07,-9.12797e-07,1.5,4e-14,1.340182
2.85,0.0,3.3,9.14663e-07,-9.15103e-07,1.5,5e-14,1.388314
2.9,0.0,3.3,9.16819e-07,-9.16548e-07,1.5,-3e-14,1.436956
2.95,0.0,3.3,9.18448e-07,-9.17975e-07,1.5,3e-14,1.485914
3.0,0.0,3.3,9.19811e-07,-9.19634e-07,1.5,4e-14,1.53417
