time,VDD,IDD,ISS,VREF,IREF,VOUT
773,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.467888
774,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.471386
775,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.475084
776,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.469926
777,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.473174
778,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.47334
779,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.46981
780,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.466274
781,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.46615
782,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.466616
783,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.470236
784,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.471344
785,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.476404
786,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.472718
787,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.476122
788,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.469364
789,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.47121
790,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.474158
791,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.468244
792,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.474312
793,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.469266
794,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.46861
795,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.470618
796,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.469508
797,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.470796
798,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.467244
799,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.470532
800,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.469888
801,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.469864
802,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.471234
803,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.471278
804,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.470314
805,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.474528
806,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.464756
807,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.470318
808,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.465378
809,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.464498
810,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.471718
811,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.465338
812,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.465436
813,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.46902
814,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.466102
815,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.465966
816,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.471912
817,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.468884
818,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.468154
819,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.46797
820,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.466986
821,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.473496
822,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.469764
823,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.47092
824,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.46699
825,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.469982
826,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.457202
827,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.464168
828,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.462958
829,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.465446
830,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.469912
831,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.47353
832,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.468598
833,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.469856
834,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.470398
835,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.460584
836,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.477008
837,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.46748
838,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.471408
839,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.472466
840,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.462664
841,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.474922
842,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.473598
843,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.472162
844,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.469262
845,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.474392
846,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.468308
847,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.45932
848,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.459642
849,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.47315
850,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.470434
851,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.467692
852,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.46117
853,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.46297
854,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.46965
855,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.463238
856,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.474878
857,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.479138
858,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.470032
859,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.47818
860,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.470036
861,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.464308
862,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.477004
863,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.46856
864,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.471678
865,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.474586
866,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.468616
867,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.469002
868,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.474578
869,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.471772
870,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.473444
871,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.470428
872,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.473864
873,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.467606
874,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.473194
875,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.456062
876,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.46467
877,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.468944
878,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.465174
879,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.476224
880,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.471048
881,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.463948
882,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.470782
883,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.472092
884,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.46952
885,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.463306
886,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.464354
887,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.47112
888,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.46629
889,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.460804
890,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.477464
891,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.463298
892,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.46647
893,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.463292
894,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.469036
895,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.462004
896,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.464866
897,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.472746
898,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.460016
899,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.46791
900,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.475594
901,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.467948
902,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.473558
903,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.473132
904,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.464144
905,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.47531
906,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.466708
907,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.463494
908,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.474894
909,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.470232
910,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.477402
911,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.469958
912,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.467108
913,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.46836
914,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.462902
915,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.46884
916,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.471278
917,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.466924
918,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.471872
919,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.462914
920,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.480104
921,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.460236
922,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.466364
923,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.47399
924,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.466276
925,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.476736
926,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.473092
927,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.467238
928,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.467844
929,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.475852
930,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.468776
931,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.456424
932,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.474934
933,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.466406
934,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.459316
935,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.463592
936,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.468196
937,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.466172
938,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.469026
939,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.460322
940,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.46958
941,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.475034
942,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.469936
943,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.470092
944,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.466122
945,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.47184
946,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.472706
947,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.468356
948,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.468586
949,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.474722
950,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.473912
951,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.475538
952,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.474388
953,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.467072
954,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.467156
955,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.477826
956,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.47107
957,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.466104
958,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.476852
959,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.47191
960,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.464774
961,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.476494
962,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.472158
963,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.464192
964,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.478874
965,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.468068
966,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.464072
967,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.462994
968,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.456494
969,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.461624
970,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.464654
971,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.468552
972,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.468894
973,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.46947
974,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.477492
975,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.474216
976,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.47779
977,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.463634
978,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.46774
979,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.480862
980,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.461604
981,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.48012
982,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.466588
983,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.461088
984,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.473034
985,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.473488
986,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.46441
987,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.475786
988,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.464946
989,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.467962
990,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.469256
991,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.462516
992,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.470748
993,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.466812
994,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.47026
995,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.472078
996,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.468788
997,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.470024
998,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.462378
999,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.475424
1000,3.3,9.91E+307,9.91E+307,0.5,9.91E+307,1.464676
