VIN,VSS,VDD,IDD,ISS,VREF,IREF,VOUT
2.85,0.0,3.3,2.2621e-10,9.91e+307,0.0,9.91e+307,2.45074
2.9,0.0,3.3,3.8305e-10,9.91e+307,0.0,9.91e+307,2.50302
2.95,0.0,3.3,2.4692e-10,9.91e+307,0.0,9.91e+307,2.58134
3.0,0.0,3.3,2.9186e-10,9.91e+307,0.0,9.91e+307,2.6284
0.0,0.0,3.3,-8.7e-13,9.91e+307,0.25,9.91e+307,2.67212
0.05,0.0,3.3,3.1e-13,9.91e+307,0.25,9.91e+307,2.67594
0.1,0.0,3.3,5.8e-13,9.91e+307,0.25,9.91e+307,2.67848
0.15,0.0,3.3,3.4e-13,9.91e+307,0.25,9.91e+307,2.68104
0.2,0.0,3.3,0.0,9.91e+307,0.25,9.91e+307,2.68362
0.25,0.0,3.3,7e-14,9.91e+307,0.25,9.91e+307,2.68612
0.3,0.0,3.3,-6.7e-13,9.91e+307,0.25,9.91e+307,2.68882
0.35,0.0,3.3,-8e-14,9.91e+307,0.25,9.91e+307,2.69172
0.4,0.0,3.3,-5.5e-13,9.91e+307,0.25,9.91e+307,2.69462
0.45,0.0,3.3,-8e-14,9.91e+307,0.25,9.91e+307,2.69738
0.5,0.0,3.3,-4.9e-13,9.91e+307,0.25,9.91e+307,2.70034
0.55,0.0,3.3,-4.6e-13,9.91e+307,0.25,9.91e+307,2.70308
0.6,0.0,3.3,-9e-14,9.91e+307,0.25,9.91e+307,2.70586
0.65,0.0,3.3,-3.4e-13,9.91e+307,0.25,9.91e+307,2.7083
0.7,0.0,3.3,-3e-14,9.91e+307,0.25,9.91e+307,2.7109
0.75,0.0,3.3,-2.2e-13,9.91e+307,0.25,9.91e+307,2.7136
0.8,0.0,3.3,-2.6e-13,9.91e+307,0.25,9.91e+307,2.71616
0.85,0.0,3.3,-2.6e-13,9.91e+307,0.25,9.91e+307,2.71864
0.9,0.0,3.3,1.3e-13,9.91e+307,0.25,9.91e+307,2.72104
0.95,0.0,3.3,8e-14,9.91e+307,0.25,9.91e+307,2.72342
1.0,0.0,3.3,2e-14,9.91e+307,0.25,9.91e+307,2.72578
1.05,0.0,3.3,1.4e-13,9.91e+307,0.25,9.91e+307,2.72802
1.1,0.0,3.3,-4e-14,9.91e+307,0.25,9.91e+307,2.73048
1.15,0.0,3.3,2.7e-13,9.91e+307,0.25,9.91e+307,2.73294
1.2,0.0,3.3,-6e-14,9.91e+307,0.25,9.91e+307,2.73572
1.25,0.0,3.3,1.7e-13,9.91e+307,0.25,9.91e+307,2.73836
1.3,0.0,3.3,1.1e-13,9.91e+307,0.25,9.91e+307,2.74108
1.35,0.0,3.3,-1.9e-13,9.91e+307,0.25,9.91e+307,2.74364
1.4,0.0,3.3,2.9e-13,9.91e+307,0.25,9.91e+307,2.74622
1.45,0.0,3.3,-2.6e-13,9.91e+307,0.25,9.91e+307,2.74862
1.5,0.0,3.3,-1.2e-13,9.91e+307,0.25,9.91e+307,2.75114
1.55,0.0,3.3,-5e-14,9.91e+307,0.25,9.91e+307,2.75342
1.6,0.0,3.3,-2.4e-13,9.91e+307,0.25,9.91e+307,2.75574
1.65,0.0,3.3,3.3e-13,9.91e+307,0.25,9.91e+307,2.7581
1.7,0.0,3.3,-3.5e-13,9.91e+307,0.25,9.91e+307,2.76052
1.75,0.0,3.3,4.4e-13,9.91e+307,0.25,9.91e+307,2.7631
1.8,0.0,3.3,9e-14,9.91e+307,0.25,9.91e+307,2.76566
1.85,0.0,3.3,3.8e-13,9.91e+307,0.25,9.91e+307,2.7681
1.9,0.0,3.3,-2e-14,9.91e+307,0.25,9.91e+307,2.77068
1.95,0.0,3.3,2.5e-13,9.91e+307,0.25,9.91e+307,2.77316
2.0,0.0,3.3,1.3e-13,9.91e+307,0.25,9.91e+307,2.77564
2.05,0.0,3.3,-1.7e-13,9.91e+307,0.25,9.91e+307,2.7779
2.1,0.0,3.3,-8e-14,9.91e+307,0.25,9.91e+307,2.7802
2.15,0.0,3.3,1.9e-13,9.91e+307,0.25,9.91e+307,2.78274
2.2,0.0,3.3,3.1e-13,9.91e+307,0.25,9.91e+307,2.78532
2.25,0.0,3.3,2.5e-13,9.91e+307,0.25,9.91e+307,2.78796
2.3,0.0,3.3,-6e-14,9.91e+307,0.25,9.91e+307,2.79052
2.35,0.0,3.3,4.2e-13,9.91e+307,0.25,9.91e+307,2.79312
2.4,0.0,3.3,4.1e-13,9.91e+307,0.25,9.91e+307,2.79578
2.45,0.0,3.3,3.6e-13,9.91e+307,0.25,9.91e+307,2.79846
2.5,0.0,3.3,5.3e-13,9.91e+307,0.25,9.91e+307,2.80112
2.55,0.0,3.3,3.7e-13,9.91e+307,0.25,9.91e+307,2.80376
2.6,0.0,3.3,3.7e-13,9.91e+307,0.25,9.91e+307,2.80662
2.65,0.0,3.3,5.3e-13,9.91e+307,0.25,9.91e+307,2.80948
2.7,0.0,3.3,7.8e-13,9.91e+307,0.25,9.91e+307,2.81234
2.75,0.0,3.3,7e-13,9.91e+307,0.25,9.91e+307,2.81532
2.8,0.0,3.3,4.8e-13,9.91e+307,0.25,9.91e+307,2.81818
2.85,0.0,3.3,-4e-14,9.91e+307,0.25,9.91e+307,2.82112
2.9,0.0,3.3,-2.3e-13,9.91e+307,0.25,9.91e+307,2.82404
2.95,0.0,3.3,-1.4e-13,9.91e+307,0.25,9.91e+307,2.82694
3.0,0.0,3.3,4e-14,9.91e+307,0.25,9.91e+307,2.82984
0.0,0.0,3.3,2.4e-13,9.91e+307,0.5,9.91e+307,2.7633
0.05,0.0,3.3,-8e-14,9.91e+307,0.5,9.91e+307,2.25908
0.1,0.0,3.3,4.8e-13,9.91e+307,0.5,9.91e+307,1.936828
0.15,0.0,3.3,1e-14,9.91e+307,0.5,9.91e+307,1.623624
0.2,0.0,3.3,1.2e-13,9.91e+307,0.5,9.91e+307,1.31865
0.25,0.0,3.3,-6.6e-13,9.91e+307,0.5,9.91e+307,1.021806
0.3,0.0,3.3,-3.4e-13,9.91e+307,0.5,9.91e+307,0.731994
0.35,0.0,3.3,2.9e-13,9.91e+307,0.5,9.91e+307,0.448996
0.4,0.0,3.3,1.577e-11,9.91e+307,0.5,9.91e+307,0.17757
0.45,0.0,3.3,5.3265e-10,9.91e+307,0.5,9.91e+307,0.017532
0.5,0.0,3.3,6.7941e-10,9.91e+307,0.5,9.91e+307,0.032476
0.55,0.0,3.3,1.67909e-09,9.91e+307,0.5,9.91e+307,0.075888
0.6,0.0,3.3,1.44947e-09,9.91e+307,0.5,9.91e+307,0.124054
0.65,0.0,3.3,1.6985e-09,9.91e+307,0.5,9.91e+307,0.172542
0.7,0.0,3.3,1.66745e-09,9.91e+307,0.5,9.91e+307,0.229656
0.75,0.0,3.3,1.31873e-09,9.91e+307,0.5,9.91e+307,0.279066
0.8,0.0,3.3,1.70948e-09,9.91e+307,0.5,9.91e+307,0.333402
0.85,0.0,3.3,1.34677e-09,9.91e+307,0.5,9.91e+307,0.378088
0.9,0.0,3.3,1.44399e-09,9.91e+307,0.5,9.91e+307,0.435454
0.95,0.0,3.3,1.83338e-09,9.91e+307,0.5,9.91e+307,0.486364
1.0,0.0,3.3,1.35155e-09,9.91e+307,0.5,9.91e+307,0.53645
1.05,0.0,3.3,1.6596e-09,9.91e+307,0.5,9.91e+307,0.579862
1.1,0.0,3.3,1.66495e-09,9.91e+307,0.5,9.91e+307,0.617538
1.15,0.0,3.3,1.67372e-09,9.91e+307,0.5,9.91e+307,0.617894
1.2,0.0,3.3,1.90229e-09,9.91e+307,0.5,9.91e+307,0.698248
1.25,0.0,3.3,1.07098e-09,9.91e+307,0.5,9.91e+307,0.752326
1.3,0.0,3.3,1.98596e-09,9.91e+307,0.5,9.91e+307,0.78673
1.35,0.0,3.3,1.59403e-09,9.91e+307,0.5,9.91e+307,0.865544
1.4,0.0,3.3,1.27089e-09,9.91e+307,0.5,9.91e+307,0.903424
1.45,0.0,3.3,1.99469e-09,9.91e+307,0.5,9.91e+307,0.952762
1.5,0.0,3.3,1.7454e-09,9.91e+307,0.5,9.91e+307,1.006632
1.55,0.0,3.3,1.69896e-09,9.91e+307,0.5,9.91e+307,1.05694
1.6,0.0,3.3,2.09748e-09,9.91e+307,0.5,9.91e+307,1.103896
1.65,0.0,3.3,1.60701e-09,9.91e+307,0.5,9.91e+307,1.160284
1.7,0.0,3.3,1.82271e-09,9.91e+307,0.5,9.91e+307,1.212234
1.75,0.0,3.3,1.78457e-09,9.91e+307,0.5,9.91e+307,1.266252
1.8,0.0,3.3,1.23793e-09,9.91e+307,0.5,9.91e+307,1.312436
1.85,0.0,3.3,1.81702e-09,9.91e+307,0.5,9.91e+307,1.375888
1.9,0.0,3.3,6.9944e-10,9.91e+307,0.5,9.91e+307,1.410374
1.95,0.0,3.3,1.68566e-09,9.91e+307,0.5,9.91e+307,1.444002
2.0,0.0,3.3,1.53065e-09,9.91e+307,0.5,9.91e+307,1.496708
2.05,0.0,3.3,2.08011e-09,9.91e+307,0.5,9.91e+307,1.5344
2.1,0.0,3.3,1.74786e-09,9.91e+307,0.5,9.91e+307,1.593764
2.15,0.0,3.3,1.30889e-09,9.91e+307,0.5,9.91e+307,1.646896
2.2,0.0,3.3,1.86785e-09,9.91e+307,0.5,9.91e+307,1.722732
2.25,0.0,3.3,1.63992e-09,9.91e+307,0.5,9.91e+307,1.735656
2.3,0.0,3.3,1.51822e-09,9.91e+307,0.5,9.91e+307,1.782668
2.35,0.0,3.3,1.87575e-09,9.91e+307,0.5,9.91e+307,1.855614
2.4,0.0,3.3,1.21272e-09,9.91e+307,0.5,9.91e+307,1.907994
2.45,0.0,3.3,1.78724e-09,9.91e+307,0.5,9.91e+307,1.960526
2.5,0.0,3.3,1.68422e-09,9.91e+307,0.5,9.91e+307,1.988064
2.55,0.0,3.3,1.95454e-09,9.91e+307,0.5,9.91e+307,2.051566
2.6,0.0,3.3,1.62393e-09,9.91e+307,0.5,9.91e+307,2.108558
2.65,0.0,3.3,1.42891e-09,9.91e+307,0.5,9.91e+307,2.144258
2.7,0.0,3.3,2.13921e-09,9.91e+307,0.5,9.91e+307,2.204584
2.75,0.0,3.3,2.4512e-09,9.91e+307,0.5,9.91e+307,2.25054
2.8,0.0,3.3,2.01813e-09,9.91e+307,0.5,9.91e+307,2.28188
2.85,0.0,3.3,1.81721e-09,9.91e+307,0.5,9.91e+307,2.35272
2.9,0.0,3.3,1.3722e-09,9.91e+307,0.5,9.91e+307,2.4041
2.95,0.0,3.3,1.69174e-09,9.91e+307,0.5,9.91e+307,2.46018
3.0,0.0,3.3,1.81837e-09,9.91e+307,0.5,9.91e+307,2.51974
0.0,0.0,3.3,9e-14,9.91e+307,0.75,9.91e+307,0.68835
0.05,0.0,3.3,5e-13,9.91e+307,0.75,9.91e+307,4.2e-05
0.1,0.0,3.3,3.7e-13,9.91e+307,0.75,9.91e+307,4e-05
0.15,0.0,3.3,-1.7e-13,9.91e+307,0.75,9.91e+307,5.8e-05
0.2,0.0,3.3,3e-13,9.91e+307,0.75,9.91e+307,4e-05
0.25,0.0,3.3,3.97e-12,9.91e+307,0.75,9.91e+307,5.2e-05
0.3,0.0,3.3,1.92e-11,9.91e+307,0.75,9.91e+307,8.8e-05
0.35,0.0,3.3,1.4245e-10,9.91e+307,0.75,9.91e+307,0.000386
0.4,0.0,3.3,7.81e-11,9.91e+307,0.75,9.91e+307,0.00039
0.45,0.0,3.3,1.10797e-09,9.91e+307,0.75,9.91e+307,0.002144
0.5,0.0,3.3,4.15487e-09,9.91e+307,0.75,9.91e+307,0.00749
0.55,0.0,3.3,7.78231e-09,9.91e+307,0.75,9.91e+307,0.017748
0.6,0.0,3.3,1.27301e-08,9.91e+307,0.75,9.91e+307,0.045152
0.65,0.0,3.3,1.81366e-08,9.91e+307,0.75,9.91e+307,0.06211
0.7,0.0,3.3,2.25367e-08,9.91e+307,0.75,9.91e+307,0.082856
0.75,0.0,3.3,2.67814e-08,9.91e+307,0.75,9.91e+307,0.111664
0.8,0.0,3.3,3.18818e-08,9.91e+307,0.75,9.91e+307,0.151534
0.85,0.0,3.3,3.25349e-08,9.91e+307,0.75,9.91e+307,0.178688
0.9,0.0,3.3,3.77635e-08,9.91e+307,0.75,9.91e+307,0.235428
0.95,0.0,3.3,3.7224e-08,9.91e+307,0.75,9.91e+307,0.292236
1.0,0.0,3.3,3.62446e-08,9.91e+307,0.75,9.91e+307,0.313004
1.05,0.0,3.3,4.25235e-08,9.91e+307,0.75,9.91e+307,0.364782
1.1,0.0,3.3,3.74435e-08,9.91e+307,0.75,9.91e+307,0.490624
1.15,0.0,3.3,4.11425e-08,9.91e+307,0.75,9.91e+307,0.504018
1.2,0.0,3.3,4.08308e-08,9.91e+307,0.75,9.91e+307,0.53716
1.25,0.0,3.3,3.84759e-08,9.91e+307,0.75,9.91e+307,0.595398
1.3,0.0,3.3,4.07441e-08,9.91e+307,0.75,9.91e+307,0.64661
1.35,0.0,3.3,4.08438e-08,9.91e+307,0.75,9.91e+307,0.70433
1.4,0.0,3.3,3.82449e-08,9.91e+307,0.75,9.91e+307,0.720916
1.45,0.0,3.3,4.25115e-08,9.91e+307,0.75,9.91e+307,0.785564
1.5,0.0,3.3,3.89347e-08,9.91e+307,0.75,9.91e+307,0.860976
1.55,0.0,3.3,3.99033e-08,9.91e+307,0.75,9.91e+307,0.875902
1.6,0.0,3.3,4.55408e-08,9.91e+307,0.75,9.91e+307,0.95468
1.65,0.0,3.3,3.93161e-08,9.91e+307,0.75,9.91e+307,1.002288
1.7,0.0,3.3,4.26039e-08,9.91e+307,0.75,9.91e+307,1.058038
1.75,0.0,3.3,4.11536e-08,9.91e+307,0.75,9.91e+307,1.112104
1.8,0.0,3.3,4.10877e-08,9.91e+307,0.75,9.91e+307,1.147404
1.85,0.0,3.3,4.31687e-08,9.91e+307,0.75,9.91e+307,1.213936
1.9,0.0,3.3,4.13276e-08,9.91e+307,0.75,9.91e+307,1.260406
1.95,0.0,3.3,4.02992e-08,9.91e+307,0.75,9.91e+307,1.302638
2.0,0.0,3.3,4.32658e-08,9.91e+307,0.75,9.91e+307,1.331918
2.05,0.0,3.3,3.97396e-08,9.91e+307,0.75,9.91e+307,1.37617
2.1,0.0,3.3,4.46134e-08,9.91e+307,0.75,9.91e+307,1.411074
2.15,0.0,3.3,4.49288e-08,9.91e+307,0.75,9.91e+307,1.494436
2.2,0.0,3.3,4.13018e-08,9.91e+307,0.75,9.91e+307,1.567252
2.25,0.0,3.3,4.50786e-08,9.91e+307,0.75,9.91e+307,1.592282
2.3,0.0,3.3,4.32134e-08,9.91e+307,0.75,9.91e+307,1.649712
2.35,0.0,3.3,4.2224e-08,9.91e+307,0.75,9.91e+307,1.709076
2.4,0.0,3.3,4.40186e-08,9.91e+307,0.75,9.91e+307,1.758534
2.45,0.0,3.3,4.13943e-08,9.91e+307,0.75,9.91e+307,1.819652
2.5,0.0,3.3,4.23124e-08,9.91e+307,0.75,9.91e+307,1.83649
2.55,0.0,3.3,4.32268e-08,9.91e+307,0.75,9.91e+307,1.889672
2.6,0.0,3.3,4.02543e-08,9.91e+307,0.75,9.91e+307,1.917048
2.65,0.0,3.3,4.56749e-08,9.91e+307,0.75,9.91e+307,1.968382
2.7,0.0,3.3,4.45779e-08,9.91e+307,0.75,9.91e+307,2.048734
2.75,0.0,3.3,4.27573e-08,9.91e+307,0.75,9.91e+307,2.081662
2.8,0.0,3.3,4.43524e-08,9.91e+307,0.75,9.91e+307,2.109548
2.85,0.0,3.3,4.19163e-08,9.91e+307,0.75,9.91e+307,2.148338
2.9,0.0,3.3,4.31659e-08,9.91e+307,0.75,9.91e+307,2.171056
2.95,0.0,3.3,4.50865e-08,9.91e+307,0.75,9.91e+307,2.2748
3.0,0.0,3.3,4.09607e-08,9.91e+307,0.75,9.91e+307,2.29378
0.0,0.0,3.3,-4.5e-13,9.91e+307,1.0,9.91e+307,0.000348
0.05,0.0,3.3,0.0,9.91e+307,1.0,9.91e+307,1e-05
0.1,0.0,3.3,4e-13,9.91e+307,1.0,9.91e+307,1.2e-05
0.15,0.0,3.3,3.2e-13,9.91e+307,1.0,9.91e+307,6e-06
0.2,0.0,3.3,2.58e-12,9.91e+307,1.0,9.91e+307,8e-06
0.25,0.0,3.3,8.18e-12,9.91e+307,1.0,9.91e+307,2e-05
0.3,0.0,3.3,2.515e-11,9.91e+307,1.0,9.91e+307,2.8e-05
0.35,0.0,3.3,2.1792e-10,9.91e+307,1.0,9.91e+307,0.000154
0.4,0.0,3.3,4.4548e-10,9.91e+307,1.0,9.91e+307,0.00107
0.45,0.0,3.3,2.62358e-09,9.91e+307,1.0,9.91e+307,0.001486
0.5,0.0,3.3,3.66881e-09,9.91e+307,1.0,9.91e+307,0.004284
0.55,0.0,3.3,7.67087e-09,9.91e+307,1.0,9.91e+307,0.006594
0.6,0.0,3.3,1.51099e-08,9.91e+307,1.0,9.91e+307,0.015338
0.65,0.0,3.3,1.79187e-08,9.91e+307,1.0,9.91e+307,0.020238
0.7,0.0,3.3,3.05585e-08,9.91e+307,1.0,9.91e+307,0.035102
0.75,0.0,3.3,4.00125e-08,9.91e+307,1.0,9.91e+307,0.049516
0.8,0.0,3.3,5.07615e-08,9.91e+307,1.0,9.91e+307,0.063116
0.85,0.0,3.3,6.69485e-08,9.91e+307,1.0,9.91e+307,0.087488
0.9,0.0,3.3,8.04283e-08,9.91e+307,1.0,9.91e+307,0.104744
0.95,0.0,3.3,8.8621e-08,9.91e+307,1.0,9.91e+307,0.118976
1.0,0.0,3.3,1.053088e-07,9.91e+307,1.0,9.91e+307,0.156962
1.05,0.0,3.3,1.17895e-07,9.91e+307,1.0,9.91e+307,0.19061
1.1,0.0,3.3,1.31172e-07,9.91e+307,1.0,9.91e+307,0.219502
1.15,0.0,3.3,1.34922e-07,9.91e+307,1.0,9.91e+307,0.24651
1.2,0.0,3.3,1.5269e-07,9.91e+307,1.0,9.91e+307,0.289674
1.25,0.0,3.3,1.61808e-07,9.91e+307,1.0,9.91e+307,0.33931
1.3,0.0,3.3,1.65554e-07,9.91e+307,1.0,9.91e+307,0.359724
1.35,0.0,3.3,1.73967e-07,9.91e+307,1.0,9.91e+307,0.41071
1.4,0.0,3.3,1.75681e-07,9.91e+307,1.0,9.91e+307,0.458856
1.45,0.0,3.3,1.78929e-07,9.91e+307,1.0,9.91e+307,0.512254
1.5,0.0,3.3,1.79309e-07,9.91e+307,1.0,9.91e+307,0.554738
1.55,0.0,3.3,1.80267e-07,9.91e+307,1.0,9.91e+307,0.592438
1.6,0.0,3.3,1.83956e-07,9.91e+307,1.0,9.91e+307,0.654314
1.65,0.0,3.3,1.83953e-07,9.91e+307,1.0,9.91e+307,0.69904
1.7,0.0,3.3,1.85117e-07,9.91e+307,1.0,9.91e+307,0.749832
1.75,0.0,3.3,1.87807e-07,9.91e+307,1.0,9.91e+307,0.790036
1.8,0.0,3.3,1.86801e-07,9.91e+307,1.0,9.91e+307,0.834988
1.85,0.0,3.3,1.87832e-07,9.91e+307,1.0,9.91e+307,0.885018
1.9,0.0,3.3,1.8845e-07,9.91e+307,1.0,9.91e+307,0.939826
1.95,0.0,3.3,1.87696e-07,9.91e+307,1.0,9.91e+307,0.99066
2.0,0.0,3.3,1.89384e-07,9.91e+307,1.0,9.91e+307,1.037554
2.05,0.0,3.3,1.89715e-07,9.91e+307,1.0,9.91e+307,1.089644
2.1,0.0,3.3,1.90237e-07,9.91e+307,1.0,9.91e+307,1.136652
2.15,0.0,3.3,1.93076e-07,9.91e+307,1.0,9.91e+307,1.172092
2.2,0.0,3.3,1.9037e-07,9.91e+307,1.0,9.91e+307,1.236514
2.25,0.0,3.3,1.9228e-07,9.91e+307,1.0,9.91e+307,1.288794
2.3,0.0,3.3,1.93504e-07,9.91e+307,1.0,9.91e+307,1.328628
2.35,0.0,3.3,1.90039e-07,9.91e+307,1.0,9.91e+307,1.383694
2.4,0.0,3.3,1.93133e-07,9.91e+307,1.0,9.91e+307,1.421758
2.45,0.0,3.3,1.90112e-07,9.91e+307,1.0,9.91e+307,1.483368
2.5,0.0,3.3,1.90525e-07,9.91e+307,1.0,9.91e+307,1.499344
2.55,0.0,3.3,1.93426e-07,9.91e+307,1.0,9.91e+307,1.5814
2.6,0.0,3.3,1.91221e-07,9.91e+307,1.0,9.91e+307,1.631166
2.65,0.0,3.3,1.94995e-07,9.91e+307,1.0,9.91e+307,1.680554
2.7,0.0,3.3,1.94773e-07,9.91e+307,1.0,9.91e+307,1.72955
2.75,0.0,3.3,1.94849e-07,9.91e+307,1.0,9.91e+307,1.777234
2.8,0.0,3.3,1.95619e-07,9.91e+307,1.0,9.91e+307,1.81874
2.85,0.0,3.3,1.9869e-07,9.91e+307,1.0,9.91e+307,1.854242
2.9,0.0,3.3,1.95973e-07,9.91e+307,1.0,9.91e+307,1.925408
2.95,0.0,3.3,1.96056e-07,9.91e+307,1.0,9.91e+307,1.974502
3.0,0.0,3.3,1.97104e-07,9.91e+307,1.0,9.91e+307,2.022802
0.0,0.0,3.3,2e-13,9.91e+307,1.25,9.91e+307,2e-06
0.05,0.0,3.3,-3.8e-13,9.91e+307,1.25,9.91e+307,-8e-06
0.1,0.0,3.3,4.5e-13,9.91e+307,1.25,9.91e+307,-2e-06
0.15,0.0,3.3,1e-14,9.91e+307,1.25,9.91e+307,-2e-06
0.2,0.0,3.3,5.2e-13,9.91e+307,1.25,9.91e+307,-6e-06
0.25,0.0,3.3,1.04e-12,9.91e+307,1.25,9.91e+307,-2e-06
0.3,0.0,3.3,1.012e-11,9.91e+307,1.25,9.91e+307,4e-06
0.35,0.0,3.3,5.562e-11,9.91e+307,1.25,9.91e+307,3.2e-05
0.4,0.0,3.3,2.5648e-10,9.91e+307,1.25,9.91e+307,0.000158
0.45,0.0,3.3,1.04249e-09,9.91e+307,1.25,9.91e+307,0.000694
0.5,0.0,3.3,2.72025e-09,9.91e+307,1.25,9.91e+307,0.001764
0.55,0.0,3.3,6.10959e-09,9.91e+307,1.25,9.91e+307,0.003882
0.6,0.0,3.3,1.19921e-08,9.91e+307,1.25,9.91e+307,0.007424
0.65,0.0,3.3,1.87849e-08,9.91e+307,1.25,9.91e+307,0.013262
0.7,0.0,3.3,3.188e-08,9.91e+307,1.25,9.91e+307,0.020654
0.75,0.0,3.3,4.28838e-08,9.91e+307,1.25,9.91e+307,0.029706
0.8,0.0,3.3,5.98392e-08,9.91e+307,1.25,9.91e+307,0.039288
0.85,0.0,3.3,7.79376e-08,9.91e+307,1.25,9.91e+307,0.054138
0.9,0.0,3.3,9.75994e-08,9.91e+307,1.25,9.91e+307,0.067706
0.95,0.0,3.3,1.18842e-07,9.91e+307,1.25,9.91e+307,0.090268
1.0,0.0,3.3,1.36144e-07,9.91e+307,1.25,9.91e+307,0.100616
