VIN,VSS,VDD,IDD,ISS,VREF,IREF,VOUT
0.0,0.0,3.3,1.14e-12,9.91e+307,0.0,9.91e+307,0.115658
0.05,0.0,3.3,5.9e-13,9.91e+307,0.0,9.91e+307,0.121446
0.1,0.0,3.3,4.6e-13,9.91e+307,0.0,9.91e+307,0.124356
0.15,0.0,3.3,1.9e-13,9.91e+307,0.0,9.91e+307,0.127282
0.2,0.0,3.3,1.9e-13,9.91e+307,0.0,9.91e+307,0.130346
0.25,0.0,3.3,9.2e-13,9.91e+307,0.0,9.91e+307,0.133392
0.3,0.0,3.3,5.9e-13,9.91e+307,0.0,9.91e+307,0.136474
0.35,0.0,3.3,3.29e-12,9.91e+307,0.0,9.91e+307,0.139508
0.4,0.0,3.3,1.207e-11,9.91e+307,0.0,9.91e+307,0.143644
0.45,0.0,3.3,2.515e-11,9.91e+307,0.0,9.91e+307,0.14878
0.5,0.0,3.3,5.669e-11,9.91e+307,0.0,9.91e+307,0.157474
0.55,0.0,3.3,3.864e-11,9.91e+307,0.0,9.91e+307,0.169106
0.6,0.0,3.3,1.3686e-10,9.91e+307,0.0,9.91e+307,0.18089
0.65,0.0,3.3,2.7784e-10,9.91e+307,0.0,9.91e+307,0.212944
0.7,0.0,3.3,4.5428e-10,9.91e+307,0.0,9.91e+307,0.274578
0.75,0.0,3.3,3.5584e-10,9.91e+307,0.0,9.91e+307,0.358476
0.8,0.0,3.3,3.2937e-10,9.91e+307,0.0,9.91e+307,0.433986
0.85,0.0,3.3,1.7625e-10,9.91e+307,0.0,9.91e+307,0.48992
0.9,0.0,3.3,1.0686e-10,9.91e+307,0.0,9.91e+307,0.525968
0.95,0.0,3.3,2.0499e-10,9.91e+307,0.0,9.91e+307,0.550684
1.0,0.0,3.3,2.2492e-10,9.91e+307,0.0,9.91e+307,0.60034
1.05,0.0,3.3,2.9056e-10,9.91e+307,0.0,9.91e+307,0.660556
1.1,0.0,3.3,2.2512e-10,9.91e+307,0.0,9.91e+307,0.713152
1.15,0.0,3.3,2.083e-10,9.91e+307,0.0,9.91e+307,0.752226
1.2,0.0,3.3,2.5988e-10,9.91e+307,0.0,9.91e+307,0.79851
1.25,0.0,3.3,1.8541e-10,9.91e+307,0.0,9.91e+307,0.833238
1.3,0.0,3.3,5.011e-10,9.91e+307,0.0,9.91e+307,0.885834
1.35,0.0,3.3,2.8515e-10,9.91e+307,0.0,9.91e+307,0.963982
1.4,0.0,3.3,2.5078e-10,9.91e+307,0.0,9.91e+307,1.020108
1.45,0.0,3.3,2.2822e-10,9.91e+307,0.0,9.91e+307,1.07248
1.5,0.0,3.3,1.6523e-10,9.91e+307,0.0,9.91e+307,1.113738
1.55,0.0,3.3,2.7813e-10,9.91e+307,0.0,9.91e+307,1.152398
1.6,0.0,3.3,2.8319e-10,9.91e+307,0.0,9.91e+307,1.19806
1.65,0.0,3.3,1.8664e-10,9.91e+307,0.0,9.91e+307,1.25729
1.7,0.0,3.3,2.79e-11,9.91e+307,0.0,9.91e+307,1.296848
1.75,0.0,3.3,7.82e-11,9.91e+307,0.0,9.91e+307,1.310514
1.8,0.0,3.3,2.0869e-10,9.91e+307,0.0,9.91e+307,1.33891
1.85,0.0,3.3,2.112e-10,9.91e+307,0.0,9.91e+307,1.375422
1.9,0.0,3.3,3.4543e-10,9.91e+307,0.0,9.91e+307,1.444708
1.95,0.0,3.3,4.4085e-10,9.91e+307,0.0,9.91e+307,1.504072
2.0,0.0,3.3,1.5326e-10,9.91e+307,0.0,9.91e+307,1.5702
2.05,0.0,3.3,2.7016e-10,9.91e+307,0.0,9.91e+307,1.61589
2.1,0.0,3.3,3.1008e-10,9.91e+307,0.0,9.91e+307,1.673492
2.15,0.0,3.3,2.6183e-10,9.91e+307,0.0,9.91e+307,1.727912
2.2,0.0,3.3,3.6044e-10,9.91e+307,0.0,9.91e+307,1.786986
2.25,0.0,3.3,2.496e-10,9.91e+307,0.0,9.91e+307,1.852968
2.3,0.0,3.3,3.1886e-10,9.91e+307,0.0,9.91e+307,1.913376
2.35,0.0,3.3,2.5433e-10,9.91e+307,0.0,9.91e+307,1.97811
2.4,0.0,3.3,5.515e-11,9.91e+307,0.0,9.91e+307,2.030222
2.45,0.0,3.3,3.2047e-10,9.91e+307,0.0,9.91e+307,2.064012
2.5,0.0,3.3,1.8609e-10,9.91e+307,0.0,9.91e+307,2.121822
2.55,0.0,3.3,2.6351e-10,9.91e+307,0.0,9.91e+307,2.166234
2.6,0.0,3.3,3.4013e-10,9.91e+307,0.0,9.91e+307,2.22424
2.65,0.0,3.3,2.1131e-10,9.91e+307,0.0,9.91e+307,2.28378
2.7,0.0,3.3,2.0374e-10,9.91e+307,0.0,9.91e+307,2.32986
2.75,0.0,3.3,1.6075e-10,9.91e+307,0.0,9.91e+307,2.3648
2.8,0.0,3.3,2.4143e-10,9.91e+307,0.0,9.91e+307,2.40334
