VIN,VSS,VDD,IDD,ISS,VREF,VOUT,IREF
2.45,0.0,3.3,8.74994e-06,-8.75047e-06,1.5,1.03513,-9e-14
2.5,0.0,3.3,8.85795e-06,-8.85832e-06,1.5,1.077212,1.6e-13
2.55,0.0,3.3,8.95479e-06,-8.95525e-06,1.5,1.120706,-1.1e-13
2.6,0.0,3.3,9.03788e-06,-9.03845e-06,1.5,1.165244,1.6e-13
2.65,0.0,3.3,9.10724e-06,-9.10768e-06,1.5,1.20987,-7e-14
2.7,0.0,3.3,9.16532e-06,-9.16625e-06,1.5,1.256094,1e-13
2.75,0.0,3.3,9.21188e-06,-9.21234e-06,1.5,1.30302,-1.3e-13
2.8,0.0,3.3,9.24804e-06,-9.24878e-06,1.5,1.350682,3e-13
2.85,0.0,3.3,9.2754e-06,-9.27583e-06,1.5,1.398146,-1e-13
2.9,0.0,3.3,9.29652e-06,-9.29684e-06,1.5,1.446854,1.9e-13
2.95,0.0,3.3,9.31281e-06,-9.31339e-06,1.5,1.495686,-1.5e-13
3.0,0.0,3.3,9.32492e-06,-9.32532e-06,1.5,1.544166,1.3e-13
