VIN,VSS,VDD,IDD,ISS,VREF,VOUT,@TIME
2.0,0.0,3.3,1.4985e-10,-5.75224e-07,0.5,1.996432,849.0
2.0,0.0,3.3,1.4831e-10,-5.75196e-07,0.5,1.996428,850.0
2.0,0.0,3.3,1.4815e-10,-5.75194e-07,0.5,1.996432,851.0
2.0,0.0,3.3,1.4824e-10,-5.75084e-07,0.5,1.996432,852.0
2.0,0.0,3.3,1.4935e-10,-5.74987e-07,0.5,1.996434,853.0
2.0,0.0,3.3,1.4766e-10,-5.74952e-07,0.5,1.996438,854.0
2.0,0.0,3.3,1.496e-10,-5.7489e-07,0.5,1.996436,855.0
2.0,0.0,3.3,1.4938e-10,-5.74827e-07,0.5,1.996434,856.0
2.0,0.0,3.3,1.4892e-10,-5.74772e-07,0.5,1.996436,857.0
2.0,0.0,3.3,1.475e-10,-5.74675e-07,0.5,1.996436,858.0
2.0,0.0,3.3,1.4845e-10,-5.74583e-07,0.5,1.99643,859.0
2.0,0.0,3.3,1.484e-10,-5.74542e-07,0.5,1.996438,860.0
2.0,0.0,3.3,1.4983e-10,-5.7437e-07,0.5,1.996434,861.0
2.0,0.0,3.3,1.4948e-10,-5.74333e-07,0.5,1.996438,862.0
2.0,0.0,3.3,1.5016e-10,-5.74246e-07,0.5,1.99644,863.0
2.0,0.0,3.3,1.501e-10,-5.74124e-07,0.5,1.996434,864.0
2.0,0.0,3.3,1.4888e-10,-5.74069e-07,0.5,1.996436,865.0
2.0,0.0,3.3,1.4896e-10,-5.74023e-07,0.5,1.996434,866.0
2.0,0.0,3.3,1.4757e-10,-5.73892e-07,0.5,1.99644,867.0
2.0,0.0,3.3,1.4986e-10,-5.73913e-07,0.5,1.996438,868.0
2.0,0.0,3.3,1.4867e-10,-5.73772e-07,0.5,1.996436,869.0
2.0,0.0,3.3,1.5009e-10,-5.7375e-07,0.5,1.996434,870.0
2.0,0.0,3.3,1.51e-10,-5.73659e-07,0.5,1.99644,871.0
2.0,0.0,3.3,1.4907e-10,-5.73609e-07,0.5,1.99644,872.0
2.0,0.0,3.3,1.5096e-10,-5.73506e-07,0.5,1.996446,873.0
2.0,0.0,3.3,1.4975e-10,-5.73459e-07,0.5,1.996444,874.0
2.0,0.0,3.3,1.5028e-10,-5.73338e-07,0.5,1.996446,875.0
2.0,0.0,3.3,1.5124e-10,-5.73305e-07,0.5,1.996442,876.0
2.0,0.0,3.3,1.5025e-10,-5.73241e-07,0.5,1.996442,877.0
2.0,0.0,3.3,1.5009e-10,-5.73147e-07,0.5,1.99644,878.0
2.0,0.0,3.3,1.4958e-10,-5.73123e-07,0.5,1.996436,879.0
2.0,0.0,3.3,1.5043e-10,-5.73036e-07,0.5,1.996442,880.0
2.0,0.0,3.3,1.5018e-10,-5.72951e-07,0.5,1.996444,881.0
2.0,0.0,3.3,1.4979e-10,-5.72877e-07,0.5,1.996446,882.0
2.0,0.0,3.3,1.5041e-10,-5.7275e-07,0.5,1.996442,883.0
2.0,0.0,3.3,1.4864e-10,-5.72712e-07,0.5,1.996444,884.0
2.0,0.0,3.3,1.4967e-10,-5.72605e-07,0.5,1.996448,885.0
2.0,0.0,3.3,1.4956e-10,-5.72619e-07,0.5,1.996446,886.0
2.0,0.0,3.3,1.5048e-10,-5.72498e-07,0.5,1.99645,887.0
2.0,0.0,3.3,1.5051e-10,-5.72411e-07,0.5,1.996446,888.0
2.0,0.0,3.3,1.5015e-10,-5.72288e-07,0.5,1.996446,889.0
2.0,0.0,3.3,1.5065e-10,-5.72253e-07,0.5,1.996448,890.0
2.0,0.0,3.3,1.5021e-10,-5.72095e-07,0.5,1.996442,891.0
2.0,0.0,3.3,1.5044e-10,-5.72128e-07,0.5,1.996446,892.0
2.0,0.0,3.3,1.4913e-10,-5.72024e-07,0.5,1.996446,893.0
2.0,0.0,3.3,1.5016e-10,-5.71939e-07,0.5,1.996448,894.0
2.0,0.0,3.3,1.5159e-10,-5.71851e-07,0.5,1.996444,895.0
2.0,0.0,3.3,1.5059e-10,-5.71752e-07,0.5,1.996448,896.0
2.0,0.0,3.3,1.5032e-10,-5.71681e-07,0.5,1.99645,897.0
2.0,0.0,3.3,1.5161e-10,-5.71609e-07,0.5,1.99645,898.0
2.0,0.0,3.3,1.5118e-10,-5.71518e-07,0.5,1.996446,899.0
2.0,0.0,3.3,1.5119e-10,-5.71437e-07,0.5,1.996452,900.0
2.0,0.0,3.3,1.5289e-10,-5.71326e-07,0.5,1.996452,901.0
2.0,0.0,3.3,1.5361e-10,-5.713e-07,0.5,1.99645,902.0
2.0,0.0,3.3,1.5123e-10,-5.71186e-07,0.5,1.996452,903.0
2.0,0.0,3.3,1.5042e-10,-5.71137e-07,0.5,1.99645,904.0
2.0,0.0,3.3,1.5229e-10,-5.7104e-07,0.5,1.996452,905.0
2.0,0.0,3.3,1.5162e-10,-5.71041e-07,0.5,1.996456,906.0
2.0,0.0,3.3,1.5261e-10,-5.70916e-07,0.5,1.996458,907.0
2.0,0.0,3.3,1.5251e-10,-5.70823e-07,0.5,1.996458,908.0
2.0,0.0,3.3,1.5177e-10,-5.70772e-07,0.5,1.996454,909.0
2.0,0.0,3.3,1.528e-10,-5.70659e-07,0.5,1.99646,910.0
2.0,0.0,3.3,1.531e-10,-5.70586e-07,0.5,1.996456,911.0
2.0,0.0,3.3,1.5178e-10,-5.70519e-07,0.5,1.996454,912.0
2.0,0.0,3.3,1.5261e-10,-5.70497e-07,0.5,1.996462,913.0
2.0,0.0,3.3,1.5191e-10,-5.70345e-07,0.5,1.99646,914.0
2.0,0.0,3.3,1.5365e-10,-5.70317e-07,0.5,1.99646,915.0
2.0,0.0,3.3,1.526e-10,-5.70218e-07,0.5,1.99646,916.0
2.0,0.0,3.3,1.5241e-10,-5.70212e-07,0.5,1.996462,917.0
2.0,0.0,3.3,1.5186e-10,-5.70179e-07,0.5,1.99646,918.0
2.0,0.0,3.3,1.5123e-10,-5.70074e-07,0.5,1.99646,919.0
2.0,0.0,3.3,1.5223e-10,-5.69934e-07,0.5,1.996464,920.0
2.0,0.0,3.3,1.5275e-10,-5.69888e-07,0.5,1.996466,921.0
2.0,0.0,3.3,1.5198e-10,-5.69842e-07,0.5,1.996462,922.0
2.0,0.0,3.3,1.5392e-10,-5.6973e-07,0.5,1.996468,923.0
2.0,0.0,3.3,1.5307e-10,-5.69685e-07,0.5,1.996466,924.0
2.0,0.0,3.3,1.5349e-10,-5.69654e-07,0.5,1.996462,925.0
2.0,0.0,3.3,1.5253e-10,-5.69547e-07,0.5,1.996462,926.0
2.0,0.0,3.3,1.5302e-10,-5.69524e-07,0.5,1.996464,927.0
2.0,0.0,3.3,1.5283e-10,-5.69347e-07,0.5,1.996466,928.0
2.0,0.0,3.3,1.545e-10,-5.69393e-07,0.5,1.996464,929.0
2.0,0.0,3.3,1.5459e-10,-5.69298e-07,0.5,1.996472,930.0
2.0,0.0,3.3,1.5307e-10,-5.69171e-07,0.5,1.996468,931.0
2.0,0.0,3.3,1.5272e-10,-5.69118e-07,0.5,1.996468,932.0
2.0,0.0,3.3,1.5231e-10,-5.69073e-07,0.5,1.996466,933.0
2.0,0.0,3.3,1.5286e-10,-5.69002e-07,0.5,1.996466,934.0
2.0,0.0,3.3,1.5342e-10,-5.68964e-07,0.5,1.996462,935.0
2.0,0.0,3.3,1.5256e-10,-5.68831e-07,0.5,1.996468,936.0
2.0,0.0,3.3,1.5194e-10,-5.68825e-07,0.5,1.996466,937.0
2.0,0.0,3.3,1.518e-10,-5.68659e-07,0.5,1.99647,938.0
2.0,0.0,3.3,1.5142e-10,-5.68647e-07,0.5,1.996472,939.0
2.0,0.0,3.3,1.5115e-10,-5.68456e-07,0.5,1.99647,940.0
2.0,0.0,3.3,1.5144e-10,-5.68454e-07,0.5,1.996468,941.0
2.0,0.0,3.3,1.5314e-10,-5.68377e-07,0.5,1.996468,942.0
2.0,0.0,3.3,1.5327e-10,-5.6833e-07,0.5,1.996468,943.0
2.0,0.0,3.3,1.5386e-10,-5.68324e-07,0.5,1.99647,944.0
2.0,0.0,3.3,1.5236e-10,-5.68228e-07,0.5,1.996468,945.0
2.0,0.0,3.3,1.5249e-10,-5.68157e-07,0.5,1.996472,946.0
2.0,0.0,3.3,1.5244e-10,-5.68093e-07,0.5,1.996474,947.0
2.0,0.0,3.3,1.5313e-10,-5.68008e-07,0.5,1.99647,948.0
2.0,0.0,3.3,1.551e-10,-5.67844e-07,0.5,1.996476,949.0
2.0,0.0,3.3,1.5364e-10,-5.67879e-07,0.5,1.996474,950.0
2.0,0.0,3.3,1.533e-10,-5.67715e-07,0.5,1.996474,951.0
2.0,0.0,3.3,1.5347e-10,-5.67622e-07,0.5,1.996474,952.0
2.0,0.0,3.3,1.5255e-10,-5.676e-07,0.5,1.996476,953.0
2.0,0.0,3.3,1.5429e-10,-5.67575e-07,0.5,1.996478,954.0
2.0,0.0,3.3,1.5396e-10,-5.67486e-07,0.5,1.996474,955.0
2.0,0.0,3.3,1.538e-10,-5.67346e-07,0.5,1.996478,956.0
2.0,0.0,3.3,1.537e-10,-5.67267e-07,0.5,1.996478,957.0
2.0,0.0,3.3,1.5322e-10,-5.67237e-07,0.5,1.996478,958.0
2.0,0.0,3.3,1.5463e-10,-5.67174e-07,0.5,1.996476,959.0
2.0,0.0,3.3,1.5348e-10,-5.6708e-07,0.5,1.99648,960.0
2.0,0.0,3.3,1.5354e-10,-5.66954e-07,0.5,1.996476,961.0
2.0,0.0,3.3,1.5252e-10,-5.66921e-07,0.5,1.996482,962.0
2.0,0.0,3.3,1.5383e-10,-5.66864e-07,0.5,1.996476,963.0
2.0,0.0,3.3,1.5424e-10,-5.66789e-07,0.5,1.99648,964.0
2.0,0.0,3.3,1.5391e-10,-5.66687e-07,0.5,1.99648,965.0
2.0,0.0,3.3,1.5384e-10,-5.66593e-07,0.5,1.996476,966.0
2.0,0.0,3.3,1.5267e-10,-5.66562e-07,0.5,1.996482,967.0
2.0,0.0,3.3,1.5433e-10,-5.66481e-07,0.5,1.996482,968.0
2.0,0.0,3.3,1.5294e-10,-5.6642e-07,0.5,1.996478,969.0
2.0,0.0,3.3,1.5488e-10,-5.66339e-07,0.5,1.99648,970.0
2.0,0.0,3.3,1.5324e-10,-5.66265e-07,0.5,1.99648,971.0
2.0,0.0,3.3,1.5354e-10,-5.66212e-07,0.5,1.99648,972.0
2.0,0.0,3.3,1.5362e-10,-5.66143e-07,0.5,1.996482,973.0
2.0,0.0,3.3,1.5425e-10,-5.66085e-07,0.5,1.996482,974.0
2.0,0.0,3.3,1.5404e-10,-5.65973e-07,0.5,1.996484,975.0
2.0,0.0,3.3,1.5473e-10,-5.65957e-07,0.5,1.996482,976.0
2.0,0.0,3.3,1.5423e-10,-5.65879e-07,0.5,1.996486,977.0
2.0,0.0,3.3,1.5401e-10,-5.65764e-07,0.5,1.996488,978.0
2.0,0.0,3.3,1.544e-10,-5.65649e-07,0.5,1.996486,979.0
2.0,0.0,3.3,1.5232e-10,-5.65585e-07,0.5,1.996492,980.0
2.0,0.0,3.3,1.5156e-10,-5.65571e-07,0.5,1.99649,981.0
2.0,0.0,3.3,1.5309e-10,-5.65526e-07,0.5,1.996486,982.0
2.0,0.0,3.3,1.5312e-10,-5.65448e-07,0.5,1.996486,983.0
2.0,0.0,3.3,1.5452e-10,-5.65442e-07,0.5,1.996488,984.0
2.0,0.0,3.3,1.5492e-10,-5.65347e-07,0.5,1.99649,985.0
2.0,0.0,3.3,1.543e-10,-5.65304e-07,0.5,1.996486,986.0
2.0,0.0,3.3,1.5406e-10,-5.65281e-07,0.5,1.996486,987.0
2.0,0.0,3.3,1.5381e-10,-5.65143e-07,0.5,1.996488,988.0
2.0,0.0,3.3,1.5401e-10,-5.65039e-07,0.5,1.99649,989.0
2.0,0.0,3.3,1.5399e-10,-5.65023e-07,0.5,1.996492,990.0
2.0,0.0,3.3,1.5404e-10,-5.64927e-07,0.5,1.996492,991.0
2.0,0.0,3.3,1.5352e-10,-5.64845e-07,0.5,1.996486,992.0
2.0,0.0,3.3,1.5522e-10,-5.64741e-07,0.5,1.99649,993.0
2.0,0.0,3.3,1.5577e-10,-5.64754e-07,0.5,1.996488,994.0
2.0,0.0,3.3,1.5654e-10,-5.64646e-07,0.5,1.996486,995.0
2.0,0.0,3.3,1.5676e-10,-5.64562e-07,0.5,1.99649,996.0
2.0,0.0,3.3,1.5474e-10,-5.64453e-07,0.5,1.996492,997.0
2.0,0.0,3.3,1.5658e-10,-5.64436e-07,0.5,1.99649,998.0
2.0,0.0,3.3,1.5554e-10,-5.64289e-07,0.5,1.99649,999.0
