VIN,VSS,VDD,IDD,ISS,VREF,IIN,VOUT
1.9,0.0,3.3,9.44483e-07,-9.44351e-07,1.25,4e-14,1.30485
1.95,0.0,3.3,9.44114e-07,-9.4403e-07,1.25,2e-14,1.355138
2.0,0.0,3.3,9.4378e-07,-9.43842e-07,1.25,6e-14,1.404592
2.05,0.0,3.3,9.43597e-07,-9.43508e-07,1.25,7e-14,1.45483
2.1,0.0,3.3,9.43483e-07,-9.43202e-07,1.25,-5e-14,1.5051
2.15,0.0,3.3,9.43059e-07,-9.43095e-07,1.25,2e-14,1.55461
2.2,0.0,3.3,9.4295e-07,-9.42814e-07,1.25,-1e-13,1.604886
2.25,0.0,3.3,9.42633e-07,-9.42596e-07,1.25,-4e-14,1.655034
2.3,0.0,3.3,9.42237e-07,-9.42337e-07,1.25,-6e-14,1.705388
2.35,0.0,3.3,9.42147e-07,-9.42008e-07,1.25,-8e-14,1.754738
2.4,0.0,3.3,9.41845e-07,-9.41871e-07,1.25,-4e-14,1.804934
2.45,0.0,3.3,9.41459e-07,-9.41436e-07,1.25,-1.3e-13,1.85524
2.5,0.0,3.3,9.41119e-07,-9.41118e-07,1.25,-1.7e-13,1.904786
2.55,0.0,3.3,9.40793e-07,-9.40792e-07,1.25,-1e-14,1.954946
2.6,0.0,3.3,9.4073e-07,-9.40732e-07,1.25,-7e-14,2.005182
2.65,0.0,3.3,9.40485e-07,-9.40475e-07,1.25,-9e-14,2.054628
2.7,0.0,3.3,9.40241e-07,-9.40179e-07,1.25,2e-14,2.104914
2.75,0.0,3.3,9.40001e-07,-9.39978e-07,1.25,-7e-14,2.155012
2.8,0.0,3.3,9.39841e-07,-9.39758e-07,1.25,-4e-14,2.20516
2.85,0.0,3.3,9.39568e-07,-9.39508e-07,1.25,0.0,2.2546
2.9,0.0,3.3,9.39399e-07,-9.39361e-07,1.25,2e-14,2.30488
2.95,0.0,3.3,9.39246e-07,-9.39154e-07,1.25,0.0,2.355
3.0,0.0,3.3,9.39209e-07,-9.39073e-07,1.25,5e-14,2.40436
0.0,0.0,3.3,2.28627e-08,-2.28642e-08,1.5,0.0,0.004854
0.05,0.0,3.3,3.92898e-08,-3.93053e-08,1.5,0.0,0.008362
0.1,0.0,3.3,6.17014e-08,-6.17072e-08,1.5,-7e-14,0.013182
0.15,0.0,3.3,8.97015e-08,-8.97189e-08,1.5,-8e-14,0.019256
0.2,0.0,3.3,1.24281e-07,-1.24286e-07,1.5,-1.1e-13,0.02685
0.25,0.0,3.3,1.64745e-07,-1.64758e-07,1.5,-3e-14,0.03584
0.3,0.0,3.3,2.10986e-07,-2.11031e-07,1.5,-1e-14,0.046288
0.35,0.0,3.3,2.61682e-07,-2.61643e-07,1.5,-4e-14,0.057944
0.4,0.0,3.3,3.17989e-07,-3.18041e-07,1.5,1e-14,0.071172
0.45,0.0,3.3,3.78792e-07,-3.78826e-07,1.5,4e-14,0.085766
0.5,0.0,3.3,4.42683e-07,-4.42659e-07,1.5,0.0,0.101512
0.55,0.0,3.3,5.10822e-07,-5.10869e-07,1.5,6e-14,0.118794
0.6,0.0,3.3,5.82197e-07,-5.82207e-07,1.5,3e-14,0.137446
0.65,0.0,3.3,6.54659e-07,-6.5465e-07,1.5,4e-14,0.157044
0.7,0.0,3.3,7.3016e-07,-7.30156e-07,1.5,7e-14,0.178266
0.75,0.0,3.3,8.06923e-07,-8.06918e-07,1.5,-1e-14,0.200748
0.8,0.0,3.3,8.84731e-07,-8.84677e-07,1.5,4e-14,0.224508
0.85,0.0,3.3,9.61295e-07,-9.61239e-07,1.5,1e-14,0.249156
0.9,0.0,3.3,1.038974e-06,-1.038905e-06,1.5,-2e-14,0.27549
0.95,0.0,3.3,1.116127e-06,-1.116057e-06,1.5,3e-14,0.303094
1.0,0.0,3.3,1.19002e-06,-1.19009e-06,1.5,-4e-14,0.331484
1.05,0.0,3.3,1.26384e-06,-1.26398e-06,1.5,-2e-14,0.361662
1.1,0.0,3.3,1.33521e-06,-1.3353e-06,1.5,-8e-14,0.393038
1.15,0.0,3.3,1.40266e-06,-1.4029e-06,1.5,-3e-14,0.425282
1.2,0.0,3.3,1.46788e-06,-1.46804e-06,1.5,-1.6e-13,0.45921
1.25,0.0,3.3,1.52942e-06,-1.52959e-06,1.5,-2e-14,0.494556
1.3,0.0,3.3,1.58647e-06,-1.58694e-06,1.5,1.4e-13,0.531208
1.35,0.0,3.3,1.63873e-06,-1.63892e-06,1.5,0.0,0.568694
1.4,0.0,3.3,1.68646e-06,-1.68671e-06,1.5,3e-14,0.607934
1.45,0.0,3.3,1.72938e-06,-1.72944e-06,1.5,2e-14,0.648576
1.5,0.0,3.3,1.76598e-06,-1.76612e-06,1.5,0.0,0.689906
1.55,0.0,3.3,1.79811e-06,-1.79847e-06,1.5,2e-14,0.733174
1.6,0.0,3.3,1.82472e-06,-1.82485e-06,1.5,-1e-14,0.777514
1.65,0.0,3.3,1.8457e-06,-1.8459e-06,1.5,6e-14,0.822478
1.7,0.0,3.3,1.86298e-06,-1.86302e-06,1.5,3e-14,0.868908
1.75,0.0,3.3,1.87549e-06,-1.87575e-06,1.5,0.0,0.916416
1.8,0.0,3.3,1.88467e-06,-1.88523e-06,1.5,-2e-14,0.96465
1.85,0.0,3.3,1.89085e-06,-1.89108e-06,1.5,-7e-14,1.012818
1.9,0.0,3.3,1.89514e-06,-1.89548e-06,1.5,-8e-14,1.062044
1.95,0.0,3.3,1.89787e-06,-1.89807e-06,1.5,-5e-14,1.111602
2.0,0.0,3.3,1.89956e-06,-1.89963e-06,1.5,-3e-14,1.16049
2.05,0.0,3.3,1.90042e-06,-1.9007e-06,1.5,-2e-14,1.210618
2.1,0.0,3.3,1.90081e-06,-1.90109e-06,1.5,-2e-14,1.260644
2.15,0.0,3.3,1.90091e-06,-1.90112e-06,1.5,-2e-14,1.310088
2.2,0.0,3.3,1.90095e-06,-1.9011e-06,1.5,-1e-14,1.360282
2.25,0.0,3.3,1.90128e-06,-1.90139e-06,1.5,4e-14,1.410322
2.3,0.0,3.3,1.9011e-06,-1.90094e-06,1.5,-1e-14,1.460558
2.35,0.0,3.3,1.9009e-06,-1.90096e-06,1.5,4e-14,1.50996
2.4,0.0,3.3,1.90074e-06,-1.90087e-06,1.5,-2e-14,1.560164
2.45,0.0,3.3,1.90045e-06,-1.90063e-06,1.5,0.0,1.610246
2.5,0.0,3.3,1.90051e-06,-1.90044e-06,1.5,-3e-14,1.659732
2.55,0.0,3.3,1.89987e-06,-1.90026e-06,1.5,-4e-14,1.71
2.6,0.0,3.3,1.89956e-06,-1.90002e-06,1.5,8e-14,1.760198
2.65,0.0,3.3,1.8996e-06,-1.89991e-06,1.5,3e-14,1.809668
2.7,0.0,3.3,1.89912e-06,-1.89939e-06,1.5,9e-14,1.85985
2.75,0.0,3.3,1.89894e-06,-1.89922e-06,1.5,2e-14,1.909992
2.8,0.0,3.3,1.89905e-06,-1.89903e-06,1.5,-2e-14,1.960164
2.85,0.0,3.3,1.89882e-06,-1.89897e-06,1.5,-6e-14,2.009444
2.9,0.0,3.3,1.89854e-06,-1.89856e-06,1.5,-6e-14,2.05972
2.95,0.0,3.3,1.89819e-06,-1.89858e-06,1.5,1e-14,2.109756
3.0,0.0,3.3,1.89813e-06,-1.89819e-06,1.5,4e-14,2.158976
