VDD,IDD,ISS,VREF,IREF,VIN,VOUT
3.3,3.46959e-07,-3.47233e-07,1.1,1e-14,1.55,0.468806
3.3,3.57486e-07,-3.57552e-07,1.1,2e-14,1.6,0.510442
3.3,3.65821e-07,-3.65895e-07,1.1,5e-14,1.65,0.552866
3.3,3.7244e-07,-3.72472e-07,1.1,7e-14,1.7,0.596944
3.3,3.77645e-07,-3.77629e-07,1.1,-2e-14,1.75,0.64373
3.3,3.81624e-07,-3.8167e-07,1.1,-2e-14,1.8,0.691234
3.3,3.84603e-07,-3.8476e-07,1.1,3e-14,1.85,0.73838
3.3,3.87254e-07,-3.87199e-07,1.1,2e-14,1.9,0.786562
3.3,3.89302e-07,-3.89426e-07,1.1,4e-14,1.95,0.835422
3.3,3.9096e-07,-3.90929e-07,1.1,3e-14,2.0,0.884378
3.3,3.92877e-07,-3.92901e-07,1.1,3e-14,2.05,0.932782
3.3,3.94164e-07,-3.94219e-07,1.1,0.0,2.1,0.982652
3.3,3.95514e-07,-3.95506e-07,1.1,4e-14,2.15,1.031528
3.3,3.96986e-07,-3.96924e-07,1.1,4e-14,2.2,1.081312
3.3,3.98054e-07,-3.97975e-07,1.1,1e-14,2.25,1.130096
3.3,3.99109e-07,-3.99187e-07,1.1,4e-14,2.3,1.178772
3.3,4.00145e-07,-4.00194e-07,1.1,2e-14,2.35,1.227908
3.3,4.01197e-07,-4.01192e-07,1.1,2e-14,2.4,1.27654
3.3,4.01927e-07,-4.01909e-07,1.1,-1e-14,2.45,1.325362
3.3,4.02895e-07,-4.02794e-07,1.1,-1e-14,2.5,1.374154
3.3,4.03733e-07,-4.0371e-07,1.1,-1e-14,2.55,1.422132
3.3,4.0453e-07,-4.04556e-07,1.1,3e-14,2.6,1.470676
3.3,4.05335e-07,-4.05295e-07,1.1,1e-14,2.65,1.520064
3.3,4.05781e-07,-4.05823e-07,1.1,1e-14,2.7,1.567546
3.3,4.06581e-07,-4.06578e-07,1.1,4e-14,2.75,1.616262
3.3,4.07152e-07,-4.07225e-07,1.1,3e-14,2.8,1.665142
3.3,4.07827e-07,-4.07974e-07,1.1,0.0,2.85,1.71302
3.3,4.0852e-07,-4.0864e-07,1.1,5e-14,2.9,1.760932
3.3,4.09596e-07,-4.09544e-07,1.1,5e-14,2.95,1.806756
3.3,4.10038e-07,-4.10093e-07,1.1,3e-14,3.0,1.855976
3.3,3.23e-12,-1.552e-11,1.2,1e-14,0.0,9.4e-05
3.3,4.4e-13,-1.442e-11,1.2,4e-14,0.05,8.2e-05
3.3,2e-12,-1.46e-11,1.2,4e-14,0.1,8.2e-05
3.3,-1.2e-13,-1.536e-11,1.2,1e-14,0.15,8e-05
3.3,4.3e-12,-1.857e-11,1.2,5e-14,0.2,8.8e-05
3.3,2.316e-11,-3.886e-11,1.2,-1e-14,0.25,9.4e-05
3.3,1.2478e-10,-1.3737e-10,1.2,5e-14,0.3,0.000168
3.3,5.2955e-10,-5.383e-10,1.2,0.0,0.35,0.000434
3.3,1.80337e-09,-1.81673e-09,1.2,2e-14,0.4,0.001278
3.3,4.77188e-09,-4.79046e-09,1.2,0.0,0.45,0.00329
3.3,1.015511e-08,-1.016088e-08,1.2,1e-14,0.5,0.006886
3.3,1.79999e-08,-1.80436e-08,1.2,1e-14,0.55,0.011928
3.3,2.82226e-08,-2.82639e-08,1.2,2e-14,0.6,0.018696
3.3,4.00047e-08,-4.02475e-08,1.2,2e-14,0.65,0.026644
3.3,5.37621e-08,-5.38236e-08,1.2,2e-14,0.7,0.035946
3.3,6.89845e-08,-6.91915e-08,1.2,7e-14,0.75,0.046468
3.3,8.55352e-08,-8.5937e-08,1.2,-1e-14,0.8,0.058404
3.3,1.03903e-07,-1.041488e-07,1.2,3e-14,0.85,0.071724
3.3,1.24402e-07,-1.24972e-07,1.2,1e-14,0.9,0.086916
3.3,1.45472e-07,-1.45943e-07,1.2,2e-14,0.95,0.103486
3.3,1.66469e-07,-1.66918e-07,1.2,5e-14,1.0,0.12037
3.3,1.8964e-07,-1.8993e-07,1.2,4e-14,1.05,0.139326
3.3,2.12552e-07,-2.13025e-07,1.2,3e-14,1.1,0.15927
3.3,2.36815e-07,-2.3712e-07,1.2,4e-14,1.15,0.180882
3.3,2.60284e-07,-2.60507e-07,1.2,1e-14,1.2,0.203594
3.3,2.84475e-07,-2.84748e-07,1.2,3e-14,1.25,0.227736
3.3,3.08154e-07,-3.08733e-07,1.2,1e-14,1.3,0.25314
3.3,3.32171e-07,-3.32386e-07,1.2,4e-14,1.35,0.28018
3.3,3.55363e-07,-3.55546e-07,1.2,2e-14,1.4,0.308818
3.3,3.7801e-07,-3.78188e-07,1.2,4e-14,1.45,0.339322
3.3,3.99042e-07,-3.99386e-07,1.2,2e-14,1.5,0.370216
3.3,4.19484e-07,-4.19944e-07,1.2,4e-14,1.55,0.403732
3.3,4.38531e-07,-4.38879e-07,1.2,3e-14,1.6,0.43945
3.3,4.55988e-07,-4.5596e-07,1.2,2e-14,1.65,0.475238
3.3,4.71627e-07,-4.71901e-07,1.2,4e-14,1.7,0.513828
3.3,4.85119e-07,-4.85336e-07,1.2,2e-14,1.75,0.554334
3.3,4.96561e-07,-4.96673e-07,1.2,2e-14,1.8,0.595592
3.3,5.06093e-07,-5.06092e-07,1.2,3e-14,1.85,0.6379
3.3,5.13729e-07,-5.13729e-07,1.2,0.0,1.9,0.683716
3.3,5.1977e-07,-5.19886e-07,1.2,0.0,1.95,0.72938
3.3,5.24582e-07,-5.24602e-07,1.2,4e-14,2.0,0.7768
3.3,5.28346e-07,-5.28365e-07,1.2,4e-14,2.05,0.823592
3.3,5.31699e-07,-5.31816e-07,1.2,4e-14,2.1,0.872472
3.3,5.34441e-07,-5.34677e-07,1.2,2e-14,2.15,0.920788
3.3,5.36911e-07,-5.36847e-07,1.2,-1e-14,2.2,0.969432
3.3,5.38917e-07,-5.39038e-07,1.2,1e-14,2.25,1.016354
3.3,5.40562e-07,-5.40455e-07,1.2,4e-14,2.3,1.06661
3.3,5.42321e-07,-5.42226e-07,1.2,4e-14,2.35,1.116348
3.3,5.43907e-07,-5.43713e-07,1.2,2e-14,2.4,1.16489
3.3,5.45105e-07,-5.45212e-07,1.2,1e-14,2.45,1.21255
3.3,5.4643e-07,-5.46675e-07,1.2,0.0,2.5,1.260572
3.3,5.48035e-07,-5.48227e-07,1.2,2e-14,2.55,1.309826
3.3,5.49052e-07,-5.49368e-07,1.2,6e-14,2.6,1.356162
3.3,5.50371e-07,-5.5034e-07,1.2,4e-14,2.65,1.404508
3.3,5.51814e-07,-5.51554e-07,1.2,2e-14,2.7,1.451358
3.3,5.52373e-07,-5.52461e-07,1.2,2e-14,2.75,1.50153
3.3,5.53672e-07,-5.53777e-07,1.2,4e-14,2.8,1.549302
3.3,5.54735e-07,-5.5473e-07,1.2,3e-14,2.85,1.596142
3.3,5.55791e-07,-5.55511e-07,1.2,6e-14,2.9,1.644142
3.3,5.56376e-07,-5.56471e-07,1.2,3e-14,2.95,1.6931
3.3,5.57543e-07,-5.57217e-07,1.2,2e-14,3.0,1.741482
3.3,2.98e-12,-1.634e-11,1.3,4e-14,0.0,9e-05
3.3,5.5e-13,-1.418e-11,1.3,0.0,0.05,8.2e-05
3.3,-6.6e-13,-1.395e-11,1.3,5e-14,0.1,8.4e-05
3.3,-1.37e-12,-1.43e-11,1.3,3e-14,0.15,8.4e-05
3.3,2.19e-12,-1.884e-11,1.3,1e-14,0.2,8.2e-05
3.3,2.491e-11,-3.596e-11,1.3,1e-14,0.25,0.000104
3.3,1.2319e-10,-1.3612e-10,1.3,-1e-14,0.3,0.000158
3.3,5.3104e-10,-5.4115e-10,1.3,1e-14,0.35,0.000384
3.3,1.83095e-09,-1.84004e-09,1.3,2e-14,0.4,0.0011
3.3,4.86848e-09,-4.88825e-09,1.3,-1e-14,0.45,0.002842
3.3,1.038244e-08,-1.039195e-08,1.3,0.0,0.5,0.005958
3.3,1.85318e-08,-1.85801e-08,1.3,6e-14,0.55,0.01036
3.3,2.91902e-08,-2.92815e-08,1.3,4e-14,0.6,0.016282
3.3,4.17485e-08,-4.19331e-08,1.3,-1e-14,0.65,0.0233
3.3,5.59873e-08,-5.62324e-08,1.3,-4e-14,0.7,0.031506
3.3,7.23396e-08,-7.26712e-08,1.3,-1e-14,0.75,0.040818
3.3,8.99884e-08,-9.03259e-08,1.3,1e-14,0.8,0.051334
3.3,1.097788e-07,-1.09973e-07,1.3,3e-14,0.85,0.063272
3.3,1.31846e-07,-1.32322e-07,1.3,2e-14,0.9,0.076542
3.3,1.54779e-07,-1.5518e-07,1.3,4e-14,0.95,0.09112
3.3,1.77973e-07,-1.78449e-07,1.3,4e-14,1.0,0.106072
3.3,2.0299e-07,-2.03249e-07,1.3,1e-14,1.05,0.122368
3.3,2.28511e-07,-2.28832e-07,1.3,3e-14,1.1,0.139998
3.3,2.55786e-07,-2.56162e-07,1.3,3e-14,1.15,0.15932
3.3,2.82704e-07,-2.83212e-07,1.3,6e-14,1.2,0.17911
3.3,3.10846e-07,-3.11301e-07,1.3,5e-14,1.25,0.2001
3.3,3.39841e-07,-3.40372e-07,1.3,1e-14,1.3,0.223302
3.3,3.68357e-07,-3.68594e-07,1.3,1e-14,1.35,0.247254
3.3,3.96549e-07,-3.96573e-07,1.3,1e-14,1.4,0.27176
3.3,4.25105e-07,-4.25258e-07,1.3,3e-14,1.45,0.298334
3.3,4.52973e-07,-4.53223e-07,1.3,-2e-14,1.5,0.326232
3.3,4.79913e-07,-4.80323e-07,1.3,2e-14,1.55,0.355228
3.3,5.06653e-07,-5.06943e-07,1.3,1e-14,1.6,0.38574
3.3,5.31517e-07,-5.31346e-07,1.3,0.0,1.65,0.416944
3.3,5.54915e-07,-5.55214e-07,1.3,2e-14,1.7,0.44897
3.3,5.77731e-07,-5.77924e-07,1.3,2e-14,1.75,0.48409
3.3,5.9881e-07,-5.9944e-07,1.3,0.0,1.8,0.519264
3.3,6.17916e-07,-6.18515e-07,1.3,0.0,1.85,0.557008
3.3,6.35151e-07,-6.35454e-07,1.3,1e-14,1.9,0.596552
3.3,6.50073e-07,-6.50302e-07,1.3,0.0,1.95,0.637026
3.3,6.63136e-07,-6.6342e-07,1.3,0.0,2.0,0.68012
3.3,6.7354e-07,-6.73761e-07,1.3,1e-14,2.05,0.7225
3.3,6.82312e-07,-6.82329e-07,1.3,3e-14,2.1,0.767446
3.3,6.89339e-07,-6.8974e-07,1.3,5e-14,2.15,0.814986
3.3,6.95052e-07,-6.94928e-07,1.3,1e-14,2.2,0.861342
3.3,6.99556e-07,-6.99714e-07,1.3,2e-14,2.25,0.908102
3.3,7.03451e-07,-7.03468e-07,1.3,2e-14,2.3,0.95535
3.3,7.06587e-07,-7.06794e-07,1.3,5e-14,2.35,1.003636
3.3,7.09585e-07,-7.09493e-07,1.3,2e-14,2.4,1.052016
3.3,7.12042e-07,-7.11912e-07,1.3,3e-14,2.45,1.100286
3.3,7.14473e-07,-7.14472e-07,1.3,2e-14,2.5,1.147206
3.3,7.16607e-07,-7.16643e-07,1.3,2e-14,2.55,1.19594
3.3,7.18363e-07,-7.18347e-07,1.3,0.0,2.6,1.244028
3.3,7.20217e-07,-7.20557e-07,1.3,-1e-14,2.65,1.29246
3.3,7.22069e-07,-7.22007e-07,1.3,1e-14,2.7,1.339574
3.3,7.23697e-07,-7.23618e-07,1.3,1e-14,2.75,1.387592
3.3,7.25215e-07,-7.25342e-07,1.3,3e-14,2.8,1.43696
3.3,7.26876e-07,-7.26867e-07,1.3,0.0,2.85,1.484346
3.3,7.28421e-07,-7.28583e-07,1.3,-1e-14,2.9,1.528588
3.3,7.29477e-07,-7.29737e-07,1.3,3e-14,2.95,1.577816
3.3,7.31067e-07,-7.31111e-07,1.3,2e-14,3.0,1.626632
3.3,-2.88e-12,-1.799e-11,1.4,0.0,0.0,8.4e-05
3.3,-3.1e-12,-1.67e-11,1.4,0.0,0.05,8e-05
3.3,2.5e-13,-1.843e-11,1.4,2e-14,0.1,8e-05
3.3,2.41e-12,-1.803e-11,1.4,3e-14,0.15,7.8e-05
3.3,5.5e-12,-2.319e-11,1.4,2e-14,0.2,8.6e-05
3.3,2.521e-11,-4.275e-11,1.4,3e-14,0.25,9.2e-05
3.3,1.2752e-10,-1.4192e-10,1.4,2e-14,0.3,0.000144
3.3,5.3444e-10,-5.475e-10,1.4,2e-14,0.35,0.000344
3.3,1.84266e-09,-1.85098e-09,1.4,1e-14,0.4,0.000958
3.3,4.90985e-09,-4.92667e-09,1.4,6e-14,0.45,0.002476
3.3,1.054614e-08,-1.054858e-08,1.4,3e-14,0.5,0.005218
3.3,1.89219e-08,-1.89776e-08,1.4,-1e-14,0.55,0.00907
3.3,3.01211e-08,-3.02388e-08,1.4,2e-14,0.6,0.014428
3.3,4.32529e-08,-4.34737e-08,1.4,5e-14,0.65,0.020764
3.3,5.79872e-08,-5.81745e-08,1.4,1e-14,0.7,0.02794
3.3,7.48196e-08,-7.50382e-08,1.4,5e-14,0.75,0.03617
3.3,9.33713e-08,-9.36334e-08,1.4,1e-14,0.8,0.045454
3.3,1.141699e-07,-1.14292e-07,1.4,1e-14,0.85,0.055892
3.3,1.37163e-07,-1.3762e-07,1.4,5e-14,0.9,0.067576
3.3,1.60969e-07,-1.61539e-07,1.4,-1e-14,0.95,0.08037
3.3,1.86538e-07,-1.86763e-07,1.4,6e-14,1.0,0.09381
3.3,2.14095e-07,-2.14533e-07,1.4,2e-14,1.05,0.108824
3.3,2.42246e-07,-2.42814e-07,1.4,0.0,1.1,0.124898
3.3,2.72276e-07,-2.7287e-07,1.4,2e-14,1.15,0.141894
3.3,3.02671e-07,-3.03593e-07,1.4,1e-14,1.2,0.159968
3.3,3.34097e-07,-3.34529e-07,1.4,0.0,1.25,0.178924
3.3,3.65924e-07,-3.66318e-07,1.4,5e-14,1.3,0.199138
3.3,3.98154e-07,-3.9867e-07,1.4,-1e-14,1.35,0.220294
3.3,4.30751e-07,-4.31297e-07,1.4,3e-14,1.4,0.242416
3.3,4.64036e-07,-4.64348e-07,1.4,1e-14,1.45,0.266
3.3,4.96585e-07,-4.97736e-07,1.4,2e-14,1.5,0.290242
3.3,5.29994e-07,-5.30513e-07,1.4,3e-14,1.55,0.316364
3.3,5.62249e-07,-5.62718e-07,1.4,5e-14,1.6,0.343228
3.3,5.93518e-07,-5.94208e-07,1.4,1e-14,1.65,0.36991
3.3,6.251e-07,-6.2557e-07,1.4,2e-14,1.7,0.399484
3.3,6.55385e-07,-6.56542e-07,1.4,7e-14,1.75,0.429596
3.3,6.85389e-07,-6.85946e-07,1.4,3e-14,1.8,0.461912
3.3,7.13298e-07,-7.13777e-07,1.4,1e-14,1.85,0.49415
3.3,7.39712e-07,-7.39926e-07,1.4,0.0,1.9,0.52845
3.3,7.6421e-07,-7.6451e-07,1.4,2e-14,1.95,0.564182
3.3,7.87057e-07,-7.87909e-07,1.4,-1e-14,2.0,0.60024
3.3,8.07692e-07,-8.08054e-07,1.4,4e-14,2.05,0.63903
3.3,8.26505e-07,-8.26848e-07,1.4,5e-14,2.1,0.678224
3.3,8.42669e-07,-8.43103e-07,1.4,1e-14,2.15,0.71909
3.3,8.56852e-07,-8.57228e-07,1.4,1e-14,2.2,0.761028
3.3,8.68972e-07,-8.69228e-07,1.4,3e-14,2.25,0.805284
3.3,8.79163e-07,-8.7927e-07,1.4,0.0,2.3,0.850154
3.3,8.87324e-07,-8.87264e-07,1.4,1e-14,2.35,0.89653
3.3,8.94302e-07,-8.94277e-07,1.4,2e-14,2.4,0.94289
3.3,8.99608e-07,-8.99757e-07,1.4,1e-14,2.45,0.988644
3.3,9.04834e-07,-9.04523e-07,1.4,1e-14,2.5,1.035608
3.3,9.08717e-07,-9.08655e-07,1.4,2e-14,2.55,1.083366
3.3,9.11975e-07,-9.12251e-07,1.4,5e-14,2.6,1.130998
3.3,9.15458e-07,-9.15377e-07,1.4,2e-14,2.65,1.180012
3.3,9.17677e-07,-9.17959e-07,1.4,1e-14,2.7,1.228642
3.3,9.20717e-07,-9.20673e-07,1.4,2e-14,2.75,1.276006
3.3,9.23322e-07,-9.23317e-07,1.4,3e-14,2.8,1.324266
3.3,9.25364e-07,-9.25335e-07,1.4,-1e-14,2.85,1.37122
3.3,9.27403e-07,-9.27268e-07,1.4,2e-14,2.9,1.416792
3.3,9.29542e-07,-9.29619e-07,1.4,2e-14,2.95,1.466248
3.3,9.3153e-07,-9.31635e-07,1.4,0.0,3.0,1.514046
3.3,-2.9e-12,-1.862e-11,1.5,2e-14,0.0,7.8e-05
3.3,-8e-14,-1.79e-11,1.5,3e-14,0.05,8e-05
3.3,4.07e-12,-1.758e-11,1.5,4e-14,0.1,7.8e-05
3.3,6.04e-12,-1.835e-11,1.5,-3e-14,0.15,8.2e-05
3.3,9.96e-12,-2.171e-11,1.5,2e-14,0.2,7.8e-05
3.3,2.743e-11,-4.168e-11,1.5,1e-14,0.25,9e-05
3.3,1.2799e-10,-1.4212e-10,1.5,6e-14,0.3,0.00013
3.3,5.3197e-10,-5.4894e-10,1.5,5e-14,0.35,0.000306
3.3,1.83498e-09,-1.8538e-09,1.5,3e-14,0.4,0.000844
3.3,4.95992e-09,-4.9667e-09,1.5,3e-14,0.45,0.002198
3.3,1.06951e-08,-1.071551e-08,1.5,2e-14,0.5,0.004638
3.3,1.93872e-08,-1.937e-08,1.5,2e-14,0.55,0.008114
3.3,3.09897e-08,-3.0995e-08,1.5,2e-14,0.6,0.012944
3.3,4.42238e-08,-4.44345e-08,1.5,1e-14,0.65,0.018428
3.3,5.9713e-08,-5.98439e-08,1.5,3e-14,0.7,0.02499
3.3,7.69792e-08,-7.74075e-08,1.5,4e-14,0.75,0.032388
3.3,9.66224e-08,-9.67998e-08,1.5,4e-14,0.8,0.04078
3.3,1.18748e-07,-1.19961e-07,1.5,1e-14,0.85,0.050288
3.3,1.42905e-07,-1.43191e-07,1.5,2e-14,0.9,0.061092
3.3,1.68249e-07,-1.68593e-07,1.5,3e-14,0.95,0.072478
3.3,1.94865e-07,-1.95814e-07,1.5,2e-14,1.0,0.08472
3.3,2.24448e-07,-2.24804e-07,1.5,2e-14,1.05,0.098514
3.3,2.54992e-07,-2.55628e-07,1.5,3e-14,1.1,0.112948
3.3,2.8718e-07,-2.8748e-07,1.5,2e-14,1.15,0.128374
3.3,3.19309e-07,-3.19972e-07,1.5,0.0,1.2,0.144442
3.3,3.53875e-07,-3.551e-07,1.5,4e-14,1.25,0.161808
3.3,3.89302e-07,-3.90206e-07,1.5,3e-14,1.3,0.180358
3.3,4.25216e-07,-4.2604e-07,1.5,-1e-14,1.35,0.199754
3.3,4.62307e-07,-4.62997e-07,1.5,-2e-14,1.4,0.219888
3.3,4.99416e-07,-5.00029e-07,1.5,-1e-14,1.45,0.241224
3.3,5.36821e-07,-5.37469e-07,1.5,1e-14,1.5,0.262916
3.3,5.74772e-07,-5.75212e-07,1.5,4e-14,1.55,0.286596
3.3,6.11976e-07,-6.13189e-07,1.5,4e-14,1.6,0.310308
3.3,6.49777e-07,-6.50152e-07,1.5,2e-14,1.65,0.335736
3.3,6.87245e-07,-6.87984e-07,1.5,2e-14,1.7,0.361988
3.3,7.24664e-07,-7.25533e-07,1.5,-3e-14,1.75,0.389714
3.3,7.60786e-07,-7.61759e-07,1.5,-1e-14,1.8,0.41772
3.3,7.96447e-07,-7.96512e-07,1.5,3e-14,1.85,0.44714
3.3,8.29743e-07,-8.29979e-07,1.5,5e-14,1.9,0.476804
3.3,8.63173e-07,-8.64063e-07,1.5,0.0,1.95,0.508396
3.3,8.95573e-07,-8.9599e-07,1.5,2e-14,2.0,0.541732
3.3,9.26007e-07,-9.26198e-07,1.5,3e-14,2.05,0.57486
3.3,9.55113e-07,-9.55356e-07,1.5,3e-14,2.1,0.610312
3.3,9.82068e-07,-9.82327e-07,1.5,4e-14,2.15,0.64738
3.3,1.00678e-06,-1.007201e-06,1.5,4e-14,2.2,0.684836
3.3,1.029436e-06,-1.029505e-06,1.5,4e-14,2.25,0.72317
3.3,1.04926e-06,-1.049099e-06,1.5,-1e-14,2.3,0.76402
3.3,1.066674e-06,-1.066358e-06,1.5,0.0,2.35,0.804238
3.3,1.081741e-06,-1.08208e-06,1.5,3e-14,2.4,0.84656
3.3,1.095378e-06,-1.095334e-06,1.5,4e-14,2.45,0.890484
3.3,1.105585e-06,-1.105961e-06,1.5,3e-14,2.5,0.933634
3.3,1.11464e-06,-1.115e-06,1.5,0.0,2.55,0.978506
3.3,1.12231e-06,-1.12294e-06,1.5,4e-14,2.6,1.024584
3.3,1.12916e-06,-1.12945e-06,1.5,-1e-14,2.65,1.073364
3.3,1.13466e-06,-1.13496e-06,1.5,1e-14,2.7,1.119122
3.3,1.13936e-06,-1.1398e-06,1.5,1e-14,2.75,1.167192
3.3,1.14392e-06,-1.14359e-06,1.5,1e-14,2.8,1.213936
3.3,1.14746e-06,-1.14774e-06,1.5,1e-14,2.85,1.261038
3.3,1.15074e-06,-1.15084e-06,1.5,0.0,2.9,1.306186
3.3,1.15366e-06,-1.15434e-06,1.5,4e-14,2.95,1.354232
3.3,1.157e-06,-1.15733e-06,1.5,6e-14,3.0,1.403588
3.3,-6.09e-12,-1.681e-11,1.6,0.0,0.0,8.8e-05
3.3,4.43e-12,-1.536e-11,1.6,-2e-14,0.05,7.8e-05
3.3,4.79e-12,-1.472e-11,1.6,3e-14,0.1,7.6e-05
3.3,5.29e-12,-1.22e-11,1.6,2e-14,0.15,7.4e-05
3.3,6.54e-12,-1.868e-11,1.6,3e-14,0.2,7.4e-05
3.3,2.567e-11,-3.931e-11,1.6,4e-14,0.25,8.4e-05
3.3,1.2522e-10,-1.3873e-10,1.6,5e-14,0.3,0.000126
3.3,5.3425e-10,-5.3937e-10,1.6,0.0,0.35,0.00028
3.3,1.84817e-09,-1.84564e-09,1.6,2e-14,0.4,0.00075
3.3,4.96529e-09,-4.97242e-09,1.6,1e-14,0.45,0.00196
3.3,1.078165e-08,-1.077186e-08,1.6,0.0,0.5,0.004138
3.3,1.95426e-08,-1.95673e-08,1.6,3e-14,0.55,0.007252
3.3,3.14223e-08,-3.14859e-08,1.6,-3e-14,0.6,0.011598
3.3,4.52555e-08,-4.54938e-08,1.6,4e-14,0.65,0.01669
3.3,6.09507e-08,-6.12943e-08,1.6,3e-14,0.7,0.022522
3.3,7.8953e-08,-7.94984e-08,1.6,3e-14,0.75,0.029286
3.3,9.90943e-08,-9.94614e-08,1.6,3e-14,0.8,0.036852
3.3,1.22728e-07,-1.23359e-07,1.6,2e-14,0.85,0.045674
3.3,1.47667e-07,-1.48102e-07,1.6,0.0,0.9,0.05561
3.3,1.74538e-07,-1.75216e-07,1.6,3e-14,0.95,0.066038
3.3,2.0275e-07,-2.03149e-07,1.6,1e-14,1.0,0.077264
3.3,2.33371e-07,-2.3385e-07,1.6,3e-14,1.05,0.089486
3.3,2.65517e-07,-2.66182e-07,1.6,3e-14,1.1,0.102736
3.3,2.99237e-07,-2.99975e-07,1.6,3e-14,1.15,0.116766
3.3,3.34317e-07,-3.35179e-07,1.6,1e-14,1.2,0.131564
3.3,3.71283e-07,-3.72235e-07,1.6,5e-14,1.25,0.1476
3.3,4.09484e-07,-4.10594e-07,1.6,-3e-14,1.3,0.164388
3.3,4.49249e-07,-4.49996e-07,1.6,3e-14,1.35,0.182488
3.3,4.88329e-07,-4.8933e-07,1.6,3e-14,1.4,0.20037
3.3,5.29861e-07,-5.30491e-07,1.6,3e-14,1.45,0.219972
3.3,5.71278e-07,-5.71979e-07,1.6,4e-14,1.5,0.240466
3.3,6.14199e-07,-6.14675e-07,1.6,0.0,1.55,0.26201
3.3,6.56236e-07,-6.57629e-07,1.6,-1e-14,1.6,0.2839
3.3,6.97749e-07,-6.98417e-07,1.6,7e-14,1.65,0.306266
3.3,7.40971e-07,-7.42054e-07,1.6,1e-14,1.7,0.330626
3.3,7.83164e-07,-7.84295e-07,1.6,2e-14,1.75,0.355114
3.3,8.25102e-07,-8.26033e-07,1.6,5e-14,1.8,0.380478
3.3,8.66566e-07,-8.67138e-07,1.6,1e-14,1.85,0.40674
3.3,9.08729e-07,-9.09705e-07,1.6,1e-14,1.9,0.43481
3.3,9.49545e-07,-9.5022e-07,1.6,0.0,1.95,0.463104
3.3,9.88857e-07,-9.90199e-07,1.6,4e-14,2.0,0.49276
3.3,1.027692e-06,-1.028423e-06,1.6,5e-14,2.05,0.523116
3.3,1.064924e-06,-1.065662e-06,1.6,3e-14,2.1,0.554506
3.3,1.101355e-06,-1.102057e-06,1.6,1e-14,2.15,0.587146
3.3,1.135924e-06,-1.136139e-06,1.6,2e-14,2.2,0.621362
3.3,1.16802e-06,-1.16828e-06,1.6,0.0,2.25,0.655024
3.3,1.19916e-06,-1.1998e-06,1.6,-1e-14,2.3,0.690722
3.3,1.2278e-06,-1.22779e-06,1.6,4e-14,2.35,0.728608
3.3,1.25485e-06,-1.25542e-06,1.6,2e-14,2.4,0.766444
3.3,1.27803e-06,-1.27878e-06,1.6,3e-14,2.45,0.805364
3.3,1.29921e-06,-1.29935e-06,1.6,1e-14,2.5,0.844932
3.3,1.31818e-06,-1.31813e-06,1.6,2e-14,2.55,0.88542
3.3,1.33419e-06,-1.33448e-06,1.6,3e-14,2.6,0.928084
3.3,1.34866e-06,-1.34872e-06,1.6,3e-14,2.65,0.970132
3.3,1.36104e-06,-1.36112e-06,1.6,2e-14,2.7,1.01504
3.3,1.37153e-06,-1.37177e-06,1.6,2e-14,2.75,1.058544
3.3,1.38084e-06,-1.38113e-06,1.6,5e-14,2.8,1.107746
3.3,1.38813e-06,-1.38828e-06,1.6,1e-14,2.85,1.152168
3.3,1.39447e-06,-1.3948e-06,1.6,5e-14,2.9,1.198518
3.3,1.40032e-06,-1.40053e-06,1.6,6e-14,2.95,1.244768
3.3,1.4051e-06,-1.40488e-06,1.6,1e-14,3.0,1.291672
3.3,-1.45e-12,-1.819e-11,1.7,2e-14,0.0,8e-05
3.3,2.93e-12,-1.808e-11,1.7,0.0,0.05,8e-05
3.3,2.17e-12,-1.664e-11,1.7,1e-14,0.1,7.6e-05
3.3,2.45e-12,-1.851e-11,1.7,3e-14,0.15,8e-05
3.3,5.94e-12,-2.255e-11,1.7,0.0,0.2,7.8e-05
3.3,2.474e-11,-4.163e-11,1.7,-1e-14,0.25,8.6e-05
3.3,1.2502e-10,-1.379e-10,1.7,2e-14,0.3,0.000118
3.3,5.2111e-10,-5.4075e-10,1.7,-1e-14,0.35,0.000262
3.3,1.83586e-09,-1.83494e-09,1.7,-1e-14,0.4,0.000678
3.3,4.95259e-09,-4.96831e-09,1.7,3e-14,0.45,0.001752
3.3,1.082162e-08,-1.081191e-08,1.7,5e-14,0.5,0.003726
3.3,1.97123e-08,-1.97157e-08,1.7,2e-14,0.55,0.006542
3.3,3.19324e-08,-3.20059e-08,1.7,-1e-14,0.6,0.010528
3.3,4.61368e-08,-4.63884e-08,1.7,5e-14,0.65,0.015204
3.3,6.23444e-08,-6.2675e-08,1.7,1e-14,0.7,0.020566
3.3,8.11701e-08,-8.15691e-08,1.7,0.0,0.75,0.026794
3.3,1.015717e-07,-1.021101e-07,1.7,2e-14,0.8,0.033706
3.3,1.26186e-07,-1.26598e-07,1.7,1e-14,0.85,0.041818
3.3,1.5182e-07,-1.5232e-07,1.7,0.0,0.9,0.0508
3.3,1.79194e-07,-1.79754e-07,1.7,1e-14,0.95,0.06029
3.3,2.08009e-07,-2.08577e-07,1.7,-1e-14,1.0,0.070458
3.3,2.39457e-07,-2.39949e-07,1.7,4e-14,1.05,0.08147
3.3,2.73512e-07,-2.74198e-07,1.7,1e-14,1.1,0.093646
