VDD,IDD,ISS,VREF,IREF,VIN,VOUT
3.3,3.10101e-07,-3.11177e-07,1.7,2e-14,1.15,0.106994
3.3,3.46964e-07,-3.47894e-07,1.7,2e-14,1.2,0.120556
3.3,3.8537e-07,-3.86387e-07,1.7,1e-14,1.25,0.13499
3.3,4.2584e-07,-4.26897e-07,1.7,0.0,1.3,0.150404
3.3,4.68163e-07,-4.69239e-07,1.7,0.0,1.35,0.16684
3.3,5.10537e-07,-5.11314e-07,1.7,-1e-14,1.4,0.184004
3.3,5.54069e-07,-5.54951e-07,1.7,4e-14,1.45,0.201434
3.3,5.98903e-07,-6.00106e-07,1.7,2e-14,1.5,0.219868
3.3,6.44515e-07,-6.45377e-07,1.7,1e-14,1.55,0.239612
3.3,6.90388e-07,-6.91509e-07,1.7,0.0,1.6,0.259662
3.3,7.37102e-07,-7.38029e-07,1.7,-1e-14,1.65,0.280674
3.3,7.84515e-07,-7.85189e-07,1.7,3e-14,1.7,0.302982
3.3,8.32749e-07,-8.33176e-07,1.7,4e-14,1.75,0.325482
3.3,8.79756e-07,-8.80891e-07,1.7,3e-14,1.8,0.349128
3.3,9.27481e-07,-9.28588e-07,1.7,0.0,1.85,0.37355
3.3,9.75415e-07,-9.76026e-07,1.7,2e-14,1.9,0.39883
3.3,1.021494e-06,-1.021879e-06,1.7,0.0,1.95,0.424792
3.3,1.06849e-06,-1.069269e-06,1.7,0.0,2.0,0.451276
3.3,1.114009e-06,-1.114658e-06,1.7,4e-14,2.05,0.478402
3.3,1.16078e-06,-1.16256e-06,1.7,2e-14,2.1,0.508078
3.3,1.20585e-06,-1.2066e-06,1.7,1e-14,2.15,0.538838
3.3,1.24812e-06,-1.24875e-06,1.7,3e-14,2.2,0.56927
3.3,1.28838e-06,-1.28965e-06,1.7,4e-14,2.25,0.598936
3.3,1.33055e-06,-1.33126e-06,1.7,0.0,2.3,0.632102
3.3,1.36846e-06,-1.36892e-06,1.7,3e-14,2.35,0.664904
3.3,1.40566e-06,-1.40609e-06,1.7,6e-14,2.4,0.699294
3.3,1.43961e-06,-1.44046e-06,1.7,3e-14,2.45,0.73448
3.3,1.47336e-06,-1.47362e-06,1.7,3e-14,2.5,0.770904
3.3,1.50293e-06,-1.50359e-06,1.7,3e-14,2.55,0.808542
3.3,1.53102e-06,-1.53171e-06,1.7,0.0,2.6,0.846356
3.3,1.55824e-06,-1.55871e-06,1.7,5e-14,2.65,0.885264
3.3,1.58074e-06,-1.58096e-06,1.7,4e-14,2.7,0.925978
3.3,1.60151e-06,-1.60167e-06,1.7,-1e-14,2.75,0.966414
3.3,1.61968e-06,-1.62002e-06,1.7,1e-14,2.8,1.010092
3.3,1.63555e-06,-1.63597e-06,1.7,5e-14,2.85,1.054046
3.3,1.64851e-06,-1.64857e-06,1.7,-1e-14,2.9,1.096542
3.3,1.6592e-06,-1.65881e-06,1.7,1e-14,2.95,1.140892
3.3,1.66957e-06,-1.66923e-06,1.7,2e-14,3.0,1.183422
3.3,3e-13,-1.632e-11,1.8,1e-14,0.0,8.2e-05
3.3,4.8e-13,-1.567e-11,1.8,2e-14,0.05,8e-05
3.3,3.04e-12,-1.831e-11,1.8,0.0,0.1,8.4e-05
3.3,3.91e-12,-1.977e-11,1.8,1e-14,0.15,7.8e-05
3.3,5.43e-12,-2.272e-11,1.8,0.0,0.2,7.8e-05
3.3,2.536e-11,-4.26e-11,1.8,4e-14,0.25,8.6e-05
3.3,1.2181e-10,-1.3749e-10,1.8,2e-14,0.3,0.000114
3.3,5.2181e-10,-5.3583e-10,1.8,3e-14,0.35,0.00024
3.3,1.81682e-09,-1.82932e-09,1.8,4e-14,0.4,0.000616
3.3,4.93636e-09,-4.94972e-09,1.8,4e-14,0.45,0.001592
3.3,1.082181e-08,-1.082708e-08,1.8,1e-14,0.5,0.003378
3.3,1.98314e-08,-1.98419e-08,1.8,1e-14,0.55,0.005936
3.3,3.21686e-08,-3.22558e-08,1.8,-1e-14,0.6,0.009564
3.3,4.68119e-08,-4.69825e-08,1.8,4e-14,0.65,0.013884
3.3,6.31657e-08,-6.34684e-08,1.8,0.0,0.7,0.018782
3.3,8.21335e-08,-8.24804e-08,1.8,0.0,0.75,0.02441
3.3,1.030987e-07,-1.036805e-07,1.8,0.0,0.8,0.030748
3.3,1.27935e-07,-1.28817e-07,1.8,-1e-14,0.85,0.038036
3.3,1.54437e-07,-1.54791e-07,1.8,-5e-14,0.9,0.04642
3.3,1.83062e-07,-1.83216e-07,1.8,1e-14,0.95,0.055122
3.3,2.12718e-07,-2.13304e-07,1.8,2e-14,1.0,0.064532
3.3,2.45282e-07,-2.46037e-07,1.8,2e-14,1.05,0.074768
3.3,2.80363e-07,-2.81163e-07,1.8,0.0,1.1,0.085832
3.3,3.17752e-07,-3.18502e-07,1.8,2e-14,1.15,0.097778
3.3,3.56028e-07,-3.56463e-07,1.8,2e-14,1.2,0.110384
3.3,3.97227e-07,-3.98116e-07,1.8,1e-14,1.25,0.12411
3.3,4.39932e-07,-4.40441e-07,1.8,6e-14,1.3,0.138256
3.3,4.83738e-07,-4.84238e-07,1.8,1e-14,1.35,0.15333
3.3,5.28638e-07,-5.29529e-07,1.8,3e-14,1.4,0.16894
3.3,5.75546e-07,-5.76809e-07,1.8,0.0,1.45,0.185452
3.3,6.24127e-07,-6.24993e-07,1.8,0.0,1.5,0.203134
3.3,6.73174e-07,-6.73407e-07,1.8,6e-14,1.55,0.22111
3.3,7.23043e-07,-7.24226e-07,1.8,3e-14,1.6,0.239912
3.3,7.73871e-07,-7.74556e-07,1.8,-1e-14,1.65,0.259126
3.3,8.25134e-07,-8.26161e-07,1.8,1e-14,1.7,0.279826
3.3,8.76628e-07,-8.77845e-07,1.8,2e-14,1.75,0.300582
3.3,9.29185e-07,-9.30235e-07,1.8,2e-14,1.8,0.322312
3.3,9.79673e-07,-9.80276e-07,1.8,-2e-14,1.85,0.344666
3.3,1.033609e-06,-1.034772e-06,1.8,2e-14,1.9,0.367348
3.3,1.08598e-06,-1.087735e-06,1.8,7e-14,1.95,0.391802
3.3,1.139875e-06,-1.14059e-06,1.8,5e-14,2.0,0.417094
3.3,1.19231e-06,-1.19361e-06,1.8,-2e-14,2.05,0.44251
3.3,1.24381e-06,-1.2444e-06,1.8,4e-14,2.1,0.469092
3.3,1.29574e-06,-1.296e-06,1.8,1e-14,2.15,0.496552
3.3,1.34725e-06,-1.34783e-06,1.8,5e-14,2.2,0.524188
3.3,1.39612e-06,-1.39765e-06,1.8,0.0,2.25,0.553092
3.3,1.44513e-06,-1.44683e-06,1.8,5e-14,2.3,0.583082
3.3,1.49213e-06,-1.493e-06,1.8,2e-14,2.35,0.612884
3.3,1.53878e-06,-1.53942e-06,1.8,1e-14,2.4,0.64478
3.3,1.58402e-06,-1.58436e-06,1.8,1e-14,2.45,0.67622
3.3,1.62656e-06,-1.62694e-06,1.8,1e-14,2.5,0.708752
3.3,1.66761e-06,-1.66823e-06,1.8,1e-14,2.55,0.742656
3.3,1.70552e-06,-1.7058e-06,1.8,2e-14,2.6,0.777538
3.3,1.74288e-06,-1.74353e-06,1.8,3e-14,2.65,0.81236
3.3,1.77749e-06,-1.77885e-06,1.8,5e-14,2.7,0.84884
3.3,1.81086e-06,-1.81054e-06,1.8,3e-14,2.75,0.885618
3.3,1.84018e-06,-1.84128e-06,1.8,2e-14,2.8,0.923746
3.3,1.86785e-06,-1.86886e-06,1.8,2e-14,2.85,0.962926
3.3,1.89319e-06,-1.8928e-06,1.8,-2e-14,2.9,1.002068
3.3,1.91471e-06,-1.91463e-06,1.8,2e-14,2.95,1.045162
3.3,1.93405e-06,-1.93441e-06,1.8,2e-14,3.0,1.08514
3.3,-9.3e-13,-1.513e-11,1.9,3e-14,0.0,0.0001
3.3,-7.7e-13,-1.505e-11,1.9,3e-14,0.05,7.2e-05
3.3,-6e-13,-1.553e-11,1.9,0.0,0.1,7.6e-05
3.3,-1.31e-12,-1.715e-11,1.9,-3e-14,0.15,7.2e-05
3.3,2.04e-12,-1.886e-11,1.9,1e-14,0.2,8.2e-05
3.3,2.424e-11,-4.001e-11,1.9,0.0,0.25,8e-05
3.3,1.2063e-10,-1.3466e-10,1.9,0.0,0.3,0.000108
3.3,5.2308e-10,-5.3325e-10,1.9,2e-14,0.35,0.000218
3.3,1.81264e-09,-1.82091e-09,1.9,2e-14,0.4,0.000566
3.3,4.96031e-09,-4.95468e-09,1.9,2e-14,0.45,0.001456
3.3,1.086659e-08,-1.085986e-08,1.9,0.0,0.5,0.003088
3.3,1.99029e-08,-1.99453e-08,1.9,2e-14,0.55,0.005428
3.3,3.24244e-08,-3.24982e-08,1.9,3e-14,0.6,0.008764
3.3,4.70615e-08,-4.72117e-08,1.9,0.0,0.65,0.012668
3.3,6.37951e-08,-6.40785e-08,1.9,0.0,0.7,0.017174
3.3,8.31636e-08,-8.36013e-08,1.9,-1e-14,0.75,0.022402
3.3,1.0465e-07,-1.050243e-07,1.9,2e-14,0.8,0.02828
3.3,1.29824e-07,-1.3103e-07,1.9,0.0,0.85,0.035118
3.3,1.57325e-07,-1.57628e-07,1.9,0.0,0.9,0.042856
3.3,1.8618e-07,-1.86734e-07,1.9,4e-14,0.95,0.050818
3.3,2.17081e-07,-2.18181e-07,1.9,2e-14,1.0,0.059502
3.3,2.51251e-07,-2.52231e-07,1.9,4e-14,1.05,0.069124
3.3,2.8817e-07,-2.89005e-07,1.9,4e-14,1.1,0.079568
3.3,3.27169e-07,-3.2772e-07,1.9,2e-14,1.15,0.090968
3.3,3.65991e-07,-3.6734e-07,1.9,2e-14,1.2,0.102474
3.3,4.09041e-07,-4.09297e-07,1.9,2e-14,1.25,0.11504
3.3,4.5277e-07,-4.53515e-07,1.9,4e-14,1.3,0.12809
3.3,4.9953e-07,-5.00045e-07,1.9,3e-14,1.35,0.14232
3.3,5.45683e-07,-5.46239e-07,1.9,-2e-14,1.4,0.156688
3.3,5.95735e-07,-5.96405e-07,1.9,0.0,1.45,0.172216
3.3,6.45872e-07,-6.46656e-07,1.9,2e-14,1.5,0.188134
3.3,6.97839e-07,-6.98607e-07,1.9,4e-14,1.55,0.205102
3.3,7.52156e-07,-7.52721e-07,1.9,2e-14,1.6,0.222694
3.3,8.05237e-07,-8.05879e-07,1.9,2e-14,1.65,0.240644
3.3,8.60099e-07,-8.60969e-07,1.9,6e-14,1.7,0.259622
3.3,9.16555e-07,-9.16899e-07,1.9,4e-14,1.75,0.279194
3.3,9.71756e-07,-9.72941e-07,1.9,6e-14,1.8,0.299072
3.3,1.02883e-06,-1.031348e-06,1.9,4e-14,1.85,0.319588
3.3,1.087488e-06,-1.087617e-06,1.9,6e-14,1.9,0.342044
3.3,1.14434e-06,-1.14645e-06,1.9,3e-14,1.95,0.364064
3.3,1.20263e-06,-1.20394e-06,1.9,1e-14,2.0,0.387284
3.3,1.26059e-06,-1.26108e-06,1.9,0.0,2.05,0.411376
3.3,1.31892e-06,-1.31977e-06,1.9,-1e-14,2.1,0.435758
3.3,1.3774e-06,-1.37851e-06,1.9,4e-14,2.15,0.460882
3.3,1.435e-06,-1.43567e-06,1.9,3e-14,2.2,0.487208
3.3,1.49107e-06,-1.49135e-06,1.9,2e-14,2.25,0.513618
3.3,1.54535e-06,-1.54686e-06,1.9,5e-14,2.3,0.53983
3.3,1.60076e-06,-1.60237e-06,1.9,2e-14,2.35,0.568412
3.3,1.65549e-06,-1.65542e-06,1.9,2e-14,2.4,0.59719
3.3,1.709e-06,-1.71005e-06,1.9,3e-14,2.45,0.626568
3.3,1.76065e-06,-1.7605e-06,1.9,3e-14,2.5,0.656466
3.3,1.80977e-06,-1.81035e-06,1.9,1e-14,2.55,0.687074
3.3,1.86019e-06,-1.86113e-06,1.9,0.0,2.6,0.719036
3.3,1.90826e-06,-1.90928e-06,1.9,2e-14,2.65,0.75228
3.3,1.95124e-06,-1.95207e-06,1.9,2e-14,2.7,0.784494
3.3,1.99412e-06,-1.99476e-06,1.9,3e-14,2.75,0.81833
3.3,2.03644e-06,-2.03686e-06,1.9,3e-14,2.8,0.852884
3.3,2.07527e-06,-2.07617e-06,1.9,2e-14,2.85,0.88824
3.3,2.11102e-06,-2.11193e-06,1.9,4e-14,2.9,0.92337
3.3,2.14722e-06,-2.14799e-06,1.9,2e-14,2.95,0.962284
3.3,2.17859e-06,-2.17868e-06,1.9,2e-14,3.0,1.000458
3.3,7.2e-13,-1.585e-11,2.0,0.0,0.0,7.6e-05
3.3,1.97e-12,-1.496e-11,2.0,3e-14,0.05,7.2e-05
3.3,6.1e-13,-1.462e-11,2.0,2e-14,0.1,7.4e-05
3.3,1.35e-12,-1.389e-11,2.0,4e-14,0.15,7.4e-05
3.3,5.31e-12,-1.87e-11,2.0,2e-14,0.2,7.6e-05
3.3,2.485e-11,-3.889e-11,2.0,-1e-14,0.25,7.6e-05
3.3,1.1989e-10,-1.3329e-10,2.0,2e-14,0.3,0.000106
3.3,5.1296e-10,-5.2082e-10,2.0,4e-14,0.35,0.000204
3.3,1.78569e-09,-1.79171e-09,2.0,2e-14,0.4,0.000518
3.3,4.88186e-09,-4.89791e-09,2.0,1e-14,0.45,0.00132
3.3,1.074924e-08,-1.075985e-08,2.0,2e-14,0.5,0.002804
3.3,1.98211e-08,-1.98344e-08,2.0,0.0,0.55,0.004932
3.3,3.2332e-08,-3.24339e-08,2.0,3e-14,0.6,0.007956
3.3,4.69826e-08,-4.71795e-08,2.0,1e-14,0.65,0.011572
3.3,6.39933e-08,-6.42412e-08,2.0,1e-14,0.7,0.015784
3.3,8.32744e-08,-8.37234e-08,2.0,4e-14,0.75,0.02052
3.3,1.05266e-07,-1.055895e-07,2.0,-1e-14,0.8,0.02595
3.3,1.31134e-07,-1.32002e-07,2.0,1e-14,0.85,0.032226
3.3,1.58416e-07,-1.58873e-07,2.0,5e-14,0.9,0.039332
3.3,1.88527e-07,-1.8893e-07,2.0,-1e-14,0.95,0.046902
3.3,2.20356e-07,-2.20795e-07,2.0,0.0,1.0,0.05497
3.3,2.54874e-07,-2.55145e-07,2.0,2e-14,1.05,0.063982
3.3,2.91571e-07,-2.92679e-07,2.0,1e-14,1.1,0.07351
3.3,3.31588e-07,-3.323e-07,2.0,2e-14,1.15,0.083874
3.3,3.72664e-07,-3.73552e-07,2.0,0.0,1.2,0.094682
3.3,4.1665e-07,-4.17327e-07,2.0,2e-14,1.25,0.106416
3.3,4.62637e-07,-4.63189e-07,2.0,6e-14,1.3,0.118802
3.3,5.10322e-07,-5.11013e-07,2.0,2e-14,1.35,0.131868
3.3,5.58532e-07,-5.59373e-07,2.0,0.0,1.4,0.145222
3.3,6.10115e-07,-6.11411e-07,2.0,-1e-14,1.45,0.159464
3.3,6.63151e-07,-6.63633e-07,2.0,-2e-14,1.5,0.174586
3.3,7.17285e-07,-7.18009e-07,2.0,0.0,1.55,0.190154
3.3,7.7284e-07,-7.74189e-07,2.0,1e-14,1.6,0.206788
3.3,8.29615e-07,-8.30082e-07,2.0,2e-14,1.65,0.223466
3.3,8.90746e-07,-8.91743e-07,2.0,-2e-14,1.7,0.24163
3.3,9.50398e-07,-9.52425e-07,2.0,4e-14,1.75,0.260224
3.3,1.009341e-06,-1.011284e-06,2.0,0.0,1.8,0.279128
3.3,1.069713e-06,-1.070999e-06,2.0,3e-14,1.85,0.29843
3.3,1.131761e-06,-1.13347e-06,2.0,1e-14,1.9,0.31871
3.3,1.198e-06,-1.20132e-06,2.0,2e-14,1.95,0.340794
3.3,1.26109e-06,-1.26202e-06,2.0,1e-14,2.0,0.362788
3.3,1.32221e-06,-1.32322e-06,2.0,2e-14,2.05,0.384036
3.3,1.38668e-06,-1.38771e-06,2.0,5e-14,2.1,0.407152
3.3,1.451e-06,-1.45209e-06,2.0,5e-14,2.15,0.431286
3.3,1.51349e-06,-1.5135e-06,2.0,0.0,2.2,0.454954
3.3,1.57668e-06,-1.57767e-06,2.0,4e-14,2.25,0.480022
3.3,1.63661e-06,-1.63778e-06,2.0,1e-14,2.3,0.50446
3.3,1.69942e-06,-1.69986e-06,2.0,6e-14,2.35,0.530386
3.3,1.75901e-06,-1.76026e-06,2.0,4e-14,2.4,0.556882
3.3,1.81919e-06,-1.8199e-06,2.0,2e-14,2.45,0.584082
3.3,1.87993e-06,-1.87987e-06,2.0,3e-14,2.5,0.611488
3.3,1.93863e-06,-1.94034e-06,2.0,7e-14,2.55,0.640168
3.3,1.99804e-06,-1.99962e-06,2.0,2e-14,2.6,0.670398
3.3,2.05545e-06,-2.05691e-06,2.0,2e-14,2.65,0.701796
3.3,2.1095e-06,-2.10969e-06,2.0,1e-14,2.7,0.731938
3.3,2.16168e-06,-2.16365e-06,2.0,-1e-14,2.75,0.763262
3.3,2.21469e-06,-2.21632e-06,2.0,0.0,2.8,0.795986
3.3,2.26584e-06,-2.26612e-06,2.0,2e-14,2.85,0.829232
3.3,2.31069e-06,-2.31172e-06,2.0,2e-14,2.9,0.86125
3.3,2.35365e-06,-2.35527e-06,2.0,0.0,2.95,0.893966
3.3,2.39874e-06,-2.39923e-06,2.0,2e-14,3.0,0.926856
