VIN,VSS,VDD,IDD,ISS,VREF,IREF,VOUT
0.0,0.0,3.3,8e-14,9.91e+307,0.0,9.91e+307,0.043258
0.05,0.0,3.3,-1e-14,9.91e+307,0.0,9.91e+307,0.051216
0.1,0.0,3.3,1e-14,9.91e+307,0.0,9.91e+307,0.057952
0.15,0.0,3.3,1e-14,9.91e+307,0.0,9.91e+307,0.064102
0.2,0.0,3.3,-2e-14,9.91e+307,0.0,9.91e+307,0.06996
0.25,0.0,3.3,4e-14,9.91e+307,0.0,9.91e+307,0.075744
0.3,0.0,3.3,6e-14,9.91e+307,0.0,9.91e+307,0.081426
0.35,0.0,3.3,3.3e-13,9.91e+307,0.0,9.91e+307,0.087186
0.4,0.0,3.3,1.53e-12,9.91e+307,0.0,9.91e+307,0.092988
0.45,0.0,3.3,4.4e-12,9.91e+307,0.0,9.91e+307,0.099408
0.5,0.0,3.3,1.319e-11,9.91e+307,0.0,9.91e+307,0.107502
0.55,0.0,3.3,3.412e-11,9.91e+307,0.0,9.91e+307,0.12
0.6,0.0,3.3,6.535e-11,9.91e+307,0.0,9.91e+307,0.135234
0.65,0.0,3.3,1.2709e-10,9.91e+307,0.0,9.91e+307,0.17337
0.7,0.0,3.3,1.9566e-10,9.91e+307,0.0,9.91e+307,0.219498
0.75,0.0,3.3,1.5276e-10,9.91e+307,0.0,9.91e+307,0.271188
0.8,0.0,3.3,1.4964e-10,9.91e+307,0.0,9.91e+307,0.323396
0.85,0.0,3.3,1.5501e-10,9.91e+307,0.0,9.91e+307,0.378342
0.9,0.0,3.3,9.73e-11,9.91e+307,0.0,9.91e+307,0.417956
0.95,0.0,3.3,2.0695e-10,9.91e+307,0.0,9.91e+307,0.463078
1.0,0.0,3.3,1.7512e-10,9.91e+307,0.0,9.91e+307,0.522008
1.05,0.0,3.3,1.3821e-10,9.91e+307,0.0,9.91e+307,0.577774
1.1,0.0,3.3,1.1332e-10,9.91e+307,0.0,9.91e+307,0.619174
1.15,0.0,3.3,1.2497e-10,9.91e+307,0.0,9.91e+307,0.657238
1.2,0.0,3.3,9.723e-11,9.91e+307,0.0,9.91e+307,0.70528
1.25,0.0,3.3,1.7075e-10,9.91e+307,0.0,9.91e+307,0.748046
1.3,0.0,3.3,1.1855e-10,9.91e+307,0.0,9.91e+307,0.792116
1.35,0.0,3.3,2.007e-10,9.91e+307,0.0,9.91e+307,0.850968
1.4,0.0,3.3,1.6432e-10,9.91e+307,0.0,9.91e+307,0.912614
1.45,0.0,3.3,8.005e-11,9.91e+307,0.0,9.91e+307,0.95104
1.5,0.0,3.3,2.5374e-10,9.91e+307,0.0,9.91e+307,0.989794
1.55,0.0,3.3,1.548e-10,9.91e+307,0.0,9.91e+307,1.046026
1.6,0.0,3.3,1.3434e-10,9.91e+307,0.0,9.91e+307,1.09405
1.65,0.0,3.3,1.6624e-10,9.91e+307,0.0,9.91e+307,1.138898
1.7,0.0,3.3,1.548e-10,9.91e+307,0.0,9.91e+307,1.193278
1.75,0.0,3.3,8.486e-11,9.91e+307,0.0,9.91e+307,1.247842
1.8,0.0,3.3,2.146e-10,9.91e+307,0.0,9.91e+307,1.283674
1.85,0.0,3.3,1.5686e-10,9.91e+307,0.0,9.91e+307,1.33729
1.9,0.0,3.3,1.9343e-10,9.91e+307,0.0,9.91e+307,1.387972
1.95,0.0,3.3,2.2106e-10,9.91e+307,0.0,9.91e+307,1.453896
2.0,0.0,3.3,9.978e-11,9.91e+307,0.0,9.91e+307,1.509814
2.05,0.0,3.3,1.5468e-10,9.91e+307,0.0,9.91e+307,1.548782
2.1,0.0,3.3,1.2278e-10,9.91e+307,0.0,9.91e+307,1.587832
2.15,0.0,3.3,1.2436e-10,9.91e+307,0.0,9.91e+307,1.63373
